Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
Jared GoffDET,34.1,21.3,228.3,1.0,0.8,1.3,5.2,0.0,0.3,12.3
Trey LanceSF,0.6,0.4,5.2,0.0,0.0,1.6,8.1,0.1,0.0,1.6
Trevor SiemianNO,2.6,1.5,16.4,0.2,0.0,0.1,0.7,0.0,0.0,1.3
Drew LockSEA,1.4,0.9,11.4,0.1,0.0,0.3,1.2,0.0,0.0,1.0
Chase DanielLAC,1.7,1.1,11.4,0.1,0.0,0.2,1.1,0.0,0.0,1.0
Mitchell TrubiskyBUF,1.5,1.0,10.6,0.1,0.0,0.3,1.1,0.0,0.0,0.9
Chad HenneKC,1.6,1.0,10.6,0.1,0.0,0.2,1.0,0.0,0.0,0.9
Geno SmithSEA,1.2,0.8,9.9,0.1,0.0,0.2,1.1,0.0,0.0,0.9
Jordan LoveGB,1.4,0.8,9.6,0.1,0.0,0.3,1.1,0.0,0.0,0.9
Mason RudolphPIT,1.4,0.9,9.5,0.1,0.0,0.3,1.0,0.0,0.0,0.9
Brandon AllenCIN,1.3,0.9,9.2,0.1,0.0,0.3,1.0,0.0,0.0,0.9
Case KeenumCLE,1.2,0.8,9.6,0.1,0.0,0.1,0.7,0.0,0.0,0.9
Colt McCoyARI,1.3,0.9,9.4,0.1,0.0,0.2,0.7,0.0,0.0,0.8
Cooper RushDAL,1.5,0.9,9.9,0.1,0.0,0.3,0.2,0.0,0.0,0.8
Blaine GabbertTB,1.7,0.9,9.7,0.1,0.0,0.2,0.2,0.0,0.0,0.8
P.J. WalkerCAR,1.4,0.9,9.6,0.1,0.1,0.3,1.1,0.0,0.0,0.8
Kyle AllenWAS,1.4,0.9,9.7,0.1,0.1,0.1,0.6,0.0,0.0,0.7
Mike WhiteNYJ,1.3,0.8,8.7,0.1,0.1,0.2,0.1,0.0,0.0,0.7
Marcus MariotaLV,0.8,0.5,5.8,0.1,0.0,0.2,1.1,0.0,0.0,0.5
Joe FlaccoNYJ,1.3,0.8,9.1,0.1,0.1,0.2,0.7,0.0,0.1,0.5
John WolfordLAR,1.5,0.9,9.6,0.0,0.0,0.3,1.1,0.0,0.0,0.5
C.J. BeathardJAC,1.5,0.8,8.2,0.0,0.0,0.2,0.9,0.0,0.0,0.4
Tyler HuntleyBAL,1.3,0.8,8.8,0.0,0.1,0.3,1.5,0.0,0.0,0.4
Tyrod TaylorHOU,1.3,0.9,9.4,0.0,0.1,0.2,0.8,0.0,0.0,0.4
Tim BoyleDET,1.4,0.8,7.7,0.0,0.0,0.2,0.2,0.0,0.0,0.3
Jake FrommNYG,1.0,0.5,5.2,0.0,0.0,0.1,0.2,0.0,0.0,0.2
Logan WoodsideTEN,0.6,0.4,4.9,0.0,0.0,0.3,0.3,0.0,0.0,0.2
Feleipe FranksATL,0.9,0.6,5.4,0.0,0.1,0.2,0.9,0.0,0.0,0.2
Sean MannionMIN,0.6,0.3,3.7,0.0,0.0,0.1,0.1,0.0,0.0,0.2
Davis WebbNYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
