Player,REC,YDS,TDS,FL,FPTS
Cameron BrateTB,1.1,11.2,0.1,0.0,1.7
Geoff SwaimTEN,1.3,11.8,0.1,0.0,1.6
Hunter BryantDET,1.2,11.0,0.1,0.0,1.5
Chris ManhertzJAC,1.2,12.3,0.0,0.0,1.5
Durham SmytheMIA,1.2,10.2,0.1,0.0,1.4
Pat FreiermuthPIT,1.2,10.6,0.1,0.0,1.3
Luke FarrellJAC,0.9,9.6,0.1,0.0,1.3
Hunter LongMIA,1.1,11.5,0.0,0.1,1.2
Foster MoreauLV,0.6,6.9,0.1,0.0,1.2
Ian ThomasCAR,1.0,8.4,0.1,0.0,1.2
Noah GrayKC,0.9,9.2,0.1,0.0,1.2
Ross DwelleySF,0.8,8.7,0.1,0.0,1.2
Kaden SmithNYG,1.0,8.8,0.1,0.0,1.2
Tommy SweeneyBUF,0.7,8.4,0.1,0.0,1.2
MyCole PruittTEN,0.7,6.6,0.1,0.0,1.2
Ryan GriffinNYJ,1.0,9.6,0.0,0.0,1.1
Josh OliverBAL,0.8,8.1,0.0,0.0,1.0
Reggie GilliamBUF,0.5,4.0,0.1,0.0,1.0
Marcedes LewisGB,0.7,7.4,0.0,0.0,1.0
Brycen HopkinsLAR,0.8,7.8,0.0,0.0,1.0
John BatesWAS,0.8,7.5,0.0,0.0,1.0
Darrell DanielsARI,0.7,8.5,0.0,0.0,1.0
Jacob HarrisLAR,0.5,5.8,0.1,0.0,0.9
Tommy TrembleCAR,0.6,5.7,0.1,0.0,0.9
Kylen GransonIND,0.6,6.0,0.0,0.0,0.8
Brevin JordanHOU,0.8,8.0,0.0,0.0,0.8
Cethan CarterMIA,0.5,4.6,0.0,0.0,0.7
Eric TomlinsonBAL,0.6,6.0,0.0,0.0,0.6
Blake BellKC,0.4,4.0,0.0,0.0,0.6
Antony AuclairHOU,0.3,3.5,0.0,0.0,0.5
Devin AsiasiNE,0.5,5.0,0.0,0.0,0.5
Josiah DeguaraGB,0.5,4.8,0.0,0.0,0.5
Jesse JamesCHI,0.5,4.5,0.0,0.0,0.4
Colin ThompsonCAR,0.2,2.3,0.0,0.0,0.4
Charlie WoernerSF,0.3,3.9,0.0,0.0,0.4
Colby ParkinsonSEA,0.4,4.0,0.0,0.0,0.4
Brandon DillonNYJ,0.3,3.1,0.0,0.0,0.4
Demetrius HarrisARI,0.3,3.3,0.0,0.0,0.4
Johnny MundtLAR,0.3,2.8,0.0,0.0,0.4
Eric SaubertDEN,0.4,3.4,0.0,0.0,0.3
Stephen AndersonLAC,0.3,3.4,0.0,0.0,0.3
Zach GentryPIT,0.4,3.1,0.0,0.0,0.3
Trevon WescoNYJ,0.3,3.1,0.0,0.0,0.3
Luke StockerMIN,0.3,2.7,0.0,0.0,0.3
J.P. HoltzCHI,0.2,2.7,0.0,0.0,0.3
Mason SchreckCIN,0.2,2.0,0.0,0.0,0.3
Ben EllefsonMIN,0.2,2.0,0.0,0.0,0.2
Dominique DafneyGB,0.2,1.7,0.0,0.0,0.2
Richard RodgersPHI,0.1,0.8,0.0,0.0,0.1
Jody FortsonKC,0.1,1.0,0.0,0.0,0.1
Nick BowersLV,0.1,1.0,0.0,0.0,0.1
Sammis ReyesWAS,0.1,1.0,0.0,0.0,0.1
Mitchell WilcoxCIN,0.1,1.0,0.0,0.0,0.1
Andrew BeckDEN,0.1,1.0,0.0,0.0,0.1
Tommy HudsonTEN,0.1,1.0,0.0,0.0,0.1
Jack StollPHI,0.1,1.0,0.0,0.0,0.1
Ricky Seals-JonesWAS,0.0,0.4,0.0,0.0,0.1
Derek CarrierLV,0.1,0.6,0.0,0.0,0.1
Kevin RaderPIT,0.1,0.5,0.0,0.0,0.1
Jason CroomPHI,0.1,0.5,0.0,0.0,0.1
Jeremy SprinkleDAL,0.1,0.5,0.0,0.0,0.1
Tre' McKittyLAC,0.1,0.5,0.0,0.0,0.1
Daniel BrownNYJ,0.1,0.5,0.0,0.0,0.0
Jesper HorstedCHI,0.0,0.0,0.0,0.0,0.0
Deon YelderARI,0.0,0.0,0.0,0.0,0.0
