Player,REC,YDS,TDS,FL,FPTS
Zach GentryPIT,0.7,6.5,0.0,0.0,0.6
Colin ThompsonCAR,0.3,3.1,0.1,0.0,0.6
Luke FarrellJAC,0.7,5.8,0.0,0.0,0.6
Charlie WoernerSF,0.6,5.6,0.0,0.0,0.6
Kylen GransonIND,0.5,4.6,0.0,0.0,0.5
Colby ParkinsonSEA,0.5,4.0,0.0,0.0,0.4
Darrell DanielsARI,0.4,3.6,0.0,0.0,0.4
J.P. HoltzCHI,0.3,3.4,0.0,0.0,0.3
Demetrius HarrisARI,0.3,3.1,0.0,0.0,0.3
Trevon WescoNYJ,0.3,3.0,0.0,0.0,0.3
Kaden SmithNYG,0.4,3.0,0.0,0.0,0.3
Reggie GilliamBUF,0.3,2.6,0.0,0.0,0.3
Quintin MorrisBUF,0.2,2.0,0.0,0.0,0.2
Kenny YeboahNYJ,0.2,2.0,0.0,0.0,0.2
Luke StockerMIN,0.2,2.0,0.0,0.0,0.2
Kahale WarringJAC,0.2,2.0,0.0,0.0,0.2
Cethan CarterMIA,0.2,1.4,0.0,0.0,0.1
Eric TomlinsonBAL,0.1,1.0,0.0,0.0,0.1
Mitchell WilcoxCIN,0.1,1.0,0.0,0.0,0.1
Jeremy SprinkleDAL,0.1,1.0,0.0,0.0,0.1
Giovanni RicciCAR,0.1,0.5,0.0,0.0,0.1
Hayden HurstATL,0.0,0.0,0.0,0.0,0.0
