Player,REC,YDS,TDS,FL,FPTS
Geoff SwaimTEN,1.2,13.4,0.1,0.0,2.0
Harrison BryantCLE,1.3,14.0,0.1,0.0,1.9
Donald Parham Jr.LAC,1.2,13.1,0.1,0.0,1.8
Tommy TrembleCAR,1.3,13.6,0.1,0.0,1.8
Kylen GransonIND,0.9,10.0,0.1,0.0,1.6
Marcedes LewisGB,1.0,11.1,0.1,0.0,1.5
Jimmy GrahamCHI,1.1,12.1,0.0,0.0,1.5
Jacob HollisterJAC,1.0,10.6,0.1,0.0,1.5
Tommy SweeneyBUF,1.2,11.5,0.1,0.0,1.5
MyCole PruittTEN,0.8,8.8,0.1,0.0,1.4
Foster MoreauLV,0.7,8.0,0.1,0.0,1.4
Chris ManhertzJAC,0.8,8.9,0.1,0.0,1.3
Giovanni RicciCAR,0.7,7.2,0.1,0.0,1.3
John BatesWAS,1.1,11.0,0.1,0.1,1.3
Charlie WoernerSF,0.9,9.4,0.1,0.0,1.3
Tommy HudsonTEN,0.7,7.9,0.1,0.0,1.3
Durham SmytheMIA,1.1,10.3,0.0,0.0,1.3
Chris Herndon IVMIN,0.9,9.4,0.1,0.1,1.2
Eric SaubertDEN,1.1,10.1,0.0,0.0,1.2
Daniel BrownNYJ,0.8,8.9,0.1,0.0,1.2
Luke FarrellJAC,0.8,8.2,0.1,0.0,1.1
Jody FortsonKC,0.7,7.0,0.1,0.0,1.1
Adam ShaheenMIA,0.7,7.5,0.1,0.0,1.1
Josh OliverBAL,0.7,6.9,0.0,0.0,1.0
Ben EllefsonMIN,0.6,6.7,0.1,0.0,1.0
Blake BellKC,0.8,7.2,0.0,0.0,0.9
Stephen AndersonLAC,0.7,7.4,0.0,0.0,0.8
Jacob HarrisLAR,0.5,5.4,0.1,0.0,0.8
Josiah DeguaraGB,0.7,6.1,0.0,0.0,0.8
Colin ThompsonCAR,0.5,4.6,0.1,0.0,0.8
Shane ZylstraDET,0.7,7.5,0.0,0.0,0.8
Andrew BeckDEN,0.4,4.1,0.1,0.0,0.7
Trevon WescoNYJ,0.5,5.5,0.0,0.0,0.7
Tanner HudsonSF,0.6,6.5,0.0,0.0,0.7
Drew SampleCIN,0.4,4.3,0.0,0.0,0.6
Reggie GilliamBUF,0.5,4.8,0.0,0.0,0.6
Johnny MundtLAR,0.5,6.0,0.0,0.0,0.6
Garrett GriffinNO,0.5,5.0,0.0,0.0,0.5
Kaden SmithNYG,0.5,4.3,0.0,0.0,0.4
Antony AuclairHOU,0.3,4.0,0.0,0.0,0.4
Noah GrayKC,0.3,4.0,0.0,0.0,0.4
Zach GentryPIT,0.5,4.0,0.0,0.0,0.4
Jesper HorstedCHI,0.2,3.0,0.0,0.0,0.3
Codey McElroyTB,0.3,3.0,0.0,0.0,0.3
Eric TomlinsonBAL,0.3,3.0,0.0,0.0,0.3
Mitchell WilcoxCIN,0.1,2.0,0.0,0.0,0.2
Jack StollPHI,0.2,2.0,0.0,0.0,0.2
Nick BowersLV,0.2,2.0,0.0,0.0,0.2
Demetrius HarrisARI,0.1,2.0,0.0,0.0,0.2
Nick RalstonDAL,0.2,2.0,0.0,0.0,0.2
Darrell DanielsARI,0.2,2.0,0.0,0.0,0.2
Tyler MabrySEA,0.2,2.0,0.0,0.0,0.2
Cethan CarterMIA,0.2,2.0,0.0,0.0,0.2
Jeremy SprinkleDAL,0.0,1.0,0.0,0.0,0.1
