Player,REC,YDS,TDS,FL,FPTS
Cameron BrateTB,1.1,11.4,0.1,0.0,1.7
Ryan GriffinNYJ,1.4,13.6,0.1,0.0,1.7
Maxx WilliamsARI,1.1,12.8,0.1,0.0,1.6
O.J. HowardTB,0.9,12.4,0.1,0.0,1.6
Durham SmytheMIA,1.2,11.0,0.1,0.0,1.6
Marcedes LewisGB,0.8,10.1,0.1,0.0,1.5
Demetrius HarrisARI,0.9,9.2,0.1,0.0,1.4
Chris Herndon IVMIN,0.9,9.8,0.1,0.0,1.3
Drew SampleCIN,1.3,10.6,0.0,0.0,1.3
Chris ManhertzJAC,0.9,10.9,0.0,0.0,1.3
Stephen AndersonLAC,0.8,8.1,0.1,0.0,1.3
Kaden SmithNYG,1.1,9.0,0.1,0.0,1.3
Noah GrayKC,0.9,8.6,0.1,0.0,1.2
Ian ThomasCAR,1.0,8.7,0.0,0.0,1.1
Deon YelderARI,0.7,7.4,0.1,0.0,1.1
Adam ShaheenMIA,0.7,6.9,0.1,0.0,1.0
Eric SaubertDEN,0.6,5.9,0.1,0.0,1.0
Jacob HarrisLAR,0.5,6.7,0.1,0.0,1.0
Dominique DafneyGB,0.5,5.5,0.1,0.0,0.9
Josh OliverBAL,0.7,7.6,0.0,0.0,0.9
Tommy SweeneyBUF,0.6,7.9,0.0,0.0,0.9
Foster MoreauLV,0.5,5.8,0.1,0.0,0.9
Luke FarrellJAC,0.6,5.7,0.1,0.0,0.9
Ross DwelleySF,0.5,5.8,0.0,0.0,0.7
MyCole PruittTEN,0.5,4.3,0.1,0.0,0.7
Tommy TrembleCAR,0.5,5.2,0.0,0.0,0.7
Zach GentryPIT,0.5,4.6,0.0,0.0,0.7
Evan EngramNYG,1.0,7.0,0.0,0.0,0.7
Ben EllefsonMIN,0.7,7.0,0.0,0.0,0.7
Johnny MundtLAR,0.6,6.0,0.0,0.0,0.7
John BatesWAS,0.7,5.8,0.0,0.1,0.7
Blake BellKC,0.5,4.5,0.0,0.0,0.7
Darrell DanielsARI,0.4,4.6,0.0,0.0,0.6
Hunter LongMIA,0.7,6.0,0.0,0.0,0.6
Reggie GilliamBUF,0.3,2.9,0.1,0.0,0.6
Chris MyarickNYG,0.6,5.5,0.0,0.0,0.6
Jesse JamesCHI,0.3,3.0,0.0,0.0,0.5
Josiah DeguaraGB,0.4,4.0,0.0,0.0,0.4
Charlie WoernerSF,0.3,3.6,0.0,0.0,0.4
Luke StockerMIN,0.3,2.4,0.0,0.0,0.4
Trevon WescoNYJ,0.3,3.5,0.0,0.0,0.4
Cethan CarterMIA,0.2,1.4,0.0,0.0,0.3
J.P. HoltzCHI,0.3,3.1,0.0,0.0,0.3
Jack StollPHI,0.2,3.0,0.0,0.0,0.3
Jody FortsonKC,0.3,3.0,0.0,0.0,0.3
Derek CarrierLV,0.2,2.7,0.0,0.0,0.3
Garrett GriffinNO,0.2,2.3,0.0,0.0,0.2
Antony AuclairHOU,0.2,2.2,0.0,0.0,0.2
Parker HesseATL,0.1,2.0,0.0,0.0,0.2
Eric TomlinsonBAL,0.2,2.0,0.0,0.0,0.2
Tyler MabrySEA,0.2,2.0,0.0,0.0,0.2
Kylen GransonIND,0.2,2.0,0.0,0.0,0.2
Ricky Seals-JonesWAS,0.1,1.7,0.0,0.0,0.2
Sean McKeonDAL,0.1,0.6,0.0,0.0,0.1
Codey McElroyTB,0.1,0.5,0.0,0.0,0.1
Jace SternbergerPIT,0.1,0.5,0.0,0.0,0.1
Colby ParkinsonSEA,0.1,0.5,0.0,0.0,0.1
Jeremy SprinkleDAL,0.1,0.8,0.0,0.0,0.1
Mitchell WilcoxCIN,0.1,1.0,0.0,0.0,0.1
Brycen HopkinsLAR,0.1,1.0,0.0,0.0,0.1
Daniel BrownNYJ,0.1,0.7,0.0,0.0,0.1
Brandon DillonNYJ,0.1,0.7,0.0,0.0,0.1
Hunter BryantDET,0.1,0.5,0.0,0.0,0.1
Jared PinkneyDET,0.1,0.5,0.0,0.0,0.1
Richard RodgersPHI,0.0,0.5,0.0,0.0,0.1
Jason CroomPHI,0.1,0.5,0.0,0.0,0.0
Nick VannettNO,0.0,0.5,0.0,0.0,0.0
