Player,REC,YDS,TDS,FL,FPTS
Johnny MundtLAR,0.2,5.0,0.0,0.0,0.5
Charlie WoernerSF,0.4,5.0,0.0,0.0,0.5
J.P. HoltzCHI,0.4,4.7,0.0,0.0,0.5
Derek CarrierLV,0.4,4.0,0.0,0.0,0.4
Kylen GransonIND,0.3,4.0,0.0,0.0,0.4
Jesse JamesCHI,0.5,4.0,0.0,0.0,0.4
Trevon WescoNYJ,0.3,3.6,0.0,0.0,0.4
Demetrius HarrisARI,0.3,3.0,0.0,0.0,0.3
Deon YelderARI,0.3,3.0,0.0,0.0,0.3
Antony AuclairHOU,0.3,3.0,0.0,0.0,0.3
Nick RalstonDAL,0.2,2.0,0.0,0.0,0.2
Eric TomlinsonBAL,0.2,2.0,0.0,0.0,0.2
Mitchell WilcoxCIN,0.2,2.0,0.0,0.0,0.2
Hunter LongMIA,0.0,2.0,0.0,0.0,0.2
Jordan FranksCLE,0.2,2.0,0.0,0.0,0.2
Jack StollPHI,0.2,2.0,0.0,0.0,0.2
Daniel BrownNYJ,0.2,2.0,0.0,0.0,0.2
Darrell DanielsARI,0.2,1.6,0.0,0.0,0.2
Jeremy SprinkleDAL,0.1,1.0,0.0,0.0,0.1
James O'ShaughnessyJAC,0.0,0.0,0.0,0.0,0.0
