,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
31,Odell Beckham Jr.LAR,3.2,47.8,0.3,0.3,2.0,0.0,0.0,6.7
32,Darnell MooneyCHI,4.5,54.1,0.2,0.2,1.0,0.0,0.0,6.7
33,Tyler BoydCIN,4.8,53.3,0.2,0.1,0.9,0.0,0.1,6.7
34,Christian KirkARI,3.6,47.4,0.3,0.2,1.8,0.0,0.0,6.7
35,Brandon AiyukSF,3.4,43.6,0.3,0.5,3.5,0.0,0.0,6.3
36,Jamison CrowderNYJ,4.1,46.5,0.3,0.1,0.6,0.0,0.0,6.2
37,Nelson AgholorNE,3.5,43.6,0.2,0.4,2.1,0.0,0.0,5.9
38,Allen LazardGB,3.1,41.7,0.3,0.1,0.5,0.0,0.0,5.8
39,DeVante ParkerMIA,3.0,40.0,0.3,0.0,0.0,0.0,0.0,5.8
40,Kalif RaymondDET,3.6,46.7,0.2,0.1,0.4,0.0,0.0,5.7
41,Amon-Ra St. BrownDET,4.6,48.7,0.2,0.0,0.0,0.0,0.1,5.7
42,Rashod BatemanBAL,3.4,43.3,0.2,0.0,0.3,0.0,0.0,5.6
43,Bryan EdwardsLV,2.8,43.5,0.2,0.0,0.0,0.0,0.0,5.4
44,Deonte HartyNO,2.8,35.5,0.3,0.1,0.5,0.0,0.0,5.4
45,Van JeffersonLAR,2.7,37.8,0.3,0.0,0.1,0.0,0.0,5.3
46,Marquez Valdes-ScantlingGB,2.5,37.4,0.2,0.0,0.0,0.0,0.0,5.1
47,Zach PascalIND,2.8,37.0,0.2,0.0,0.1,0.0,0.0,5.1
48,Russell GageATL,3.4,37.8,0.2,0.0,0.4,0.0,0.0,5.1
49,Tre'Quan SmithNO,2.7,37.2,0.2,0.1,0.7,0.0,0.0,5.0
50,Preston WilliamsMIA,2.8,38.6,0.2,0.1,0.6,0.0,0.0,4.9
51,Jalen ReagorPHI,3.2,35.8,0.2,0.2,1.4,0.0,0.0,4.8
52,Quez WatkinsPHI,2.8,38.7,0.2,0.0,0.1,0.0,0.0,4.8
53,Randall CobbGB,2.6,31.9,0.2,0.1,0.3,0.0,0.0,4.5
54,Kendrick BourneNE,2.5,31.7,0.2,0.2,1.0,0.0,0.0,4.4
55,Keke CouteeIND,2.1,31.5,0.2,0.0,0.2,0.0,0.0,4.4
56,Nick Westbrook-IkhineTEN,2.5,30.4,0.2,0.0,0.1,0.0,0.0,4.2
57,Dyami BrownWAS,2.5,32.8,0.1,0.1,0.2,0.0,0.0,4.1
58,Donovan Peoples-JonesCLE,2.0,29.7,0.2,0.0,0.3,0.0,0.0,4.0
59,Kenny StillsNO,1.9,27.5,0.2,0.3,1.6,0.0,0.0,3.9
60,Collin JohnsonNYG,2.4,30.3,0.1,0.0,0.0,0.0,0.0,3.8
61,Nico CollinsHOU,2.6,30.6,0.1,0.0,0.1,0.0,0.0,3.8
62,KhaDarel HodgeDET,2.5,29.8,0.1,0.0,0.0,0.0,0.0,3.6
63,DeSean JacksonLV,1.3,24.3,0.2,0.0,0.1,0.0,0.0,3.5
64,Demarcus RobinsonKC,1.8,22.4,0.2,0.0,0.0,0.0,0.0,3.5
65,Tyler JohnsonTB,1.9,26.3,0.1,0.0,0.1,0.0,0.0,3.3
66,Devin DuvernayBAL,2.2,25.8,0.1,0.1,0.9,0.0,0.0,3.3
67,Adam HumphriesWAS,2.6,26.2,0.1,0.0,0.3,0.0,0.0,3.2
68,Chester RogersTEN,2.5,29.0,0.1,0.0,0.0,0.0,0.0,3.2
69,Keelan Cole Sr.NYJ,1.7,24.4,0.1,0.0,0.1,0.0,0.0,3.2
70,Olamide ZaccheausATL,1.7,23.6,0.1,0.0,0.1,0.0,0.0,3.1
71,Elijah MooreNYJ,2.0,24.8,0.1,0.0,0.1,0.0,0.0,3.0
72,Chris ConleyHOU,1.8,24.0,0.1,0.0,0.2,0.0,0.0,3.0
73,Chris MooreHOU,1.8,22.1,0.1,0.0,0.0,0.0,0.0,2.9
74,Mack HollinsMIA,1.8,21.9,0.1,0.0,0.0,0.0,0.0,2.9
75,Kendall HintonDEN,1.7,20.5,0.1,0.2,0.7,0.0,0.0,2.9
76,Freddie SwainSEA,1.9,21.7,0.1,0.2,1.2,0.0,0.0,2.8
77,Albert WilsonMIA,2.2,21.8,0.1,0.1,0.5,0.0,0.0,2.8
78,Shi SmithCAR,1.8,20.7,0.1,0.0,0.2,0.0,0.0,2.8
79,Ty MontgomeryNO,1.7,17.3,0.1,0.9,3.7,0.0,0.0,2.7
80,Mohamed Sanu Sr.SF,1.8,20.5,0.1,0.0,0.1,0.0,0.0,2.7
81,Danny AmendolaHOU,2.2,22.8,0.1,0.0,0.1,0.0,0.0,2.7
82,Juwan JohnsonNO,1.5,15.3,0.2,0.0,0.0,0.0,0.0,2.7
83,Rashard HigginsCLE,1.4,19.7,0.1,0.0,0.0,0.0,0.0,2.6
84,Josh GordonKC,1.2,18.5,0.1,0.0,0.0,0.0,0.0,2.6
85,Marquise GoodwinCHI,1.3,18.7,0.1,0.1,0.5,0.0,0.0,2.4
86,Marcus JohnsonTEN,1.2,16.5,0.1,0.0,0.0,0.0,0.0,2.4
87,Byron PringleKC,1.1,15.3,0.1,0.0,0.0,0.0,0.0,2.2
88,Josh ReynoldsDET,1.1,13.8,0.1,0.0,0.1,0.0,0.0,2.1
89,N'Keal HarryNE,1.4,14.9,0.1,0.1,0.5,0.0,0.0,2.0
90,Jaelon DardenTB,1.1,13.9,0.1,0.0,0.3,0.0,0.0,2.0
91,Ashton DulinIND,1.3,15.0,0.1,0.1,0.1,0.0,0.0,2.0
92,DeAndre CarterWAS,1.2,14.6,0.1,0.2,1.3,0.0,0.0,2.0
93,Tajae SharpeATL,1.0,14.0,0.1,0.0,0.1,0.0,0.0,1.9
94,James Proche IIBAL,1.0,12.9,0.1,0.0,0.1,0.0,0.0,1.8
95,Denzel MimsNYJ,1.1,14.2,0.1,0.0,0.1,0.0,0.0,1.8
96,Trent SherfieldSF,1.2,14.5,0.1,0.0,0.1,0.0,0.0,1.8
97,Zay JonesLV,1.0,11.4,0.1,0.0,0.0,0.0,0.0,1.7
98,Lil'Jordan HumphreyNO,0.9,11.0,0.1,0.0,0.0,0.0,0.0,1.6
99,Alex EricksonCAR,1.0,13.0,0.0,0.1,0.5,0.0,0.0,1.5
100,Damiere ByrdCHI,1.1,13.3,0.0,0.0,0.0,0.0,0.0,1.5
101,Anthony SchwartzCLE,0.7,8.7,0.1,0.1,0.8,0.0,0.0,1.4
102,Amari RodgersGB,0.9,11.5,0.1,0.1,0.3,0.0,0.0,1.4
103,Greg WardPHI,0.8,7.6,0.1,0.1,0.1,0.0,0.0,1.4
104,Jauan JenningsSF,0.7,9.5,0.1,0.0,0.1,0.0,0.0,1.4
105,Scotty MillerTB,0.7,9.6,0.1,0.0,0.0,0.0,0.0,1.4
106,Travis BenjaminSF,0.8,10.6,0.0,0.0,0.0,0.0,0.0,1.3
107,Isaiah FordMIA,0.9,10.0,0.1,0.0,0.0,0.0,0.0,1.3
108,Aaron ParkerCAR,0.7,8.6,0.1,0.0,0.5,0.0,0.0,1.2
109,Mike StrachanIND,0.7,8.4,0.0,0.0,0.0,0.0,0.0,1.1
110,Miles BoykinBAL,0.6,8.0,0.1,0.0,0.0,0.0,0.0,1.1
111,Penny HartSEA,0.8,9.0,0.0,0.0,0.1,0.0,0.0,1.1
112,Cyril Grayson Jr.TB,0.5,7.7,0.0,0.0,0.2,0.0,0.0,1.0
113,Tom KennedyDET,0.7,8.1,0.0,0.0,0.1,0.0,0.0,1.0
114,Auden TateCIN,0.6,7.5,0.0,0.0,0.0,0.0,0.0,1.0
115,Mason KinseyTEN,0.4,6.4,0.0,0.0,0.6,0.0,0.0,0.9
116,Trinity BensonDET,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9
117,Equanimeous St. BrownGB,0.5,6.6,0.0,0.0,0.0,0.0,0.0,0.8
118,Gunner OlszewskiNE,0.4,6.1,0.0,0.2,0.6,0.0,0.1,0.8
119,Jeff SmithNYJ,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.7
120,Jakeem Grant Sr.CHI,0.5,5.7,0.0,0.0,0.3,0.0,0.0,0.7
121,Dax MilneWAS,0.5,5.8,0.0,0.0,0.1,0.0,0.0,0.7
122,Tyrie ClevelandDEN,0.4,5.1,0.0,0.0,0.1,0.0,0.0,0.6
123,Ben SkowronekLAR,0.3,4.4,0.0,0.0,0.1,0.0,0.0,0.6
124,Juwann WinfreeGB,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.6
125,Trenton IrwinCIN,0.3,4.7,0.0,0.0,0.1,0.0,0.0,0.5
126,Christian BlakeATL,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.5
127,Tylan WallaceBAL,0.2,3.8,0.0,0.0,0.1,0.0,0.0,0.5
128,J.J. Arcega-WhitesidePHI,0.2,3.6,0.0,0.0,0.0,0.0,0.0,0.4
129,Matthew SlaterNE,0.2,3.1,0.0,0.0,0.0,0.0,0.0,0.4
130,Antonio Gandy-GoldenWAS,0.2,2.6,0.0,0.0,0.2,0.0,0.0,0.3
131,Kirk MerrittNO,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
132,Marcus KempKC,0.1,2.1,0.0,0.0,0.1,0.0,0.0,0.3
133,Antoine WesleyARI,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
134,Frank DarbyATL,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
135,Stanley Morgan Jr.CIN,0.1,1.8,0.0,0.0,0.1,0.0,0.0,0.2
