player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Lee Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Jeron Mastrud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Dwayne Allen,4.0,5.0,38.0,9.5,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Coby Fleener,5.0,9.0,41.0,8.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Charles Clay,3.0,5.0,35.0,11.7,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Niles Paul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Anthony McCoy,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Clay Harbor,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Garrett Graham,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
D.J. Williams,2.0,4.0,20.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Tom Crabtree,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Logan Paulsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Scott Chandler,4.0,6.0,40.0,10.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,TE,5,2012,,
Lance Kendricks,1.0,2.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Rob Housler,3.0,6.0,45.0,15.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Jordan Cameron,2.0,2.0,26.0,13.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Orson Charles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Adrien Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Rhett Ellison,2.0,2.0,35.0,17.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Taylor Thompson,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
David Paulson,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Tommy Gallarda,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Dominique Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Garrett Celek,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Steve Maneri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Mike McNeill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Tony Moeaki,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Dante Rosario,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Delanie Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Fred Davis,5.0,7.0,54.0,10.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Gary Barnidge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Heath Miller,4.0,5.0,41.0,10.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Jacob Tamme,6.0,11.0,50.0,8.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
James Casey,4.0,4.0,53.0,13.3,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Daniel Fells,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Anthony Fasano,3.0,4.0,28.0,9.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Antonio Gates,3.0,7.0,19.0,6.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Bear Pascoe,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Ben Hartsock,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Benjamin Watson,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Brent Celek,3.0,5.0,9.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Brian Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Craig Stevens,2.0,4.0,14.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Jeff King,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Tony Gonzalez,13.0,14.0,123.0,9.5,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Owen Daniels,4.0,5.0,79.0,19.8,34.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Vernon Davis,5.0,7.0,106.0,21.2,53.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Zach Miller,3.0,3.0,59.0,19.7,30.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Zach Potter,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Jermaine Gresham,5.0,6.0,60.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Tim Tebow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Dennis Pitta,3.0,4.0,22.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Ed Dickson,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Jermichael Finley,3.0,5.0,11.0,3.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Joel Dreessen,4.0,4.0,21.0,5.3,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
John Carlson,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Mike Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Kellen Davis,2.0,4.0,26.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Martellus Bennett,3.0,4.0,30.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Matt Spaeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Matthew Mulligan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Josh Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,5,2012,,
Rob Gronkowski,4.0,5.0,35.0,8.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,TB,TE,5,2012,BYE,
Marcedes Lewis,5.0,7.0,24.0,4.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,GB,TE,5,2012,IND,False
Jimmy Graham,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,CHI,TE,5,2012,JAC,False
Beau Brinkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CHI,TE,5,2012,JAC,False
Clark Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CIN,TE,5,2012,MIA,True
Kyle Rudolph,6.0,11.0,56.0,9.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.6,NYG,TE,6,2012,SF,False
Jason Witten,6.0,7.0,88.0,14.7,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,FA,TE,6,2012,,
Garrett Graham,3.0,5.0,25.0,8.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,FA,TE,6,2012,,
Alex Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Virgil Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Ryan Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
David Ausberry,1.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Konrad Reuland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Lee Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Jeff Cumberland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Jeron Mastrud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Dwayne Allen,2.0,4.0,33.0,16.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Coby Fleener,4.0,6.0,42.0,10.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Charles Clay,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Niles Paul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Anthony McCoy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Clay Harbor,2.0,2.0,9.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Jim Dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Tom Crabtree,2.0,3.0,62.0,31.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Logan Paulsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Scott Chandler,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Lance Kendricks,4.0,4.0,40.0,10.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Rob Housler,2.0,3.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Jordan Cameron,2.0,3.0,38.0,19.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Tony Moeaki,1.0,2.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Orson Charles,1.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Rhett Ellison,1.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Taylor Thompson,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
James Hanna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Greg Scruggs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
David Paulson,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Tommy Gallarda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Garrett Celek,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Steve Maneri,4.0,5.0,41.0,10.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Mike McNeill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Dustin Keller,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Dante Rosario,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Delanie Walker,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Fred Davis,3.0,4.0,46.0,15.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Heath Miller,6.0,9.0,67.0,11.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Jacob Tamme,2.0,2.0,27.0,13.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Daniel Fells,1.0,1.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Anthony Fasano,4.0,6.0,33.0,8.3,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Antonio Gates,6.0,10.0,81.0,13.5,23.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Bear Pascoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Benjamin Watson,2.0,4.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Billy Bajema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Dallas Clark,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Brandon Myers,5.0,7.0,62.0,12.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Brandon Pettigrew,3.0,7.0,38.0,12.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Brent Celek,4.0,8.0,33.0,8.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Brian Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Craig Stevens,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
James Casey,2.0,2.0,27.0,13.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Jeff King,2.0,4.0,10.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Tony Scheffler,3.0,5.0,81.0,27.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Tony Gonzalez,4.0,7.0,42.0,10.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Vernon Davis,3.0,5.0,37.0,12.3,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Will Heller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Zach Miller,2.0,2.0,29.0,14.5,22.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,TE,6,2012,,
Aaron Hernandez,6.0,9.0,30.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Jermaine Gresham,3.0,7.0,68.0,22.7,55.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Tim Tebow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Dennis Pitta,4.0,5.0,33.0,8.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Ed Dickson,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Owen Daniels,3.0,5.0,46.0,15.3,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Mike Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Jermichael Finley,2.0,4.0,12.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Joel Dreessen,6.0,7.0,57.0,9.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
John Carlson,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
John Phillips,1.0,2.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Martellus Bennett,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Matthew Mulligan,2.0,2.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Josh Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,6,2012,,
Rob Gronkowski,6.0,9.0,61.0,10.2,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,TB,TE,6,2012,KC,True
Jared Cook,4.0,4.0,54.0,13.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,LAC,TE,6,2012,DEN,True
Luke Stocker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MIN,TE,6,2012,WAS,False
Clark Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CIN,TE,6,2012,CLE,False
Beau Brinkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CHI,TE,6,2012,BYE,
Rob Gronkowski,6.0,9.0,78.0,13.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,19.8,TB,TE,7,2012,NO,True
Jason Witten,6.0,8.0,44.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,FA,TE,7,2012,,
Garrett Graham,2.0,2.0,32.0,16.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,FA,TE,7,2012,,
Greg Olsen,4.0,5.0,31.0,7.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,FA,TE,7,2012,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Ryan Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
David Ausberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Weslye Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Konrad Reuland,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Richie Brockel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Kyle Adams,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Jeff Cumberland,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Dwayne Allen,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Coby Fleener,2.0,2.0,17.0,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Lee Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Michael Hoomanawanui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Anthony McCoy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Jim Dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Nate Byham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Tom Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Niles Paul,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Logan Paulsen,4.0,6.0,76.0,19.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Scott Chandler,2.0,4.0,15.0,7.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Lance Kendricks,2.0,4.0,5.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Rob Housler,5.0,7.0,54.0,10.8,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Jordan Cameron,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
D.J. Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Orson Charles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Rhett Ellison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Taylor Thompson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
James Hanna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Greg Scruggs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
David Paulson,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Garrett Celek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Mike McNeill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Dustin Keller,7.0,7.0,93.0,13.3,23.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Delanie Walker,1.0,1.0,12.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Fred Davis,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Gary Barnidge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Heath Miller,6.0,8.0,53.0,8.8,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
