player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Kellen Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Martellus Bennett,3.0,4.0,40.0,13.3,33.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Matt Spaeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Mike Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Marcedes Lewis,4.0,6.0,41.0,10.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,GB,TE,9,2012,ARI,True
Luke Stocker,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,MIN,TE,9,2012,SEA,False
Kyle Rudolph,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NYG,TE,9,2012,PIT,True
Clark Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CIN,TE,9,2012,DEN,True
Jared Cook,2.0,5.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4,LAC,TE,9,2012,KC,True
Jimmy Graham,7.0,8.0,146.0,20.9,46.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,26.6,CHI,TE,10,2012,HOU,True
Beau Brinkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CHI,TE,10,2012,HOU,True
Greg Olsen,9.0,10.0,102.0,11.3,26.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,22.2,FA,TE,10,2012,,
Jason Witten,8.0,10.0,47.0,5.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,FA,TE,10,2012,,
Garrett Graham,3.0,4.0,15.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,FA,TE,10,2012,,
Lee Smith,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,FA,TE,10,2012,,
David Ausberry,2.0,2.0,15.0,7.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Weslye Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Konrad Reuland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Richie Brockel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Kyle Adams,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Jeff Cumberland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Dwayne Allen,2.0,2.0,31.0,15.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Orson Charles,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Virgil Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Michael Hoomanawanui,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Anthony McCoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Clay Harbor,3.0,3.0,25.0,8.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Michael Palmer,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Nate Byham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Richard Gordon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Dorin Dickerson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Scott Chandler,5.0,8.0,65.0,13.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Lance Kendricks,3.0,6.0,48.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Charles Clay,1.0,4.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Evan Rodriguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Tommy Gallarda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Rhett Ellison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Taylor Thompson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
James Hanna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
David Paulson,2.0,2.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Garrett Celek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Steve Maneri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Mike McNeill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Dustin Keller,3.0,5.0,47.0,15.7,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Dante Rosario,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Delanie Walker,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Gary Barnidge,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Heath Miller,4.0,4.0,47.0,11.8,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Jacob Tamme,1.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
James Casey,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Daniel Fells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Anthony Fasano,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Antonio Gates,4.0,5.0,57.0,14.3,33.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Bear Pascoe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Ben Hartsock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Dallas Clark,1.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Brandon Myers,5.0,7.0,57.0,11.4,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Brandon Pettigrew,3.0,9.0,32.0,10.7,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Brent Celek,3.0,3.0,31.0,10.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Brian Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Craig Stevens,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Tony Moeaki,3.0,6.0,68.0,22.7,38.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Tony Gonzalez,11.0,15.0,122.0,11.1,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Tony Scheffler,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Vernon Davis,4.0,5.0,30.0,7.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Will Heller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Zach Miller,5.0,6.0,37.0,7.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Zach Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Jermaine Gresham,3.0,4.0,15.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Tim Tebow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Dennis Pitta,5.0,5.0,67.0,13.4,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Ed Dickson,2.0,2.0,59.0,29.5,40.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Joel Dreessen,2.0,3.0,31.0,15.5,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
John Carlson,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
John Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Kellen Davis,1.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,TE,10,2012,,
Martellus Bennett,4.0,9.0,37.0,9.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Matt Spaeth,3.0,3.0,4.0,1.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Matthew Mulligan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Josh Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,10,2012,,
Kyle Rudolph,7.0,9.0,64.0,9.1,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.4,NYG,TE,10,2012,CIN,False
Rob Gronkowski,3.0,4.0,31.0,10.3,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.1,TB,TE,10,2012,LAC,True
Jared Cook,1.0,3.0,26.0,26.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.6,LAC,TE,10,2012,TB,False
Marcedes Lewis,3.0,4.0,36.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,GB,TE,10,2012,BYE,
Luke Stocker,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,MIN,TE,10,2012,DET,True
Clark Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CIN,TE,10,2012,NYG,True
Rob Gronkowski,7.0,7.0,137.0,19.6,36.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,25.7,TB,TE,11,2012,CAR,False
Garrett Graham,8.0,9.0,82.0,10.3,30.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,20.2,FA,TE,11,2012,,
Jason Witten,7.0,8.0,51.0,7.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,FA,TE,11,2012,,
Greg Olsen,2.0,6.0,42.0,21.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,FA,TE,11,2012,,
Alex Smith,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Virgil Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Ryan Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
David Ausberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Weslye Saunders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Konrad Reuland,1.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Richie Brockel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Kyle Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Jeff Cumberland,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Charles Clay,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Dwayne Allen,6.0,11.0,69.0,11.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Ladarius Green,3.0,3.0,25.0,8.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Richard Gordon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Lee Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Tom Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Michael Hoomanawanui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Clay Harbor,1.0,6.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Jim Dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Michael Palmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Nate Byham,1.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Niles Paul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Dorin Dickerson,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Logan Paulsen,1.0,1.0,17.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Scott Chandler,2.0,4.0,30.0,15.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Lance Kendricks,2.0,2.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Rob Housler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Jordan Cameron,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
D.J. Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Orson Charles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Evan Rodriguez,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
James Hanna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
David Paulson,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Garrett Celek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Steve Maneri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Kyle Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Cory Harkey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Mike McNeill,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Dustin Keller,2.0,2.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Delanie Walker,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Gary Barnidge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Heath Miller,2.0,5.0,22.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Jacob Tamme,4.0,5.0,53.0,13.3,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
James Casey,3.0,3.0,20.0,6.7,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Anthony Fasano,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Antonio Gates,2.0,4.0,17.0,8.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Ben Hartsock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Benjamin Watson,4.0,8.0,47.0,11.8,17.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Billy Bajema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Dallas Clark,7.0,11.0,58.0,8.3,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Brandon Myers,6.0,10.0,55.0,9.2,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Brandon Pettigrew,4.0,7.0,22.0,5.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Brent Celek,5.0,8.0,42.0,8.4,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Brian Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Chase Coffman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Jeff King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Tony Moeaki,4.0,6.0,73.0,18.3,22.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Tony Gonzalez,3.0,8.0,33.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Tony Scheffler,2.0,10.0,22.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Owen Daniels,6.0,9.0,57.0,9.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Vernon Davis,6.0,8.0,83.0,13.8,32.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Will Heller,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Zach Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Jermaine Gresham,6.0,8.0,69.0,11.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Tim Tebow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Dennis Pitta,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Ed Dickson,2.0,2.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Jermichael Finley,3.0,3.0,66.0,22.0,40.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Joel Dreessen,4.0,6.0,28.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
John Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Mike Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Kellen Davis,2.0,2.0,20.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Matt Spaeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Matthew Mulligan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,11,2012,,
Marcedes Lewis,3.0,4.0,40.0,13.3,26.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,GB,TE,11,2012,DET,False
Jimmy Graham,6.0,6.0,29.0,4.8,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.9,CHI,TE,11,2012,SF,False
Luke Stocker,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MIN,TE,11,2012,BYE,
Clark Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CIN,TE,11,2012,KC,False
Kyle Rudolph,5.0,9.0,55.0,11.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.5,NYG,TE,12,2012,GB,True
Jason Witten,9.0,15.0,74.0,8.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,FA,TE,12,2012,,
Lee Smith,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.1,FA,TE,12,2012,,
Greg Olsen,4.0,5.0,50.0,12.5,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,FA,TE,12,2012,,
Bruce Miller,3.0,3.0,37.0,12.3,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,FA,TE,12,2012,,
Garrett Graham,3.0,5.0,17.0,5.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,FA,TE,12,2012,,
Alex Smith,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
David Ausberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Weslye Saunders,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Konrad Reuland,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Richie Brockel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Kyle Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Jeff Cumberland,4.0,4.0,58.0,14.5,39.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Jeron Mastrud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Virgil Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Dwayne Allen,3.0,6.0,36.0,12.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Ladarius Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
Orson Charles,2.0,2.0,14.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,12,2012,,
