player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Drew Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Marcus Thigpen,1.0,2.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Laron Byrd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Kevin Cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Rod Streater,5.0,6.0,62.0,12.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Damaris Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jarius Wright,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Lestar Jean,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Terrelle Pryor Sr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Dane Sanzenbacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Armon Binns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Stephen Burton,3.0,4.0,22.0,7.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Aldrick Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Ryan Whalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jeremy Kerley,1.0,5.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Denarius Moore,5.0,8.0,46.0,9.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Cecil Shorts,6.0,11.0,101.0,16.8,30.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Edmond Gates,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Kris Durham,1.0,5.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
DeVier Posey,3.0,3.0,46.0,15.3,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Marvin McNutt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Rueben Randle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Joe Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Alshon Jeffery,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Michael Floyd,3.0,5.0,37.0,12.3,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Kendall Wright,3.0,4.0,31.0,10.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Justin Blackmon,6.0,11.0,93.0,15.5,38.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Trindon Holliday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Joe Morgan,2.0,3.0,61.0,30.5,34.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Andrew Hawkins,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jamar Newsome,1.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
LaQuan Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Doug Baldwin,1.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Austin Pettis,5.0,6.0,55.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
James Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Darius Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Greg Little,5.0,9.0,74.0,14.8,30.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Tandon Doss,2.0,4.0,28.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jerricho Cotchery,2.0,2.0,28.0,14.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jerome Simpson,4.0,6.0,27.0,6.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jeremy Maclin,4.0,9.0,73.0,18.3,46.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,WR,15,2012,,
Jason Avant,3.0,4.0,44.0,14.7,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
James Jones,5.0,7.0,60.0,12.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jacoby Jones,3.0,4.0,51.0,17.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Hakeem Nicks,3.0,7.0,40.0,13.3,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Greg Jennings,4.0,7.0,50.0,12.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Eric Weems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Kevin Walter,2.0,2.0,11.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Malcom Floyd,2.0,2.0,39.0,19.5,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Louis Murphy,2.0,6.0,18.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Lavelle Hawkins,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Lance Moore,4.0,5.0,42.0,10.5,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Kevin Ogletree,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Josh Cribbs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Kenny Britt,1.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Kassim Osgood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Josh Morgan,4.0,4.0,60.0,15.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brandon Lloyd,10.0,16.0,190.0,19.0,53.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Calvin Johnson,10.0,17.0,121.0,12.1,30.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brian Robiskie,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brian Hartline,5.0,6.0,77.0,15.4,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Braylon Edwards,3.0,5.0,47.0,15.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brandon Tate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brandon Stokley,1.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brandon Marshall,6.0,7.0,56.0,9.3,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brandon Gibson,6.0,8.0,76.0,12.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brad Smith,3.0,5.0,26.0,8.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Anquan Boldin,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Andre Johnson,11.0,13.0,151.0,13.7,52.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Donnie Avery,3.0,5.0,37.0,12.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Domenik Hixon,5.0,6.0,80.0,16.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Devin Hester,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Devin Aromashodu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Devery Henderson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Darrius Heyward-Bey,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Courtney Roby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Chaz Schilens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Anthony Armstrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
David Reed,2.0,2.0,22.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Riley Cooper,3.0,7.0,20.0,6.7,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Harry Douglas,3.0,3.0,83.0,27.7,37.0,2.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Mardy Gilyard,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Marcus Easley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jordan Shipley,2.0,4.0,13.0,6.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Eric Decker,8.0,11.0,133.0,16.6,51.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Brandon LaFell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Armanti Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Mike Williams,4.0,7.0,63.0,15.8,24.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Demaryius Thomas,4.0,9.0,13.0,3.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Leonard Hankerson,2.0,3.0,56.0,28.0,54.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Torrey Smith,1.0,3.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jerrel Jernigan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jon Baldwin,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Marlon Moore,2.0,2.0,33.0,16.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Danario Alexander,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Victor Cruz,3.0,5.0,15.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Wes Welker,5.0,9.0,56.0,11.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Marques Colston,3.0,3.0,60.0,20.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Mohamed Massaquoi,2.0,3.0,16.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Reggie Wayne,3.0,8.0,14.0,4.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Pierre Garcon,6.0,12.0,65.0,10.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Nate Washington,4.0,6.0,62.0,15.5,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Miles Austin,7.0,10.0,79.0,11.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Robert Meachem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Mike Wallace,4.0,10.0,95.0,23.8,60.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Mike Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Micheal Spurlock,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Michael Jenkins,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Michael Crabtree,7.0,12.0,107.0,15.3,38.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Matt Willis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Steve Johnson,8.0,12.0,115.0,14.4,25.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Vincent Jackson,6.0,12.0,81.0,13.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Tiquan Underwood,3.0,6.0,46.0,15.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Terrance Copper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Ted Ginn Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Steve Smith,6.0,9.0,57.0,9.5,18.0,0.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Roddy White,2.0,5.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Sidney Rice,4.0,5.0,76.0,19.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Santana Moss,5.0,6.0,57.0,11.4,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Ruvell Martin,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Roscoe Parrish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Martel Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
Jaxon Shipley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,15,2012,,
A.J. Green,6.0,10.0,57.0,9.5,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.7,ARI,WR,15,2012,DET,True
Randall Cobb,6.0,8.0,115.0,19.2,31.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,GB,WR,15,2012,CHI,False
Josh Gordon,3.0,8.0,27.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,KC,WR,15,2012,LV,False
Andre Roberts,3.0,5.0,22.0,7.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,LAC,WR,15,2012,CAR,True
Cole Beasley,2.0,2.0,14.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,BUF,WR,15,2012,SEA,True
Emmanuel Sanders,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUF,WR,15,2012,SEA,True
Marvin Jones Jr.,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,JAC,WR,15,2012,MIA,False
Danny Amendola,6.0,12.0,58.0,9.7,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,HOU,WR,15,2012,IND,True
Matthew Slater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NE,WR,15,2012,SF,True
Dez Bryant,9.0,12.0,224.0,24.9,58.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,34.4,FA,WR,16,2012,,
Antonio Brown,5.0,6.0,97.0,19.4,60.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.7,FA,WR,16,2012,,
Larry Fitzgerald,8.0,12.0,111.0,13.9,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.1,FA,WR,16,2012,,
Dwayne Harris,1.0,3.0,16.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.6,FA,WR,16,2012,,
Alshon Jeffery,1.0,4.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,FA,WR,16,2012,,
Golden Tate,2.0,3.0,27.0,13.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,FA,WR,16,2012,,
Jarrett Boykin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Jordan White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Toney Clemons,1.0,3.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Rishard Matthews,2.0,3.0,37.0,18.5,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
LaVon Brazill,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Keshawn Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Devon Wylie,3.0,4.0,36.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Trevor Graham,3.0,7.0,49.0,16.3,41.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Jeremy Ross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Damaris Johnson,3.0,3.0,25.0,8.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Brian Quick,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Mike Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Joe Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Michael Preston,2.0,3.0,17.0,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Josh Bellamy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Jermaine Kearse,1.0,2.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Drew Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Marcus Thigpen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Josh Cooper,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Laron Byrd,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Kevin Cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Rod Streater,2.0,5.0,16.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Chris Givens,3.0,5.0,38.0,12.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Jarius Wright,5.0,9.0,53.0,10.6,21.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Lestar Jean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Terrelle Pryor Sr.,1.0,1.0,22.0,22.0,22.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Armon Binns,3.0,4.0,27.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Aldrick Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Ryan Whalen,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Jeremy Kerley,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Denarius Moore,3.0,7.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Cecil Shorts,6.0,11.0,54.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Edmond Gates,3.0,6.0,65.0,21.7,42.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Kris Durham,2.0,5.0,32.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Joe Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Trindon Holliday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
DeVier Posey,1.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Marvin McNutt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Rueben Randle,1.0,4.0,43.0,43.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Joe Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,FA,WR,16,2012,,
Michael Floyd,6.0,8.0,47.0,7.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Justin Blackmon,7.0,12.0,79.0,11.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Kamar Aiken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Andrew Hawkins,3.0,7.0,30.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Jamar Newsome,1.0,2.0,28.0,28.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
LaQuan Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Doug Baldwin,4.0,6.0,53.0,13.3,43.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Greg Little,6.0,7.0,58.0,9.7,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
Darius Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
James Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,16,2012,,
