Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Jermar JeffersonDET,5.9,24.0,0.2,1.3,10.4,0.1,0.1,4.9
Jeff Wilson Jr.SF,7.0,27.3,0.2,1.0,9.5,0.1,0.1,4.9
JaMycal HastySF,5.4,19.6,0.1,1.8,16.4,0.0,0.1,4.5
Alex CollinsSEA,8.8,34.7,0.1,0.7,5.6,0.0,0.0,4.3
Nyheim HinesIND,3.6,15.6,0.1,2.2,18.1,0.1,0.0,4.3
Mike BooneDEN,6.4,26.2,0.2,0.7,5.8,0.0,0.0,4.3
DeeJay DallasSEA,4.8,17.4,0.1,1.7,13.5,0.0,0.0,4.1
Ronald Jones IITB,6.0,26.6,0.2,0.4,2.5,0.0,0.1,4.0
Zack MossBUF,6.0,19.6,0.2,0.9,8.3,0.1,0.1,3.9
Rashaad PennySEA,6.0,24.7,0.2,0.4,4.1,0.0,0.0,3.8
Adrian PetersonSEA,4.8,24.9,0.2,0.3,2.4,0.0,0.0,3.8
Brandon BoldenNE,2.1,8.8,0.0,2.8,23.0,0.1,0.0,3.7
Salvon AhmedMIA,5.8,20.7,0.1,0.7,5.8,0.0,0.0,3.5
Kenneth GainwellPHI,2.1,10.2,0.1,1.7,15.7,0.1,0.0,3.4
Samaje PerineCIN,4.3,16.9,0.1,1.2,9.4,0.0,0.0,3.4
Qadree OllisonATL,4.2,14.9,0.1,0.8,7.0,0.1,0.0,3.3
Godwin IgwebuikeDET,4.7,18.4,0.1,0.8,6.9,0.0,0.0,3.3
Eno BenjaminARI,4.5,18.1,0.1,0.7,5.6,0.0,0.0,3.2
Peyton BarberLV,4.6,19.1,0.1,0.5,3.5,0.0,0.0,3.1
Kene NwangwuMIN,4.2,16.6,0.1,0.7,6.0,0.0,0.0,3.1
Kyle JuszczykSF,0.7,2.0,0.0,2.0,20.9,0.1,0.0,2.9
Jaret PattersonWAS,5.2,19.7,0.1,0.5,3.4,0.0,0.0,2.9
Royce FreemanHOU,5.3,18.8,0.1,0.6,3.8,0.0,0.0,2.8
Duke Johnson Jr.MIA,2.3,12.4,0.1,1.4,11.7,0.0,0.1,2.8
Ty MontgomeryNO,1.7,10.1,0.1,1.5,12.0,0.0,0.0,2.8
Khalil HerbertCHI,4.1,17.4,0.1,0.7,5.4,0.0,0.0,2.8
Carlos HydeJAC,4.5,17.6,0.1,0.9,5.4,0.0,0.0,2.8
Derrick GoreKC,1.9,11.8,0.1,0.3,2.3,0.0,0.0,2.3
Jaylen SamuelsARI,1.6,7.0,0.0,1.3,9.6,0.1,0.0,2.2
Wayne Gallman Jr.MIN,4.8,17.3,0.1,0.2,1.4,0.0,0.0,2.2
Trayveon WilliamsCIN,2.3,11.8,0.1,0.4,2.6,0.0,0.0,2.0
Nate McCraryBAL,2.2,11.2,0.1,0.3,2.0,0.0,0.0,2.0
Ty'Son WilliamsBAL,2.2,11.4,0.1,0.2,1.6,0.0,0.0,1.9
Travis HomerSEA,1.8,7.1,0.0,0.8,7.1,0.0,0.0,1.8
Mekhi SargentJAC,1.9,9.3,0.1,0.4,3.0,0.0,0.0,1.7
Justin JacksonLAC,2.4,11.0,0.0,0.6,3.5,0.0,0.0,1.7
Joshua KelleyLAC,2.3,8.7,0.0,0.5,3.5,0.0,0.0,1.6
Giovani BernardTB,1.1,4.8,0.0,1.0,6.5,0.0,0.0,1.5
Adam PrenticeNO,0.7,2.6,0.0,0.9,9.0,0.1,0.0,1.5
Patrick RicardBAL,0.2,0.4,0.0,1.1,9.2,0.1,0.0,1.4
Kalen BallagePIT,2.0,6.5,0.0,0.6,3.9,0.0,0.0,1.4
C.J. HamMIN,0.9,3.3,0.0,0.9,7.8,0.0,0.0,1.4
Dwayne WashingtonNO,2.0,7.5,0.0,0.4,3.4,0.0,0.0,1.3
Damien WilliamsCHI,1.4,5.6,0.1,0.2,1.2,0.0,0.0,1.3
Pooka Williams Jr.CIN,0.0,0.4,0.0,0.7,7.9,0.1,0.0,1.2
Larry Rountree IIILAC,2.0,6.1,0.1,0.2,1.9,0.0,0.0,1.2
Damarea CrockettDEN,0.0,4.9,0.0,0.4,3.7,0.0,0.0,1.1
Tony Jones Jr.NO,3.1,11.1,0.0,0.1,0.2,0.0,0.0,1.1
Benny Snell Jr.PIT,1.7,6.3,0.0,0.2,2.0,0.0,0.0,1.0
Tavien FeasterARI,1.3,5.5,0.0,0.4,2.4,0.0,0.0,1.0
Patrick LairdMIA,0.8,2.7,0.0,0.6,4.8,0.0,0.0,0.9
Elijhaa PennyNYG,1.2,4.9,0.0,0.2,1.1,0.0,0.0,0.9
Corey ClementDAL,2.2,6.8,0.0,0.2,1.6,0.0,0.1,0.9
Deon JacksonIND,1.2,4.1,0.0,0.3,2.6,0.0,0.0,0.8
Keith SmithATL,0.7,2.1,0.0,0.7,4.3,0.0,0.0,0.8
Dare OgunbowaleJAC,0.8,2.7,0.0,0.5,3.6,0.0,0.0,0.8
Scottie PhillipsHOU,1.6,4.7,0.0,0.2,1.6,0.0,0.0,0.6
Ke'Shawn VaughnTB,1.2,5.0,0.0,0.1,1.0,0.0,0.0,0.6
Nick BawdenNYJ,0.4,0.7,0.0,0.5,4.3,0.0,0.0,0.6
Ryan NallCHI,0.2,1.4,0.0,0.3,2.7,0.0,0.0,0.5
Taiwan JonesBUF,0.2,1.4,0.0,0.2,2.5,0.0,0.0,0.5
Jason CabindaDET,0.3,0.5,0.0,0.2,2.3,0.0,0.0,0.3
Gary BrightwellNYG,0.4,1.7,0.0,0.1,1.0,0.0,0.0,0.3
Trenton CannonSF,1.0,1.0,0.0,0.2,2.0,0.0,0.0,0.3
Derek WattPIT,0.2,0.9,0.0,0.2,1.2,0.0,0.0,0.3
Michael BurtonKC,0.4,0.9,0.0,0.1,1.1,0.0,0.0,0.2
Gabe NabersLAC,0.2,0.6,0.0,0.3,1.7,0.0,0.0,0.2
Josh JohnsonBAL,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2
Jakob JohnsonNE,0.0,0.0,0.0,0.2,1.3,0.0,0.0,0.2
Jake BargasMIN,0.0,0.2,0.0,0.3,0.6,0.0,0.0,0.1
Nick BelloreSEA,0.1,0.1,0.0,0.1,0.8,0.0,0.0,0.1
Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
Cullen GillaspiaNYG,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.1
