Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Tony Jones Jr.NO,4.5,14.3,0.1,0.7,5.6,0.0,0.0,2.7
Ty MontgomeryNO,0.0,5.2,0.1,1.1,15.4,0.0,0.0,2.6
Eno BenjaminARI,2.4,14.3,0.1,0.5,4.0,0.0,0.0,2.6
Nathan CottrellJAC,4.4,14.8,0.1,0.6,4.6,0.0,0.0,2.4
Khalil HerbertCHI,3.1,12.1,0.1,0.8,6.5,0.0,0.0,2.3
Austin WalterNYJ,2.8,11.5,0.1,0.5,3.5,0.0,0.0,2.2
Jake FunkLAR,3.0,11.0,0.1,0.5,4.0,0.0,0.0,2.1
Travis HomerSEA,1.9,8.4,0.1,0.8,7.5,0.0,0.0,2.1
Ryquell ArmsteadJAC,3.1,11.3,0.1,0.6,5.2,0.0,0.0,2.1
Spencer BrownBUF,0.0,12.7,0.1,0.6,2.9,0.0,0.0,2.1
Joshua KelleyLAC,2.6,11.6,0.1,0.6,4.9,0.0,0.0,2.1
Jerick McKinnonKC,1.2,5.9,0.1,1.0,7.9,0.1,0.0,2.0
Buddy HowellLAR,2.9,10.1,0.1,0.5,3.7,0.0,0.0,2.0
Damien WilliamsCHI,1.7,7.8,0.1,0.7,5.3,0.0,0.0,1.9
Benny Snell Jr.PIT,2.8,11.1,0.1,0.4,2.8,0.0,0.0,1.8
Kyle JuszczykSF,0.6,1.7,0.0,1.1,10.7,0.1,0.0,1.8
Corey ClementDAL,1.8,8.5,0.1,0.5,3.3,0.0,0.0,1.8
JaMycal HastySF,1.1,5.4,0.0,1.1,8.5,0.0,0.0,1.6
Alex CollinsSEA,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.6
Qadree OllisonATL,2.0,8.6,0.1,0.4,2.5,0.0,0.0,1.4
Jaylen SamuelsARI,1.3,6.3,0.0,0.8,5.2,0.0,0.0,1.4
Dwayne WashingtonNO,3.0,8.6,0.0,0.2,2.2,0.0,0.0,1.3
Patrick Taylor Jr.GB,1.1,7.3,0.0,0.4,2.3,0.0,0.0,1.3
Demetric FeltonCLE,2.1,4.7,0.0,0.5,6.7,0.0,0.0,1.2
Mike BooneDEN,0.7,6.1,0.0,0.3,1.8,0.0,0.0,1.0
James ConnerARI,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
David JohnsonHOU,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Elijhaa PennyNYG,1.6,5.1,0.0,0.5,2.5,0.0,0.0,1.0
Chris EvansCIN,0.6,2.6,0.0,0.6,4.9,0.0,0.0,1.0
Godwin IgwebuikeDET,0.6,4.0,0.0,0.5,4.2,0.0,0.0,0.9
Adam PrenticeNO,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.8
Kene NwangwuMIN,0.5,3.6,0.0,0.4,2.2,0.0,0.0,0.7
Kalen BallagePIT,1.0,3.9,0.0,0.3,1.5,0.0,0.0,0.7
C.J. HamMIN,0.3,1.4,0.0,0.6,3.9,0.0,0.0,0.7
Keith SmithATL,0.4,1.8,0.0,0.6,4.3,0.0,0.0,0.7
Giovanni RicciCAR,0.0,0.0,0.0,0.7,5.7,0.0,0.0,0.6
Deon JacksonIND,1.2,2.8,0.0,0.2,1.6,0.0,0.0,0.6
Patrick RicardBAL,0.1,0.0,0.0,0.8,5.1,0.0,0.0,0.5
Ty'Son WilliamsBAL,0.1,2.3,0.0,0.2,1.6,0.0,0.0,0.5
Damarea CrockettDEN,0.7,2.7,0.0,0.2,1.4,0.0,0.0,0.5
Larry Rountree IIILAC,1.2,4.0,0.0,0.1,1.0,0.0,0.0,0.5
Kenjon BarnerTB,1.1,4.0,0.0,0.0,0.0,0.0,0.0,0.4
Gabe NabersLAC,0.0,0.4,0.0,0.3,2.6,0.0,0.0,0.4
Taiwan JonesBUF,0.0,0.7,0.0,0.2,2.3,0.0,0.0,0.4
Nick BawdenNYJ,0.0,0.1,0.0,0.3,1.5,0.0,0.0,0.3
Derek WattPIT,0.0,1.3,0.0,0.2,1.0,0.0,0.0,0.3
Khari BlasingameTEN,0.1,1.4,0.0,0.2,1.1,0.0,0.0,0.3
Michael BurtonKC,0.3,1.4,0.0,0.2,1.0,0.0,0.0,0.3
Nick BelloreSEA,0.0,0.4,0.0,0.2,1.5,0.0,0.0,0.3
Jakob JohnsonNE,0.0,0.4,0.0,0.2,1.2,0.0,0.0,0.2
Wayne Gallman Jr.MIN,0.4,1.0,0.0,0.1,1.0,0.0,0.0,0.2
Cullen GillaspiaNYG,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
Andy JanovichCLE,0.1,0.0,0.0,0.2,0.7,0.0,0.0,0.1
Reggie GilliamBUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
