Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Zack MossBUF,10.0,38.9,0.5,2.1,17.6,0.1,0.1,8.9
Adrian PetersonSEA,12.4,48.4,0.5,0.7,5.4,0.0,0.1,8.4
Alex CollinsSEA,12.2,52.2,0.3,1.0,8.8,0.0,0.1,8.0
Antonio GibsonWAS,11.3,46.2,0.3,2.0,14.6,0.1,0.1,8.0
AJ DillonGB,9.6,41.2,0.4,1.4,12.4,0.1,0.1,7.7
Jordan HowardPHI,11.7,49.0,0.4,0.5,3.7,0.0,0.1,7.6
Devonta FreemanBAL,8.9,39.8,0.2,1.9,14.1,0.1,0.1,7.3
Tony PollardDAL,8.3,39.9,0.2,1.6,13.6,0.1,0.1,6.9
Brandon BoldenNE,7.7,29.0,0.1,2.8,24.1,0.1,0.1,6.7
Kenyan DrakeLV,6.4,28.2,0.2,2.5,22.1,0.1,0.1,6.7
Mike DavisATL,9.2,32.5,0.2,2.8,17.7,0.1,0.1,6.5
J.D. McKissicWAS,4.2,17.6,0.1,4.8,33.2,0.1,0.1,6.4
Devin SingletaryBUF,8.0,33.4,0.2,1.8,13.1,0.1,0.1,5.8
Nyheim HinesIND,5.0,20.2,0.2,2.5,19.9,0.1,0.0,5.5
Sony MichelLAR,7.5,32.4,0.2,0.8,6.5,0.0,0.1,5.1
Eno BenjaminARI,7.5,27.7,0.2,0.9,7.3,0.0,0.1,4.7
Ty JohnsonNYJ,4.6,18.3,0.1,2.4,20.3,0.1,0.0,4.7
Salvon AhmedMIA,6.8,25.3,0.1,1.3,11.2,0.0,0.1,4.5
Boston ScottPHI,5.7,21.8,0.1,1.2,10.5,0.0,0.0,4.3
J.J. TaylorNE,7.1,23.8,0.2,0.6,5.2,0.0,0.1,4.2
Tony Jones Jr.NO,5.9,22.2,0.2,0.8,6.6,0.0,0.0,4.1
Kenneth GainwellPHI,3.1,13.9,0.1,1.9,18.0,0.1,0.0,4.1
Alexander MattisonMIN,5.6,24.2,0.1,1.0,7.7,0.0,0.0,4.0
Ronald Jones IITB,6.3,25.5,0.2,0.5,3.7,0.0,0.0,4.0
Chuba HubbardCAR,4.8,19.9,0.1,1.4,11.2,0.0,0.0,3.8
Brian HillSF,4.1,21.7,0.1,0.8,7.1,0.0,0.0,3.7
Rashaad PennySEA,5.2,22.3,0.2,0.6,5.3,0.0,0.0,3.7
D'Onta ForemanTEN,6.1,22.9,0.1,0.5,4.6,0.0,0.0,3.6
Derrick GoreKC,4.9,19.7,0.2,0.6,4.9,0.0,0.0,3.5
Jeff Wilson Jr.SF,2.3,14.1,0.1,1.1,9.8,0.1,0.1,3.5
Carlos HydeJAC,5.7,21.3,0.1,1.1,7.2,0.0,0.1,3.4
Giovani BernardTB,2.4,9.5,0.0,1.9,14.5,0.1,0.0,3.2
JaMycal HastySF,2.0,8.0,0.0,3.0,23.0,0.0,0.0,3.1
Joshua KelleyLAC,4.5,16.8,0.1,0.8,6.6,0.0,0.0,3.0
Jermar JeffersonDET,4.1,15.1,0.1,1.1,8.8,0.0,0.0,2.9
Jerick McKinnonKC,1.5,6.8,0.1,1.5,11.4,0.1,0.0,2.5
Larry Rountree IIILAC,3.7,13.5,0.1,0.4,3.4,0.0,0.0,2.5
Jaret PattersonWAS,3.7,13.4,0.1,0.4,2.9,0.0,0.0,2.3
Trey SermonSF,3.0,12.5,0.1,0.4,2.8,0.0,0.0,2.2
Ty'Son WilliamsBAL,2.2,10.1,0.1,0.5,4.8,0.0,0.0,2.2
Kyle JuszczykSF,0.7,2.2,0.0,1.4,13.4,0.1,0.0,2.1
Dwayne WashingtonNO,3.7,13.5,0.0,0.6,4.6,0.0,0.0,2.1
Godwin IgwebuikeDET,2.8,11.4,0.1,0.7,5.8,0.0,0.0,2.1
Johnny StantonCLE,4.7,9.1,0.1,0.7,5.0,0.0,0.0,2.0
Travis HomerSEA,2.0,9.0,0.0,1.0,8.2,0.0,0.0,2.0
DeeJay DallasSEA,1.7,6.2,0.0,1.2,9.2,0.0,0.0,1.9
Ty MontgomeryNO,1.5,7.5,0.0,0.8,6.5,0.0,0.0,1.8
Wayne Gallman Jr.MIN,2.0,10.4,0.1,0.4,2.5,0.0,0.0,1.7
Tevin ColemanNYJ,2.1,9.4,0.1,0.5,3.6,0.0,0.0,1.7
Kalen BallagePIT,2.7,8.1,0.1,0.5,3.3,0.0,0.0,1.7
Marlon MackIND,4.0,17.0,0.0,0.0,0.0,0.0,0.0,1.7
Patrick RicardBAL,0.4,1.3,0.0,1.0,8.1,0.1,0.0,1.6
Tavien FeasterARI,1.8,9.4,0.0,0.2,2.1,0.0,0.0,1.4
Ameer AbdullahCAR,1.0,5.1,0.0,0.8,6.4,0.0,0.0,1.3
Benny Snell Jr.PIT,1.9,6.6,0.1,0.3,2.4,0.0,0.0,1.3
Alex Armah Jr.WAS,1.4,4.7,0.0,0.5,3.8,0.0,0.0,1.2
Alec IngoldLV,0.5,1.5,0.0,0.7,6.4,0.1,0.0,1.2
Matt BreidaBUF,1.4,6.7,0.0,0.4,2.8,0.0,0.0,1.1
Dare OgunbowaleJAC,1.4,4.5,0.0,0.6,4.9,0.0,0.0,1.1
Buddy HowellLAR,1.2,7.1,0.0,0.3,1.9,0.0,0.0,1.1
Trevon WescoNYJ,0.0,0.0,0.0,1.2,8.9,0.0,0.0,1.0
C.J. HamMIN,0.7,2.6,0.0,0.7,6.0,0.0,0.0,1.0
Patrick LairdMIA,0.7,2.9,0.0,0.6,5.5,0.0,0.0,1.0
Patrick Taylor Jr.GB,0.5,5.1,0.0,0.3,2.6,0.0,0.0,0.9
Damarea CrockettDEN,0.0,3.5,0.0,0.4,3.5,0.0,0.0,0.9
Deon JacksonIND,0.5,3.4,0.0,0.4,3.6,0.0,0.0,0.9
Kene NwangwuMIN,0.6,5.1,0.0,0.3,2.0,0.0,0.0,0.9
Corey ClementDAL,1.1,4.2,0.0,0.2,1.4,0.0,0.0,0.8
Derek WattPIT,0.9,2.9,0.0,0.3,2.4,0.0,0.0,0.7
Andy JanovichCLE,0.5,0.6,0.1,0.3,3.0,0.0,0.0,0.7
Keith SmithATL,0.6,1.7,0.0,0.5,3.2,0.0,0.0,0.6
Taiwan JonesBUF,0.5,2.7,0.0,0.2,2.3,0.0,0.0,0.6
Jakob JohnsonNE,0.4,1.1,0.0,0.4,3.8,0.0,0.0,0.5
Nick BelloreSEA,0.3,1.0,0.0,0.3,2.8,0.0,0.0,0.5
Qadree OllisonATL,0.4,1.0,0.0,0.2,3.0,0.0,0.0,0.4
Trenton CannonSF,1.0,1.0,0.0,0.2,1.8,0.0,0.0,0.3
Jason CabindaDET,0.8,1.5,0.0,0.2,1.4,0.0,0.0,0.3
Michael BurtonKC,0.6,1.5,0.0,0.2,1.2,0.0,0.0,0.3
Mike BooneDEN,0.3,2.0,0.0,0.2,1.0,0.0,0.0,0.3
Reggie GilliamBUF,0.5,2.0,0.0,0.1,1.0,0.0,0.0,0.3
Nick BawdenNYJ,0.1,0.2,0.0,0.2,1.4,0.0,0.0,0.3
Giovanni RicciCAR,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2
Ke'Shawn VaughnTB,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2
Tory CarterTEN,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
