Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Mike DavisATL,12.3,47.8,0.3,3.8,24.6,0.1,0.1,9.3
Sony MichelLAR,14.3,58.7,0.3,1.5,13.0,0.1,0.1,9.3
Kareem HuntCLE,9.5,41.3,0.4,2.4,21.2,0.1,0.1,9.2
Devin SingletaryBUF,12.4,52.0,0.4,2.0,14.8,0.1,0.1,9.0
Leonard FournetteTB,11.2,44.0,0.3,3.3,22.9,0.1,0.1,8.9
Javonte WilliamsDEN,12.1,49.3,0.4,1.4,10.9,0.1,0.1,8.7
James ConnerARI,11.9,48.1,0.3,1.0,7.3,0.0,0.1,7.2
Mark Ingram IINO,11.5,47.8,0.3,0.9,6.7,0.0,0.1,7.2
James WhiteNE,4.4,17.2,0.2,4.3,34.2,0.2,0.1,6.9
Jamaal WilliamsDET,8.7,33.5,0.2,2.8,20.2,0.1,0.1,6.7
Tevin ColemanNYJ,11.0,42.0,0.3,1.0,7.0,0.0,0.0,6.7
Tony PollardDAL,7.0,32.5,0.2,2.0,16.3,0.1,0.1,6.4
Nyheim HinesIND,4.8,19.6,0.1,3.5,27.7,0.1,0.1,6.3
Cordarrelle PattersonATL,7.3,30.8,0.2,1.6,14.7,0.1,0.1,6.2
Michael CarterNYJ,9.5,36.4,0.2,1.6,12.9,0.0,0.1,6.0
Ronald Jones IITB,8.8,34.9,0.3,0.8,5.6,0.0,0.1,5.7
Darrell Henderson Jr.LAR,9.0,36.0,0.3,0.5,5.5,0.0,0.0,5.7
Latavius MurrayBAL,8.2,34.3,0.2,0.8,6.1,0.0,0.1,5.6
Ty JohnsonNYJ,7.9,35.2,0.1,1.4,10.3,0.0,0.1,5.5
Peyton BarberLV,10.7,36.6,0.3,0.4,2.9,0.0,0.1,5.5
Kenneth GainwellPHI,6.1,24.8,0.2,1.6,14.5,0.1,0.0,5.4
J.D. McKissicWAS,3.9,15.7,0.1,3.5,25.9,0.1,0.1,5.0
David JohnsonHOU,4.9,19.3,0.1,2.3,18.3,0.1,0.0,4.8
AJ DillonGB,6.5,28.3,0.2,0.9,7.5,0.0,0.0,4.7
Zack MossBUF,6.3,26.2,0.2,0.7,5.7,0.0,0.1,4.4
Damien WilliamsCHI,3.9,16.4,0.1,2.0,14.6,0.1,0.0,4.1
Tony Jones Jr.NO,5.8,23.5,0.1,0.9,7.6,0.0,0.0,4.0
Carlos HydeJAC,6.0,24.1,0.1,1.0,7.4,0.0,0.0,3.8
Ameer AbdullahCAR,5.2,19.9,0.1,1.0,8.0,0.1,0.1,3.6
Salvon AhmedMIA,4.5,19.1,0.1,1.0,8.1,0.0,0.0,3.5
Justin JacksonLAC,3.8,18.4,0.1,1.0,7.1,0.1,0.0,3.5
Phillip LindsayMIA,5.2,22.3,0.1,0.8,5.2,0.0,0.0,3.4
Malcolm BrownMIA,5.6,21.1,0.2,0.5,3.4,0.0,0.0,3.4
Darrel WilliamsKC,3.9,15.0,0.1,0.9,7.6,0.0,0.0,3.3
Trenton CannonSF,4.5,12.9,0.1,0.9,7.7,0.1,0.1,2.9
Larry Rountree IIILAC,4.1,16.7,0.1,0.6,5.1,0.0,0.0,2.8
Jake FunkLAR,3.2,11.8,0.1,1.1,9.0,0.1,0.0,2.8
Devonta FreemanBAL,2.8,11.7,0.1,0.7,5.3,0.1,0.0,2.5
Giovani BernardTB,1.3,5.5,0.0,1.7,12.3,0.1,0.0,2.4
Kyle JuszczykSF,0.8,3.2,0.0,1.4,12.9,0.1,0.0,2.3
Chuba HubbardCAR,3.0,11.3,0.1,0.7,5.5,0.0,0.0,2.3
Samaje PerineCIN,2.8,12.0,0.1,0.8,5.7,0.0,0.0,2.3
Travis HomerSEA,2.1,8.3,0.0,1.0,8.2,0.0,0.0,2.0
Gary BrightwellNYG,2.2,9.1,0.1,0.6,5.2,0.0,0.0,2.0
Ty MontgomeryNO,1.0,6.5,0.0,1.0,9.3,0.0,0.0,2.0
Josh AdamsNO,1.5,11.1,0.1,0.6,4.1,0.0,0.0,1.9
DeeJay DallasSEA,1.8,7.4,0.0,0.7,5.4,0.0,0.0,1.8
Benny Snell Jr.PIT,3.0,11.6,0.1,0.3,2.0,0.0,0.0,1.7
Demetric FeltonCLE,1.4,5.0,0.0,0.6,6.6,0.1,0.0,1.7
Alex CollinsSEA,1.8,9.5,0.1,0.3,2.9,0.0,0.0,1.6
J.J. TaylorNE,2.1,9.4,0.1,0.3,2.0,0.0,0.0,1.6
C.J. HamMIN,1.0,3.3,0.0,0.9,7.7,0.1,0.0,1.6
Matt BreidaBUF,3.0,12.0,0.0,0.5,3.5,0.0,0.0,1.6
Wayne Gallman Jr.MIN,2.0,9.0,0.1,0.0,0.0,0.0,0.0,1.5
Buddy HowellLAR,1.0,7.1,0.1,0.4,3.6,0.0,0.0,1.5
Keith SmithATL,1.3,5.1,0.0,0.9,6.5,0.0,0.0,1.4
Rex BurkheadHOU,0.8,4.3,0.0,0.6,5.1,0.0,0.0,1.3
Kylin HillGB,1.8,9.2,0.0,0.2,1.7,0.0,0.0,1.2
Patrick RicardBAL,0.2,0.4,0.0,1.0,7.8,0.1,0.0,1.2
Brandon BoldenNE,0.9,4.1,0.1,0.3,3.3,0.0,0.0,1.2
Alec IngoldLV,0.4,1.2,0.0,0.8,7.0,0.0,0.0,1.1
Kalen BallagePIT,1.1,5.6,0.0,0.4,2.2,0.0,0.0,1.1
Jerick McKinnonKC,1.0,4.1,0.0,0.5,4.0,0.0,0.0,1.0
Trey RagasLV,1.3,5.4,0.0,0.3,2.0,0.0,0.0,0.9
Rhamondre StevensonNE,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9
Chris EvansCIN,0.9,3.7,0.0,0.3,2.5,0.0,0.0,0.9
Jaret PattersonWAS,0.9,4.5,0.0,0.2,1.6,0.0,0.0,0.8
La'Mical PerineNYJ,1.3,5.2,0.0,0.1,0.9,0.0,0.0,0.8
Dare OgunbowaleJAC,0.4,3.7,0.0,0.2,2.4,0.0,0.0,0.8
Marlon MackIND,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.8
Boston ScottPHI,0.6,3.3,0.0,0.2,1.9,0.0,0.0,0.7
Andy JanovichCLE,0.6,1.2,0.0,0.3,3.1,0.0,0.0,0.7
Damarea CrockettDEN,0.5,3.7,0.0,0.2,1.5,0.0,0.0,0.7
Royce FreemanHOU,0.7,3.7,0.0,0.2,1.0,0.0,0.0,0.6
Elijhaa PennyNYG,0.7,3.5,0.0,0.2,1.2,0.0,0.0,0.6
Godwin IgwebuikeDET,0.3,2.2,0.0,0.2,2.0,0.0,0.0,0.5
Mekhi SargentJAC,0.6,3.1,0.0,0.1,1.1,0.0,0.0,0.5
Alex Armah Jr.WAS,0.5,1.5,0.0,0.3,2.8,0.0,0.0,0.5
Michael BurtonKC,0.4,1.5,0.0,0.3,2.5,0.0,0.0,0.5
Scottie PhillipsHOU,0.1,2.2,0.0,0.1,1.3,0.0,0.0,0.5
Gabe NabersLAC,0.7,2.0,0.0,0.2,1.2,0.0,0.0,0.5
Corey ClementDAL,0.6,2.6,0.0,0.1,1.0,0.0,0.0,0.5
Derek WattPIT,0.4,1.2,0.0,0.1,1.2,0.0,0.0,0.4
Khalil HerbertCHI,0.7,2.6,0.0,0.2,1.3,0.0,0.0,0.4
Taiwan JonesBUF,0.5,1.9,0.0,0.1,1.6,0.0,0.0,0.4
Jason CabindaDET,0.9,2.4,0.0,0.1,1.3,0.0,0.0,0.4
Jakob JohnsonNE,0.0,0.1,0.0,0.2,1.2,0.0,0.0,0.3
Giovanni RicciCAR,0.0,0.0,0.0,0.2,3.0,0.0,0.0,0.3
Cullen GillaspiaNYG,0.4,1.1,0.0,0.2,1.3,0.0,0.0,0.3
Dwayne WashingtonNO,0.2,0.6,0.0,0.2,1.7,0.0,0.0,0.3
D'Ernest JohnsonCLE,0.3,0.8,0.0,0.1,1.3,0.0,0.0,0.2
Nick BelloreSEA,0.3,0.6,0.0,0.1,1.0,0.0,0.0,0.2
Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
Andrew BeckDEN,0.1,0.3,0.0,0.1,0.3,0.0,0.0,0.1
Trey EdmundsPIT,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
Jonathan WilliamsWAS,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0
Mike BooneDEN,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
Ke'Shawn VaughnTB,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
Joshua KelleyLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kene NwangwuMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh JacobsLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashaad PennySEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio WilliamsNYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate McCraryBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Johnson Jr.MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerrid DoaksMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrynton EvansTEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Etienne Jr.JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan HowardPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaMycal HastySF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trayveon WilliamsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
