Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Mekhi SargentJAC,0.4,1.5,0.0,0.1,1.5,0.0,0.0,0.3
Godwin IgwebuikeDET,0.3,0.7,0.0,0.0,0.7,0.0,0.0,0.1
Reggie GilliamBUF,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.1
James WhiteNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan HowardPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kene NwangwuMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerrid DoaksMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trayveon WilliamsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt BreidaBUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio WilliamsNYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La'Mical PerineNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian McCaffreyCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Etienne Jr.JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashaad PennySEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan WilliamsWAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovani BernardTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike BooneDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
