player,team,position,week,year
Drew Brees,NO,QB,2,2011
Tony Romo,DAL,QB,2,2011
Ben Roethlisberger,PIT,QB,2,2011
Kyle Orton,DEN,QB,2,2011
Jason Campbell,LV,QB,2,2011
Andy Dalton,CIN,QB,2,2011
Matthew Stafford,DET,QB,2,2011
Michael Vick,PHI,QB,2,2011
Blaine Gabbert,JAC,QB,2,2011
Mike Kafka,PHI,QB,2,2011
Alex Smith,SF,QB,2,2011
Philip Rivers,LAC,QB,2,2011
Colt McCoy,CLE,QB,2,2011
Matt Hasselbeck,TEN,QB,2,2011
Eli Manning,NYG,QB,2,2011
Kevin Kolb,ARI,QB,2,2011
Matt Ryan,ATL,QB,2,2011
Josh Freeman,TB,QB,2,2011
Ryan Fitzpatrick,BUF,QB,2,2011
Mark Sanchez,NYJ,QB,2,2011
Donovan McNabb,MIN,QB,2,2011
Tarvaris Jackson,SEA,QB,2,2011
Jon Kitna,DAL,QB,2,2011
Sam Bradford,LAR,QB,2,2011
Rex Grossman,WAS,QB,2,2011
Cam Newton,CAR,QB,2,2011
Jay Cutler,CHI,QB,2,2011
Kerry Collins,IND,QB,2,2011
Chad Henne,MIA,QB,2,2011
Joe Flacco,BAL,QB,2,2011
Matt Cassel,KC,QB,2,2011
Tyler Palko,KC,QB,2,2011
Luke McCown,JAC,QB,2,2011
Adrian Peterson,MIN,HB,2,2011
Fred Jackson,BUF,RB,2,2011
Michael Turner,ATL,RB,2,2011
Daniel Thomas,MIA,RB,2,2011
Ben Tate,HOU,RB,2,2011
Willis McGahee,DEN,RB,2,2011
Tim Hightower,WAS,RB,2,2011
LeSean McCoy,PHI,RB,2,2011
Peyton Hillis,CLE,RB,2,2011
Beanie Wells,ARI,RB,2,2011
Maurice Jones-Drew,JAC,RB,2,2011
James Starks,GB,RB,2,2011
Roy Helu,WAS,RB,2,2011
Darren McFadden,LV,RB,2,2011
LeGarrette Blount,TB,RB,2,2011
BenJarvus Green-Ellis,NE,RB,2,2011
Rashard Mendenhall,PIT,RB,2,2011
Joseph Addai,IND,RB,2,2011
Ryan Mathews,LAC,RB,2,2011
C.J. Spiller,BUF,RB,2,2011
Cedric Benson,CIN,HB,2,2011
Ahmad Bradshaw,NYG,RB,2,2011
Jahvid Best,DET,RB,2,2011
Chris Johnson,TEN,RB,2,2011
Mark Ingram,NO,RB,2,2011
Dexter McCluster,KC,WR,2,2011
Brandon Jacobs,NYG,RB,2,2011
Matt Forte,CHI,RB,2,2011
Shonn Greene,NYJ,RB,2,2011
Isaac Redman,PIT,RB,2,2011
Frank Gore,SF,RB,2,2011
Delone Carter,IND,RB,2,2011
Ray Rice,BAL,RB,2,2011
Pierre Thomas,NO,RB,2,2011
Thomas Jones,KC,RB,2,2011
Toby Gerhart,MIN,RB,2,2011
Cadillac Williams,LAR,RB,2,2011
Arian Foster,HOU,RB,2,2011
Lance Ball,DEN,RB,2,2011
Jamaal Charles,KC,RB,2,2011
Ryan Grant,GB,RB,2,2011
Felix Jones,DAL,RB,2,2011
Denarius Moore,LV,WR,2,2011
Keiland Williams,DET,RB,2,2011
Michael Bush,LV,RB,2,2011
Danny Ware,NYG,RB,2,2011
DeMarco Murray,DAL,RB,2,2011
Javon Ringer,TEN,RB,2,2011
Brad Smith,BUF,QB/W,2,2011
Reggie Bush,MIA,RB,2,2011
Earnest Graham,TB,RB,2,2011
Percy Harvin,MIN,WR,2,2011
Jacquizz Rodgers,ATL,RB,2,2011
Darren Sproles,NO,RB,2,2011
Deji Karim,JAC,RB/K,2,2011
Le'Ron McClain,KC,FB,2,2011
Joe McKnight,NYJ,RB,2,2011
DeAngelo Williams,CAR,RB,2,2011
Dwayne Bowe,KC,WR,2,2011
Jacob Hester,LAC,FB,2,2011
Danny Woodhead,NE,RB,2,2011
Marshawn Lynch,SEA,RB,2,2011
Ronnie Brown,PHI,RB,2,2011
Justin Forsett,SEA,RB,2,2011
Bernard Scott,CIN,HB,2,2011
Mike Tolbert,LAC,FB,2,2011
Stevan Ridley,NE,RB,2,2011
Jerious Norwood,LAR,RB,2,2011
LaDainian Tomlinson,NYJ,RB,2,2011
Robert Meachem,NO,WR,2,2011
Darrel Young,WAS,FB,2,2011
Jackie Battle,KC,RB,2,2011
Anthony Dixon,SF,RB,2,2011
Jerome Harrison,DET,RB,2,2011
Tashard Choice,DAL,RB,2,2011
Jonathan Stewart,CAR,RB,2,2011
Brock Bolen,JAC,FB/R,2,2011
Taiwan Jones,LV,RB,2,2011
Spencer Larsen,DEN,FB,2,2011
Marcel Reece,LV,FB,2,2011
Larry Johnson,MIA,RB,2,2011
Ricky Williams,BAL,RB,2,2011
Antonio Brown,PIT,WR,2,2011
Antonio Cromartie,NYJ,CB,2,2011
Montario Hardesty,CLE,RB,2,2011
John Kuhn,GB,FB,2,2011
Jeremy Maclin,PHI,WR,2,2011
Owen Marecic,CLE,FB,2,2011
Ovie Mughelli,ATL,FB,2,2011
DeSean Jackson,PHI,WR,2,2011
Steve Slaton,HOU,RB,2,2011
Chester Taylor,ARI,RB,2,2011
Kahlil Bell,CHI,RB,2,2011
Miles Austin,DAL,WR,2,2011
Leon Washington,SEA,RB,2,2011
Kevin Ogletree,DAL,WR,2,2011
Vincent Jackson,LAC,WR,2,2011
Steve Smith,CAR,WR,2,2011
Jerome Simpson,CIN,WR,2,2011
Kenny Britt,TEN,WR,2,2011
Larry Fitzgerald,ARI,WR,2,2011
Deion Branch,NE,WR,2,2011
Mike Wallace,PIT,WR,2,2011
A.J. Green,CIN,WR,2,2011
Danario Alexander,LAR,WR,2,2011
Eric Decker,DEN,WR,2,2011
Devery Henderson,NO,WR,2,2011
Jason Witten,DAL,TE,2,2011
Dustin Keller,NYJ,TE,2,2011
Nate Washington,TEN,WR,2,2011
Preston Parker,TB,WR,2,2011
Jesse Holley,DAL,WR,2,2011
Steve Johnson,BUF,WR,2,2011
Nate Burleson,DET,WR,2,2011
Andre Johnson,HOU,WR,2,2011
Mike Sims-Walker,LAR,WR,2,2011
Titus Young,DET,WR,2,2011
Fred Davis,WAS,TE,2,2011
Rob Gronkowski,NE,TE,2,2011
Jordy Nelson,GB,WR,2,2011
Tony Gonzalez,ATL,TE,2,2011
David Nelson,BUF,WR,2,2011
Wes Welker,NE,WR,2,2011
Jimmy Graham,NO,TE,2,2011
Brandon Marshall,MIA,WR,2,2011
Jermichael Finley,GB,TE,2,2011
Reggie Wayne,IND,WR,2,2011
Jabar Gaffney,WAS,WR,2,2011
Aaron Hernandez,NE,TE,2,2011
Derek Hagan,LV,WR,2,2011
Santana Moss,WAS,WR,2,2011
Malcom Floyd,LAC,WR,2,2011
Mario Manningham,NYG,WR,2,2011
Jeremy Shockey,CAR,TE,2,2011
Greg Jennings,GB,WR,2,2011
Brandon Gibson,LAR,WR,2,2011
Brandon LaFell,CAR,WR,2,2011
Jacoby Jones,HOU,WR,2,2011
Anquan Boldin,BAL,WR,2,2011
Lee Evans,BAL,WR,2,2011
Chad Johnson,NE,WR,2,2011
Johnny Knox,CHI,WR,2,2011
Mohamed Massaquoi,CLE,WR,2,2011
Kellen Winslow,TB,TE,2,2011
Brent Celek,PHI,TE,2,2011
Davone Bess,MIA,WR,2,2011
Dezmon Briscoe,TB,WR,2,2011
Santonio Holmes,NYJ,WR,2,2011
Josh Cribbs,CLE,WR,2,2011
Ted Ginn,SF,WR,2,2011
Greg Little,CLE,WR,2,2011
Hakeem Nicks,NYG,WR,2,2011
Delanie Walker,SF,TE,2,2011
Jared Cook,TEN,TE,2,2011
Brian Hartline,MIA,WR,2,2011
Jeff King,ARI,TE,2,2011
Tony Scheffler,DET,TE,2,2011
Josh Morgan,SF,WR,2,2011
Ben Obomanu,SEA,WR,2,2011
Greg Olsen,CAR,TE,2,2011
Dane Sanzenbacher,CHI,WR,2,2011
Hines Ward,PIT,WR,2,2011
Dallas Clark,IND,TE,2,2011
Kris Durham,SEA,WR,2,2011
Andre Roberts,ARI,WR,2,2011
Jason Avant,PHI,WR,2,2011
Domenik Hixon,NYG,WR,2,2011
Michael Jenkins,MIN,WR,2,2011
Calvin Johnson,DET,WR,2,2011
Julio Jones,ATL,WR,2,2011
Steve Smith,PHI,WR,2,2011
Mike Thomas,JAC,WR,2,2011
Pierre Garcon,IND,WR,2,2011
Zach Miller,JAC,TE,2,2011
Visanthe Shiancoe,MIN,TE,2,2011
Andre Caldwell,CIN,WR,2,2011
Greg Salas,LAR,WR,2,2011
Lance Kendricks,LAR,TE,2,2011
Arrelious Benn,TB,WR,2,2011
Randall Cobb,GB,WR,2,2011
Owen Daniels,HOU,TE,2,2011
Ed Dickson,BAL,TE,2,2011
Jarett Dillard,JAC,WR,2,2011
Austin Collie,IND,WR,2,2011
Donald Jones,BUF,WR,2,2011
Dennis Pitta,BAL,TE,2,2011
Chansi Stuckey,ARI,WR,2,2011
Roddy White,ATL,WR,2,2011
Lavelle Hawkins,TEN,WR,2,2011
Matt Willis,DEN,WR,2,2011
Braylon Edwards,SF,WR,2,2011
Early Doucet,ARI,WR,2,2011
Harry Douglas,ATL,WR,2,2011
Alex Smith,CLE,TE,2,2011
Vernon Davis,SF,TE,2,2011
Eddie Royal,DEN,WR,2,2011
Bernard Berrian,MIN,WR,2,2011
Victor Cruz,NYG,WR,2,2011
Devin Hester,CHI,WR,2,2011
Luke Stocker,TB,TE,2,2011
Eddie Williams,SEA,FB,2,2011
Scott Chandler,BUF,TE,2,2011
Bryant Johnson,HOU,WR,2,2011
Heath Miller,PIT,TE,2,2011
Evan Moore,CLE,TE,2,2011
Brandon Myers,LV,TE,2,2011
Roscoe Parrish,BUF,WR,2,2011
Donte' Stallworth,WAS,WR,2,2011
Ben Watson,CLE,TE,2,2011
James Jones,GB,WR,2,2011
Kyle Rudolph,MIN,TE,2,2011
Jordan Shipley,CIN,WR,2,2011
Anthony Armstrong,WAS,WR,2,2011
Adrian Arrington,NO,WR,2,2011
Legedu Naanee,CAR,WR,2,2011
Jake Ballard,NYG,TE,2,2011
Sam Hurd,CHI,WR,2,2011
Quinn Johnson,TEN,FB,2,2011
Zach Miller,SEA,TE,2,2011
Golden Tate,SEA,WR,2,2011
Kyle Williams,SF,WR,2,2011
Tyler Clutts,CHI,FB,2,2011
Donald Driver,GB,WR,2,2011
Earl Bennett,CHI,WR,2,2011
John Conner,NYJ,FB,2,2011
Joel Dreessen,HOU,TE,2,2011
Daniel Fells,DEN,TE,2,2011
Marc Mariani,TEN,WR,2,2011
Anthony McCoy,SEA,TE,2,2011
Mewelde Moore,PIT,RB,2,2011
Leonard Pope,KC,TE,2,2011
Chaz Schilens,LV,WR,2,2011
Mike Williams,SEA,WR,2,2011
Jermaine Gresham,CIN,TE,2,2011
Todd Heap,ARI,TE,2,2011
Michael Hoomanawanui,LAR,TE,2,2011
Henry Hynoski,NYG,FB,2,2011
Matthew Mulligan,NYJ,TE,2,2011
John Phillips,DAL,TE,2,2011
Jason Snelling,ATL,RB,2,2011
Steve Breaston,KC,WR,2,2011
Derrick Mason,NYJ,WR,2,2011
Brandon Pettigrew,DET,TE,2,2011
Randy McMichael,LAC,TE,2,2011
Lance Moore,NO,WR,2,2011
Jerheme Urban,KC,WR,2,2011
Bryan Walters,LAC,WR,2,2011
Brian Leonard,CIN,HB,2,2011
Julius Thomas,DEN,TE,2,2011
Doug Baldwin,SEA,WR,2,2011
Brody Eldridge,IND,TE,2,2011
Vonta Leach,BAL,FB,2,2011
Jeff Cumberland,NYJ,TE,2,2011
Will Heller,DET,TE,2,2011
Craig Stevens,TEN,TE,2,2011
David Thomas,NO,TE,2,2011
Mike Williams,TB,WR,2,2011
Quinn Porter,LAR,RB,2,2011
Patrick Peterson,ARI,RCB,2,2011
Jon McGraw,KC,SS,2,2011
Eli Manning,NYG,QB,3,2011
Matt Hasselbeck,TEN,QB,3,2011
Aaron Rodgers,GB,QB,3,2011
Matthew Stafford,DET,QB,3,2011
Matt Schaub,HOU,QB,3,2011
Joe Flacco,BAL,QB,3,2011
Matt Cassel,KC,QB,3,2011
Drew Brees,NO,QB,3,2011
Ben Roethlisberger,PIT,QB,3,2011
Mark Sanchez,NYJ,QB,3,2011
Ryan Fitzpatrick,BUF,QB,3,2011
Chad Henne,MIA,QB,3,2011
Donovan McNabb,MIN,QB,3,2011
Tom Brady,NE,QB,3,2011
Alex Smith,SF,QB,3,2011
Jason Campbell,LV,QB,3,2011
Jay Cutler,CHI,QB,3,2011
Rex Grossman,WAS,QB,3,2011
Matt Ryan,ATL,QB,3,2011
Cam Newton,CAR,QB,3,2011
Michael Vick,PHI,QB,3,2011
Blaine Gabbert,JAC,QB,3,2011
Colt McCoy,CLE,QB,3,2011
Tony Romo,DAL,QB,3,2011
Kevin Kolb,ARI,QB,3,2011
Kyle Orton,DEN,QB,3,2011
Sam Bradford,LAR,QB,3,2011
Curtis Painter,IND,QB,3,2011
Philip Rivers,LAC,QB,3,2011
Tarvaris Jackson,SEA,QB,3,2011
Josh Freeman,TB,QB,3,2011
Kerry Collins,IND,QB,3,2011
Andy Dalton,CIN,QB,3,2011
Mike Kafka,PHI,QB,3,2011
Darren McFadden,LV,RB,3,2011
LeSean McCoy,PHI,RB,3,2011
Maurice Jones-Drew,JAC,RB,3,2011
Felix Jones,DAL,RB,3,2011
Ryan Mathews,LAC,RB,3,2011
Daniel Thomas,MIA,RB,3,2011
Ryan Grant,GB,RB,3,2011
Joseph Addai,IND,RB,3,2011
Ahmad Bradshaw,NYG,RB,3,2011
Ben Tate,HOU,RB,3,2011
LeGarrette Blount,TB,RB,3,2011
Ray Rice,BAL,RB,3,2011
Adrian Peterson,MIN,HB,3,2011
Cadillac Williams,LAR,RB,3,2011
Fred Jackson,BUF,RB,3,2011
Marshawn Lynch,SEA,RB,3,2011
Montario Hardesty,CLE,RB,3,2011
Cedric Benson,CIN,HB,3,2011
Shonn Greene,NYJ,RB,3,2011
Jonathan Stewart,CAR,RB,3,2011
Alfonso Smith,ARI,RB,3,2011
Willis McGahee,DEN,RB,3,2011
Dexter McCluster,KC,WR,3,2011
Frank Gore,SF,RB,3,2011
Stevan Ridley,NE,RB,3,2011
Ricky Williams,BAL,RB,3,2011
Percy Harvin,MIN,WR,3,2011
Tim Hightower,WAS,RB,3,2011
Mark Ingram,NO,RB,3,2011
LaDainian Tomlinson,NYJ,RB,3,2011
Rashard Mendenhall,PIT,RB,3,2011
Darren Sproles,NO,RB,3,2011
Thomas Jones,KC,RB,3,2011
Leon Washington,SEA,RB,3,2011
Pierre Thomas,NO,RB,3,2011
Kendall Hunter,SF,RB,3,2011
Steven Jackson,LAR,HB,3,2011
Denarius Moore,LV,WR,3,2011
Michael Bush,LV,RB,3,2011
Chris Johnson,TEN,RB,3,2011
Brett Kern,TEN,P,3,2011
Danny Woodhead,NE,RB,3,2011
Chester Taylor,ARI,RB,3,2011
Michael Turner,ATL,RB,3,2011
Brandon Jacobs,NYG,RB,3,2011
Mike Tolbert,LAC,FB,3,2011
Wes Welker,NE,WR,3,2011
BenJarvus Green-Ellis,NE,RB,3,2011
DeAngelo Williams,CAR,RB,3,2011
Roy Helu,WAS,RB,3,2011
Jahvid Best,DET,RB,3,2011
Reggie Bush,MIA,RB,3,2011
Delone Carter,IND,RB,3,2011
James Casey,HOU,FB,3,2011
Bernard Scott,CIN,HB,3,2011
Torrey Smith,BAL,WR,3,2011
Mewelde Moore,PIT,RB,3,2011
Anthony Allen,BAL,RB,3,2011
Jerome Harrison,DET,RB,3,2011
Andre Johnson,HOU,WR,3,2011
Taiwan Jones,LV,RB,3,2011
Steve Slaton,HOU,RB,3,2011
Lance Ball,DEN,RB,3,2011
Jacquizz Rodgers,ATL,RB,3,2011
Ronnie Brown,PHI,RB,3,2011
DeMarco Murray,DAL,RB,3,2011
Isaac Redman,PIT,RB,3,2011
Owen Schmitt,PHI,FB,3,2011
Brad Smith,BUF,QB/W,3,2011
Tashard Choice,DAL,RB,3,2011
James Starks,GB,RB,3,2011
Lex Hilliard,MIA,RB,3,2011
Deji Karim,JAC,RB/K,3,2011
Marc Mariani,TEN,WR,3,2011
John Conner,NYJ,FB,3,2011
Chris Cooley,WAS,TE,3,2011
Julian Edelman,NE,WR,3,2011
