Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Curtis SamuelWAS,2.1,24.3,0.1,1.2,6.8,0.1,0.0,4.2
Rashod BatemanBAL,2.7,35.0,0.1,0.0,0.2,0.0,0.0,4.2
Keelan Cole Sr.NYJ,2.3,34.0,0.1,0.0,0.0,0.0,0.0,4.2
Rashard HigginsCLE,2.0,31.0,0.2,0.0,0.0,0.0,0.0,4.2
Sammy WatkinsBAL,2.6,34.1,0.1,0.0,0.2,0.0,0.0,4.1
Nico CollinsHOU,2.9,33.8,0.1,0.0,0.2,0.0,0.0,4.0
Braxton BerriosNYJ,2.5,30.5,0.1,0.1,0.7,0.0,0.0,3.9
Zay JonesLV,2.4,30.3,0.1,0.1,0.3,0.0,0.0,3.8
Cody HollisterTEN,2.3,28.1,0.2,0.0,0.2,0.0,0.0,3.7
Mecole HardmanKC,2.1,26.4,0.1,0.3,1.9,0.0,0.0,3.6
Byron PringleKC,2.2,28.1,0.1,0.0,0.0,0.0,0.0,3.6
Denzel MimsNYJ,2.1,28.8,0.1,0.0,0.0,0.0,0.0,3.6
Gabriel DavisBUF,1.6,23.8,0.2,0.0,0.0,0.0,0.0,3.5
Adam HumphriesWAS,2.5,27.5,0.1,0.0,0.1,0.0,0.0,3.4
Tajae SharpeATL,2.2,26.6,0.1,0.0,0.0,0.0,0.0,3.3
Chris ConleyHOU,2.0,27.9,0.1,0.0,0.0,0.0,0.0,3.3
Breshad PerrimanTB,1.6,22.9,0.2,0.1,0.2,0.0,0.0,3.3
Chester RogersTEN,2.0,23.7,0.1,0.0,0.3,0.0,0.0,3.1
Kenny StillsNO,1.6,22.9,0.1,0.0,0.1,0.0,0.0,3.1
Juwan JohnsonNO,1.5,18.0,0.2,0.0,0.0,0.0,0.0,3.0
Dede WestbrookMIN,2.0,20.6,0.2,0.0,0.0,0.0,0.0,3.0
Dez FitzpatrickTEN,2.3,26.5,0.1,0.0,0.0,0.0,0.0,3.0
Ray-Ray McCloudPIT,1.8,18.8,0.1,0.5,2.5,0.0,0.0,2.8
Brandon ZylstraCAR,1.5,19.1,0.1,0.0,0.0,0.0,0.0,2.7
Cedrick Wilson Jr.DAL,1.5,18.6,0.1,0.1,0.2,0.0,0.0,2.6
Demarcus RobinsonKC,1.5,18.8,0.1,0.0,0.0,0.0,0.0,2.6
Devin DuvernayBAL,1.6,17.4,0.1,0.2,1.3,0.0,0.0,2.5
James WashingtonPIT,1.4,18.8,0.1,0.1,0.4,0.0,0.0,2.5
Freddie SwainSEA,1.4,17.0,0.1,0.1,0.8,0.0,0.0,2.4
Davion DavisHOU,1.6,18.4,0.1,0.0,0.0,0.0,0.0,2.3
Jauan JenningsSF,1.4,18.5,0.1,0.0,0.1,0.0,0.0,2.3
Terrace Marshall Jr.CAR,1.5,17.0,0.1,0.0,0.1,0.0,0.0,2.3
Josh GordonKC,1.1,16.2,0.1,0.0,0.1,0.0,0.0,2.2
Damiere ByrdCHI,1.4,18.2,0.1,0.0,0.0,0.0,0.0,2.2
Lil'Jordan HumphreyNO,1.3,15.0,0.1,0.0,0.0,0.0,0.0,2.1
Tyler JohnsonTB,1.5,16.5,0.1,0.0,0.1,0.0,0.0,2.1
Ben SkowronekLAR,1.2,13.6,0.1,0.0,0.1,0.0,0.0,2.1
Tavon AustinJAC,1.3,14.4,0.1,0.0,0.2,0.0,0.1,2.0
D'Wayne EskridgeSEA,1.1,13.8,0.1,0.2,1.8,0.0,0.0,2.0
John RossNYG,1.0,14.5,0.1,0.1,1.1,0.0,0.0,2.0
Shi SmithCAR,1.3,13.0,0.1,0.0,0.0,0.0,0.0,1.9
Isaiah McKenzieBUF,0.7,6.7,0.1,0.8,4.5,0.0,0.0,1.7
Equanimeous St. BrownGB,0.9,12.2,0.1,0.0,0.4,0.0,0.0,1.7
Dyami BrownWAS,1.0,13.1,0.1,0.1,0.1,0.0,0.0,1.7
Trent SherfieldSF,1.0,11.4,0.1,0.0,0.0,0.0,0.0,1.6
Kendall HintonDEN,0.9,11.6,0.1,0.1,0.4,0.0,0.0,1.5
Kevin WhiteNO,0.7,11.1,0.1,0.0,0.1,0.0,0.0,1.5
Jason Moore Jr.LAC,0.9,10.1,0.1,0.0,0.0,0.0,0.0,1.4
Cameron BatsonTEN,0.8,9.5,0.1,0.0,0.0,0.0,0.0,1.4
KhaDarel HodgeDET,0.9,10.8,0.0,0.0,0.0,0.0,0.0,1.4
Jaydon MickensJAC,0.9,10.8,0.0,0.0,0.1,0.0,0.0,1.4
Antoine WesleyARI,0.7,8.5,0.1,0.0,0.0,0.0,0.0,1.3
Marquez StevensonBUF,0.6,8.3,0.1,0.0,0.3,0.0,0.0,1.3
Jeff SmithNYJ,0.7,8.9,0.0,0.0,0.0,0.0,0.0,1.1
Andre RobertsLAC,0.7,9.6,0.0,0.1,0.8,0.0,0.1,1.1
Mohamed Sanu Sr.SF,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.1
Ihmir Smith-MarsetteMIN,0.7,8.0,0.0,0.0,0.1,0.0,0.0,1.0
Racey McMathTEN,0.5,7.6,0.0,0.0,0.2,0.0,0.0,1.0
Cam SimsWAS,0.6,7.5,0.0,0.0,0.3,0.0,0.0,1.0
Dan ChisenaMIN,0.6,7.8,0.0,0.0,0.1,0.0,0.0,1.0
D.J. MontgomeryNYJ,0.6,7.6,0.0,0.0,0.2,0.0,0.0,1.0
Phillip Dorsett IIHOU,0.6,8.3,0.0,0.0,0.2,0.0,0.0,1.0
Malik TurnerDAL,0.6,7.4,0.0,0.0,0.0,0.0,0.0,1.0
Mike ThomasCIN,0.5,7.1,0.0,0.0,0.0,0.0,0.0,1.0
Chris MooreHOU,0.9,9.0,0.0,0.0,0.0,0.0,0.0,0.9
Vyncint SmithTB,0.5,6.9,0.0,0.0,0.1,0.0,0.0,0.9
Tom KennedyDET,0.6,7.2,0.0,0.0,0.0,0.0,0.0,0.9
Tyron JohnsonLV,0.5,6.8,0.0,0.0,0.2,0.0,0.0,0.9
Jaelon DardenTB,0.3,4.8,0.0,0.0,0.5,0.0,0.0,0.6
Penny HartSEA,0.4,4.8,0.0,0.1,0.0,0.0,0.0,0.6
Scotty MillerTB,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.6
Collin JohnsonNYG,0.7,6.0,0.0,0.0,0.0,0.0,0.0,0.6
Malik TaylorGB,0.3,4.2,0.0,0.0,0.2,0.0,0.0,0.6
Frank DarbyATL,0.3,4.0,0.0,0.0,0.1,0.0,0.0,0.5
Stanley Morgan Jr.CIN,0.3,4.0,0.0,0.0,0.1,0.0,0.0,0.5
Pooka Williams Jr.CIN,0.2,2.0,0.0,0.7,3.0,0.0,0.0,0.5
Marcus KempKC,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4
James Proche IIBAL,0.2,3.1,0.0,0.0,0.1,0.0,0.0,0.3
Tylan WallaceBAL,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3
Amari RodgersGB,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.3
Travis BenjaminSF,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3
Dillon StonerLV,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Alex EricksonCAR,0.2,2.2,0.0,0.1,0.2,0.0,0.0,0.3
Diontae SpencerDEN,0.1,1.8,0.0,0.1,0.9,0.0,0.0,0.3
Christian BlakeATL,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.2
Jake KumerowBUF,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Matt ColeSEA,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Trenton IrwinCIN,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
