player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Olamide Zaccheaus,WR,ATL,1.0,54.0,78.0,0.0,11.0,7.0,11.0,4.1,7.6,3,2020,4.0,6.0,41.0,10.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Cordarrelle Patterson,WR,ATL,1.0,,,,,,,1.3,,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,CHI,True
Quinton Bell,WR,ATL,1.0,,,,,,,0.0,,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Allen Lazard,WR,GB,1.0,59.0,95.0,2.0,14.0,12.0,15.0,20.4,34.6,3,2020,6.0,8.0,146.0,24.3,72.0,0.0,1.0,1.0,-2.0,0.0,0.0,NO,False
Marquez Valdes-Scantling,WR,GB,1.0,57.0,92.0,0.0,7.0,2.0,7.0,0.5,0.9,3,2020,1.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Malik Taylor,WR,GB,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Darrius Shepherd,WR,GB,1.0,23.0,37.0,0.0,4.0,0.0,4.0,0.0,0.0,3,2020,,,,,,,,,,,,NO,False
Randall Cobb,WR,GB,1.0,,,,,,,15.5,,3,2020,4.0,4.0,95.0,23.8,34.0,0.0,1.0,0.0,0.0,0.0,0.0,NO,False
Rico Gafford,WR,GB,1.0,,,,,,,0.0,,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Danny Amendola,WR,DET,1.0,34.0,56.0,0.0,9.0,6.0,9.0,5.7,16.8,4,2020,,,,,,,,,,,,NO,True
Marvin Jones Jr.,WR,DET,1.0,54.0,89.0,0.0,4.0,2.0,4.0,0.9,1.7,4,2020,,,,,,,,,,,,NO,True
Marvin Hall,WR,DET,1.0,5.0,8.0,0.0,20.0,0.0,20.0,0.0,0.0,4,2020,,,,,,,,,,,,NO,True
Kenny Golladay,WR,DET,1.0,50.0,82.0,0.0,16.0,8.0,16.0,12.2,24.4,4,2020,,,,,,,,,,,,NO,True
Jamal Agnew,WR,DET,1.0,11.0,18.0,9.0,18.0,18.0,27.0,0.0,0.0,4,2020,,,,,,,,,,,,NO,True
Quintez Cephus,WR,DET,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
Josh Reynolds,WR,DET,1.0,,,,,,,2.5,,4,2020,3.0,4.0,25.0,8.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
Larry Fitzgerald,WR,ARI,1.0,53.0,93.0,0.0,6.0,4.0,6.0,0.4,0.8,4,2020,,,,,,,,,,,,CAR,False
DeAndre Hopkins,WR,ARI,1.0,54.0,95.0,0.0,17.0,13.0,17.0,4.1,7.6,4,2020,7.0,9.0,41.0,5.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Christian Kirk,WR,ARI,1.0,36.0,63.0,0.0,14.0,8.0,14.0,7.9,21.9,4,2020,3.0,5.0,19.0,6.3,8.0,0.0,1.0,0.0,0.0,0.0,0.0,CAR,False
Andy Isabella,WR,ARI,1.0,24.0,42.0,0.0,13.0,8.0,13.0,0.3,1.3,4,2020,2.0,3.0,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
A.J. Green,WR,ARI,1.0,,,,,,,0.3,,4,2020,1.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Ted Ginn Jr.,WR,CHI,1.0,7.0,11.0,0.0,29.0,29.0,29.0,1.1,15.7,4,2020,,,,,,,,,,,,IND,True
Allen Robinson II,WR,CHI,1.0,55.0,89.0,0.0,18.0,13.0,18.0,16.1,29.3,4,2020,7.0,10.0,101.0,14.4,27.0,0.0,1.0,0.0,0.0,0.0,0.0,IND,True
Anthony Miller,WR,CHI,1.0,43.0,69.0,0.0,12.0,7.0,12.0,1.6,3.7,4,2020,,,,,,,,,,,,IND,True
Javon Wims,WR,CHI,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,IND,True
Darnell Mooney,WR,CHI,1.0,46.0,74.0,2.0,20.0,13.0,22.0,4.9,10.7,4,2020,5.0,9.0,52.0,10.4,33.0,0.0,0.0,1.0,-3.0,0.0,0.0,IND,True
Damiere Byrd,WR,CHI,1.0,,,,,,,8.0,,4,2020,5.0,10.0,80.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Nsimba Webster,WR,CHI,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Golden Tate,WR,NYG,1.0,51.0,75.0,0.0,12.0,8.0,12.0,2.0,3.9,4,2020,,,,,,,,,,,,LAR,False
C.J. Board,WR,NYG,1.0,32.0,47.0,3.0,3.0,3.0,6.0,0.3,0.9,4,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,LAR,False
Damion Ratley,WR,NYG,1.0,29.0,43.0,0.0,14.0,10.0,14.0,3.4,11.7,4,2020,,,,,,,,,,,,LAR,False
Darius Slayton,WR,NYG,1.0,66.0,97.0,0.0,11.0,5.0,11.0,4.8,7.3,4,2020,3.0,7.0,48.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Kenny Golladay,WR,NYG,1.0,,,,,,,12.2,,4,2020,4.0,8.0,62.0,15.5,17.0,0.0,1.0,0.0,0.0,0.0,0.0,LAR,False
Dante Pettis,WR,NYG,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Collin Johnson,WR,NYG,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Andre Roberts,WR,BUF,1.0,6.0,10.0,17.0,17.0,33.0,33.0,0.3,5.0,4,2020,,,,,,,,,,,,LV,False
Cole Beasley,WR,BUF,1.0,19.0,31.0,0.0,21.0,16.0,21.0,9.2,48.4,4,2020,3.0,4.0,32.0,10.7,14.0,0.0,1.0,0.0,0.0,0.0,0.0,LV,False
John Brown,WR,BUF,1.0,53.0,87.0,0.0,9.0,8.0,9.0,4.2,7.9,4,2020,,,,,,,,,,,,LV,False
Stefon Diggs,WR,BUF,1.0,57.0,93.0,0.0,12.0,11.0,12.0,11.5,20.2,4,2020,6.0,7.0,115.0,19.2,49.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Isaiah McKenzie,WR,BUF,1.0,22.0,36.0,9.0,5.0,14.0,14.0,2.9,13.2,4,2020,1.0,1.0,18.0,18.0,18.0,0.0,0.0,2.0,11.0,0.0,0.0,LV,False
Gabriel Davis,WR,BUF,1.0,36.0,59.0,0.0,3.0,3.0,3.0,8.6,23.9,4,2020,1.0,1.0,26.0,26.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,LV,False
Emmanuel Sanders,WR,BUF,1.0,,,,,,,9.3,,4,2020,6.0,9.0,93.0,15.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Emmanuel Sanders,WR,NO,1.0,51.0,72.0,0.0,18.0,12.0,18.0,9.3,18.2,4,2020,,,,,,,,,,,,DET,False
Bennie Fowler III,WR,NO,1.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,DET,False
Tre'Quan Smith,WR,NO,1.0,62.0,87.0,0.0,6.0,6.0,6.0,17.4,28.1,4,2020,4.0,4.0,54.0,13.5,20.0,0.0,2.0,0.0,0.0,0.0,0.0,DET,False
Deonte Harty,WR,NO,1.0,14.0,20.0,14.0,14.0,21.0,29.0,2.0,14.3,4,2020,1.0,2.0,10.0,10.0,10.0,0.0,0.0,2.0,10.0,0.0,0.0,DET,False
Marquez Callaway,WR,NO,1.0,15.0,21.0,0.0,7.0,7.0,7.0,1.6,10.7,4,2020,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,False
Kenny Stills,WR,NO,1.0,,,,,,,9.9,,4,2020,2.0,4.0,39.0,19.5,24.0,0.0,1.0,0.0,0.0,0.0,0.0,DET,False
A.J. Green,WR,CIN,1.0,53.0,70.0,0.0,9.0,2.0,9.0,0.3,0.6,4,2020,,,,,,,,,,,,JAC,True
Tyler Boyd,WR,CIN,1.0,58.0,76.0,2.0,14.0,14.0,16.0,9.4,16.2,4,2020,7.0,8.0,90.0,12.9,20.0,0.0,0.0,1.0,4.0,0.0,0.0,JAC,True
Alex Erickson,WR,CIN,1.0,7.0,9.0,14.0,14.0,29.0,29.0,1.6,22.9,4,2020,,,,,,,,,,,,JAC,True
Mike Thomas,WR,CIN,1.0,25.0,33.0,0.0,4.0,4.0,4.0,0.5,2.0,4,2020,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Auden Tate,WR,CIN,1.0,22.0,29.0,0.0,5.0,5.0,5.0,1.5,6.8,4,2020,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Tee Higgins,WR,CIN,1.0,43.0,57.0,2.0,16.0,12.0,19.0,9.0,20.9,4,2020,4.0,7.0,77.0,19.3,30.0,0.0,0.0,1.0,13.0,0.0,0.0,JAC,True
Trent Taylor,WR,CIN,1.0,,,,,,,0.0,,4,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Julio Jones,WR,ATL,1.0,15.0,21.0,0.0,27.0,27.0,27.0,3.2,21.3,4,2020,,,,,,,,,,,,GB,False
Calvin Ridley,WR,ATL,1.0,45.0,64.0,0.0,11.0,0.0,11.0,0.0,0.0,4,2020,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Russell Gage,WR,ATL,1.0,47.0,67.0,2.0,6.0,6.0,9.0,2.0,4.3,4,2020,2.0,3.0,22.0,11.0,13.0,0.0,0.0,1.0,-2.0,0.0,0.0,GB,False
Christian Blake,WR,ATL,1.0,19.0,27.0,0.0,26.0,16.0,26.0,4.7,24.7,4,2020,3.0,5.0,47.0,15.7,21.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Olamide Zaccheaus,WR,ATL,1.0,53.0,76.0,0.0,17.0,15.0,17.0,8.6,16.2,4,2020,8.0,9.0,86.0,10.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Cordarrelle Patterson,WR,ATL,1.0,,,,,,,0.5,,4,2020,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,GB,False
Quinton Bell,WR,ATL,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Randall Cobb,WR,HOU,1.0,48.0,74.0,0.0,10.0,4.0,10.0,3.6,7.5,4,2020,,,,,,,,,,,,MIN,True
Kenny Stills,WR,HOU,1.0,27.0,42.0,0.0,15.0,7.0,15.0,9.9,36.7,4,2020,,,,,,,,,,,,MIN,True
Brandin Cooks,WR,HOU,1.0,61.0,94.0,0.0,5.0,0.0,5.0,0.0,0.0,4,2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
William Fuller V,WR,HOU,1.0,50.0,77.0,0.0,14.0,12.0,14.0,16.8,33.6,4,2020,,,,,,,,,,,,MIN,True
Danny Amendola,WR,HOU,1.0,,,,,,,5.7,,4,2020,2.0,3.0,57.0,28.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Chris Conley,WR,HOU,1.0,,,,,,,4.4,,4,2020,3.0,4.0,44.0,14.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Mohamed Sanu Sr.,WR,SF,1.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Trent Taylor,WR,SF,1.0,37.0,50.0,0.0,3.0,0.0,3.0,0.0,0.0,4,2020,,,,,,,,,,,,PHI,True
Kendrick Bourne,WR,SF,1.0,50.0,68.0,0.0,12.0,6.0,12.0,3.3,6.6,4,2020,,,,,,,,,,,,PHI,True
Deebo Samuel,WR,SF,1.0,25.0,34.0,4.0,12.0,16.0,16.0,4.5,18.0,4,2020,3.0,3.0,35.0,11.7,17.0,0.0,0.0,1.0,10.0,0.0,0.0,PHI,True
Brandon Aiyuk,WR,SF,1.0,64.0,86.0,2.0,8.0,5.0,9.0,11.6,18.1,4,2020,2.0,5.0,18.0,9.0,14.0,0.0,0.0,1.0,38.0,1.0,0.0,PHI,True
Trent Sherfield,WR,SF,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Bennie Fowler III,WR,SF,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
T.Y. Hilton,WR,IND,1.0,54.0,74.0,0.0,9.0,6.0,9.0,2.9,5.4,4,2020,3.0,5.0,29.0,9.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Marcus Johnson,WR,IND,1.0,34.0,47.0,0.0,3.0,3.0,3.0,2.7,7.9,4,2020,,,,,,,,,,,,CHI,False
Zach Pascal,WR,IND,1.0,54.0,74.0,0.0,15.0,6.0,15.0,5.8,10.7,4,2020,3.0,8.0,58.0,19.3,36.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Daurice Fountain,WR,IND,1.0,15.0,21.0,0.0,7.0,0.0,7.0,0.0,0.0,4,2020,,,,,,,,,,,,CHI,False
Ashton Dulin,WR,IND,1.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Chris Hogan,WR,NYJ,1.0,67.0,88.0,0.0,12.0,6.0,12.0,2.3,3.4,4,2020,,,,,,,,,,,,DEN,True
Jamison Crowder,WR,NYJ,1.0,64.0,84.0,0.0,16.0,11.0,16.0,10.4,16.3,4,2020,7.0,10.0,104.0,14.9,35.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Braxton Berrios,WR,NYJ,1.0,8.0,11.0,0.0,38.0,0.0,38.0,0.0,0.0,4,2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Jeff Smith,WR,NYJ,1.0,72.0,95.0,0.0,13.0,10.0,13.0,8.1,11.3,4,2020,7.0,9.0,81.0,11.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Lawrence Cager,WR,NYJ,1.0,10.0,13.0,0.0,20.0,0.0,20.0,0.0,0.0,4,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Keelan Cole Sr.,WR,NYJ,1.0,,,,,,,4.6,,4,2020,4.0,5.0,46.0,11.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Justin Hardee,WR,NYJ,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Robert Woods,WR,LAR,1.0,54.0,95.0,2.0,13.0,13.0,15.0,3.8,7.0,4,2020,6.0,7.0,36.0,6.0,15.0,0.0,0.0,1.0,2.0,0.0,0.0,NYG,True
Cooper Kupp,WR,LAR,1.0,49.0,86.0,2.0,14.0,12.0,16.0,12.7,25.9,4,2020,5.0,7.0,69.0,13.8,55.0,0.0,1.0,1.0,-2.0,0.0,0.0,NYG,True
Josh Reynolds,WR,LAR,1.0,30.0,53.0,0.0,13.0,10.0,13.0,2.5,8.3,4,2020,,,,,,,,,,,,NYG,True
Van Jefferson,WR,LAR,1.0,3.0,5.0,0.0,33.0,0.0,33.0,0.0,0.0,4,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Odell Beckham Jr.,WR,LAR,1.0,,,,,,,33.4,,4,2020,5.0,8.0,81.0,16.2,37.0,0.0,2.0,2.0,73.0,1.0,0.0,NYG,True
Brandon Powell,WR,LAR,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Keenan Allen,WR,LAC,1.0,50.0,94.0,0.0,22.0,16.0,22.0,6.2,12.4,4,2020,8.0,11.0,62.0,7.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Tyron Johnson,WR,LAC,1.0,8.0,15.0,0.0,13.0,13.0,13.0,11.3,141.3,4,2020,,,,,,,,,,,,TB,False
Jason Moore Jr.,WR,LAC,1.0,25.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Jalen Guyton,WR,LAC,1.0,45.0,85.0,0.0,2.0,2.0,2.0,13.2,29.3,4,2020,1.0,1.0,72.0,72.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,TB,False
KJ Hill Jr.,WR,LAC,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,TB,False
Andre Roberts,WR,LAC,1.0,,,,,,,0.3,,4,2020,1.0,1.0,6.0,6.0,6.0,0.0,0.0,1.0,-3.0,0.0,0.0,TB,False
Mike Evans,WR,TB,1.0,54.0,71.0,0.0,15.0,13.0,15.0,18.2,33.7,4,2020,7.0,8.0,122.0,17.4,48.0,0.0,1.0,0.0,0.0,0.0,0.0,LAC,True
Jaydon Mickens,WR,TB,1.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,LAC,True
Justin Watson,WR,TB,1.0,56.0,74.0,0.0,11.0,7.0,11.0,4.0,7.1,4,2020,,,,,,,,,,,,LAC,True
Tyler Johnson,WR,TB,1.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Scotty Miller,WR,TB,1.0,40.0,53.0,0.0,18.0,13.0,18.0,14.3,35.8,4,2020,5.0,7.0,83.0,16.6,44.0,0.0,1.0,0.0,0.0,0.0,0.0,LAC,True
Odell Beckham Jr.,WR,CLE,1.0,58.0,73.0,3.0,14.0,12.0,17.0,33.4,57.6,4,2020,,,,,,,,,,,,DAL,False
Jarvis Landry,WR,CLE,1.0,57.0,72.0,0.0,11.0,11.0,12.0,10.3,18.1,4,2020,5.0,6.0,48.0,9.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Donovan Peoples-Jones,WR,CLE,1.0,34.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Willie Snead IV,WR,BAL,1.0,32.0,56.0,0.0,6.0,6.0,6.0,2.0,6.3,4,2020,,,,,,,,,,,,WAS,False
Marquise Brown,WR,BAL,1.0,43.0,75.0,0.0,19.0,9.0,19.0,8.6,20.0,4,2020,4.0,8.0,86.0,21.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Miles Boykin,WR,BAL,1.0,31.0,54.0,0.0,13.0,6.0,13.0,2.8,9.0,4,2020,2.0,4.0,28.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Devin Duvernay,WR,BAL,1.0,16.0,28.0,0.0,13.0,6.0,13.0,0.4,2.5,4,2020,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
James Proche II,WR,BAL,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Sammy Watkins,WR,BAL,1.0,,,,,,,2.3,,4,2020,4.0,7.0,43.0,10.8,21.0,0.0,0.0,0.0,0.0,0.0,1.0,WAS,False
Dontrelle Inman,WR,WAS,1.0,57.0,80.0,0.0,9.0,7.0,9.0,2.9,5.1,4,2020,,,,,,,,,,,,BAL,True
Cam Sims,WR,WAS,1.0,4.0,6.0,0.0,50.0,50.0,50.0,1.7,42.5,4,2020,2.0,2.0,17.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Terry McLaurin,WR,WAS,1.0,64.0,90.0,0.0,22.0,16.0,22.0,11.8,18.4,4,2020,10.0,14.0,118.0,11.8,39.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Antonio Gandy-Golden,WR,WAS,1.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Isaiah Wright,WR,WAS,1.0,58.0,82.0,2.0,9.0,9.0,10.0,2.9,5.0,4,2020,,,,,,,,,,,,BAL,True
Curtis Samuel,WR,WAS,1.0,,,,,,,4.8,,4,2020,3.0,4.0,51.0,17.0,24.0,0.0,0.0,2.0,-3.0,0.0,0.0,BAL,True
DeAndre Carter,WR,WAS,1.0,,,,,,,-2.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BAL,True
Adam Thielen,WR,MIN,1.0,59.0,89.0,2.0,17.0,15.0,19.0,18.2,30.8,4,2020,8.0,10.0,114.0,14.3,39.0,0.0,1.0,1.0,8.0,0.0,0.0,HOU,False
Chad Beebe,WR,MIN,1.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,HOU,False
Bisi Johnson,WR,MIN,1.0,11.0,17.0,0.0,9.0,0.0,9.0,0.0,0.0,4,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Justin Jefferson,WR,MIN,1.0,51.0,77.0,0.0,10.0,8.0,10.0,10.3,20.2,4,2020,4.0,5.0,103.0,25.8,29.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Dan Chisena,WR,MIN,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
K.J. Osborn,WR,MIN,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Diontae Spencer,WR,DEN,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Tim Patrick,WR,DEN,1.0,53.0,76.0,0.0,13.0,11.0,13.0,17.3,32.6,4,2020,6.0,7.0,113.0,18.8,40.0,0.0,1.0,0.0,0.0,0.0,0.0,NYJ,False
DaeSean Hamilton,WR,DEN,1.0,57.0,81.0,0.0,5.0,2.0,5.0,0.9,1.6,4,2020,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Jerry Jeudy,WR,DEN,1.0,48.0,69.0,0.0,8.0,4.0,8.0,12.1,25.2,4,2020,2.0,4.0,61.0,30.5,48.0,0.0,1.0,0.0,0.0,0.0,0.0,NYJ,False
KJ Hamler,WR,DEN,1.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Tyrie Cleveland,WR,DEN,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Travis Fulgham,WR,DEN,1.0,,,,,,,11.7,,4,2020,2.0,3.0,57.0,28.5,42.0,0.0,1.0,0.0,0.0,0.0,0.0,NYJ,False
Seth Roberts,WR,CAR,1.0,8.0,11.0,0.0,13.0,13.0,13.0,1.0,12.5,4,2020,,,,,,,,,,,,ARI,True
Pharoh Cooper,WR,CAR,1.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,ARI,True
Robby Anderson,WR,CAR,1.0,45.0,59.0,0.0,24.0,18.0,24.0,9.9,22.0,4,2020,8.0,11.0,99.0,12.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Curtis Samuel,WR,CAR,1.0,36.0,47.0,6.0,11.0,14.0,17.0,4.8,13.3,4,2020,,,,,,,,,,,,ARI,True
Brandon Zylstra,WR,CAR,1.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
DJ Moore,WR,CAR,1.0,56.0,74.0,0.0,11.0,7.0,11.0,4.9,8.8,4,2020,4.0,6.0,49.0,12.3,23.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Alex Erickson,WR,CAR,1.0,,,,,,,1.6,,4,2020,1.0,1.0,9.0,9.0,9.0,0.0,0.0,1.0,7.0,0.0,0.0,ARI,True
Amari Cooper,WR,DAL,1.0,63.0,76.0,0.0,25.0,19.0,25.0,21.4,34.0,4,2020,12.0,16.0,134.0,11.2,20.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,True
Noah Brown,WR,DAL,1.0,23.0,28.0,0.0,17.0,17.0,17.0,4.3,18.7,4,2020,4.0,4.0,43.0,10.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Michael Gallup,WR,DAL,1.0,67.0,81.0,0.0,7.0,3.0,7.0,2.9,4.3,4,2020,2.0,5.0,29.0,14.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Cedrick Wilson Jr.,WR,DAL,1.0,18.0,22.0,0.0,33.0,17.0,33.0,3.4,18.9,4,2020,3.0,6.0,34.0,11.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Malik Turner,WR,DAL,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
CeeDee Lamb,WR,DAL,1.0,62.0,75.0,2.0,11.0,10.0,13.0,20.2,32.6,4,2020,5.0,7.0,79.0,15.8,43.0,0.0,2.0,1.0,3.0,0.0,0.0,CLE,True
DeVante Parker,WR,MIA,1.0,57.0,80.0,0.0,21.0,18.0,21.0,11.0,19.3,4,2020,10.0,12.0,110.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
Jakeem Grant Sr.,WR,MIA,1.0,29.0,41.0,0.0,17.0,10.0,17.0,3.6,12.4,4,2020,,,,,,,,,,,,SEA,True
Isaiah Ford,WR,MIA,1.0,45.0,63.0,0.0,22.0,9.0,22.0,4.8,10.7,4,2020,4.0,10.0,48.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
