player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,3.6,,4,2020,3.0,5.0,36.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Julian Edelman,WR,FA,1.0,,,,,,,3.5,,4,2020,3.0,6.0,35.0,11.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Damion Ratley,WR,FA,1.0,,,,,,,3.4,,4,2020,3.0,4.0,34.0,11.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dontrelle Inman,WR,FA,1.0,,,,,,,2.9,,4,2020,4.0,5.0,29.0,7.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Wright,WR,FA,1.0,,,,,,,2.9,,4,2020,4.0,5.0,20.0,5.0,11.0,0.0,0.0,1.0,9.0,0.0,0.0,,
Chris Hogan,WR,FA,1.0,,,,,,,2.3,,4,2020,4.0,8.0,23.0,5.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Darrius Shepherd,WR,FA,1.0,,,,,,,2.1,,4,2020,2.0,3.0,21.0,10.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Willie Snead IV,WR,FA,1.0,,,,,,,2.0,,4,2020,2.0,2.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Golden Tate,WR,FA,1.0,,,,,,,2.0,,4,2020,4.0,6.0,20.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ted Ginn Jr.,WR,FA,1.0,,,,,,,1.1,,4,2020,2.0,2.0,11.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth Roberts,WR,FA,1.0,,,,,,,1.0,,4,2020,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Zuber,WR,FA,1.0,,,,,,,0.8,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,0.4,,4,2020,2.0,3.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,
KJ Hill Jr.,WR,FA,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Reggie Begelton,WR,FA,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chad Beebe,WR,FA,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Keelan Doss,WR,FA,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Deontay Burnett,WR,FA,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Marvin Hall,WR,FA,1.0,,,,,,,0.0,,4,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tyreek Hill,WR,KC,1.0,,,,,,,12.4,,4,2020,4.0,6.0,64.0,16.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,NE,True
Mecole Hardman,WR,KC,1.0,,,,,,,8.7,,4,2020,4.0,4.0,27.0,6.8,10.0,0.0,1.0,0.0,0.0,0.0,0.0,NE,True
Justin Watson,WR,KC,1.0,,,,,,,4.0,,4,2020,4.0,6.0,40.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Daurice Fountain,WR,KC,1.0,,,,,,,0.0,,4,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Nelson Agholor,WR,NE,1.0,,,,,,,10.4,,4,2020,4.0,4.0,44.0,11.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,KC,False
N'Keal Harry,WR,NE,1.0,,,,,,,8.1,,4,2020,3.0,6.0,21.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,KC,False
Kendrick Bourne,WR,NE,1.0,,,,,,,3.3,,4,2020,3.0,6.0,33.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Gunner Olszewski,WR,NE,1.0,,,,,,,1.1,,4,2020,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Julio Jones,WR,TEN,1.0,,,,,,,3.2,,4,2020,4.0,4.0,32.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Marcus Johnson,WR,TEN,1.0,,,,,,,2.7,,4,2020,1.0,1.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Josh Malone,WR,TEN,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Anthony Miller,WR,PIT,1.0,,,,,,,1.6,,4,2020,3.0,5.0,16.0,5.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Travis Fulgham,WR,DEN,1.0,,,,,,,21.2,,5,2020,10.0,13.0,152.0,15.2,31.0,0.0,1.0,0.0,0.0,0.0,0.0,BYE,
Henry Ruggs III,WR,FA,1.0,,,,,,,17.8,,5,2020,2.0,3.0,118.0,59.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Golden Tate,WR,FA,1.0,,,,,,,4.2,,5,2020,4.0,5.0,42.0,10.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,3.5,,5,2020,4.0,7.0,35.0,8.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,2.8,,5,2020,4.0,5.0,28.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chris Hogan,WR,FA,1.0,,,,,,,2.0,,5,2020,3.0,3.0,20.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,1.2,,5,2020,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chad Beebe,WR,FA,1.0,,,,,,,1.1,,5,2020,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,
KJ Hill Jr.,WR,FA,1.0,,,,,,,0.8,,5,2020,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Wright,WR,FA,1.0,,,,,,,0.3,,5,2020,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Damion Ratley,WR,FA,1.0,,,,,,,0.0,,5,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ted Ginn Jr.,WR,FA,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,0.0,,5,2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Austin Carr,WR,FA,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Willie Snead IV,WR,FA,1.0,,,,,,,0.0,,5,2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth Roberts,WR,FA,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dontrelle Inman,WR,FA,1.0,,,,,,,-0.2,,5,2020,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,-0.6,,5,2020,1.0,3.0,6.0,6.0,6.0,0.0,0.0,1.0,-12.0,0.0,0.0,,
Nelson Agholor,WR,NE,1.0,,,,,,,12.7,,5,2020,2.0,2.0,67.0,33.5,59.0,0.0,1.0,0.0,0.0,0.0,0.0,BYE,
Kendrick Bourne,WR,NE,1.0,,,,,,,9.0,,5,2020,2.0,4.0,30.0,15.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,BYE,
Randall Cobb,WR,GB,1.0,,,,,,,4.7,,5,2020,6.0,6.0,47.0,7.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Rico Gafford,WR,GB,1.0,,,,,,,0.0,,5,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Josh Reynolds,WR,DET,1.0,,,,,,,4.6,,5,2020,2.0,4.0,46.0,23.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Kalif Raymond,WR,DET,1.0,,,,,,,2.6,,5,2020,2.0,2.0,26.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,4.8,,6,2020,4.0,4.0,48.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dontrelle Inman,WR,FA,1.0,,,,,,,4.5,,6,2020,5.0,5.0,45.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Willie Snead IV,WR,FA,1.0,,,,,,,3.2,,6,2020,1.0,2.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Wright,WR,FA,1.0,,,,,,,2.6,,6,2020,4.0,5.0,25.0,6.3,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,
Julian Edelman,WR,FA,1.0,,,,,,,2.3,,6,2020,2.0,6.0,8.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,2.2,,6,2020,3.0,4.0,22.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Zuber,WR,FA,1.0,,,,,,,1.6,,6,2020,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Darrius Shepherd,WR,FA,1.0,,,,,,,1.6,,6,2020,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chad Beebe,WR,FA,1.0,,,,,,,1.3,,6,2020,2.0,6.0,13.0,6.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Keith Kirkwood,WR,FA,1.0,,,,,,,1.3,,6,2020,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Golden Tate,WR,FA,1.0,,,,,,,1.1,,6,2020,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Marvin Hall,WR,FA,1.0,,,,,,,0.7,,6,2020,1.0,2.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,,
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,0.6,,6,2020,2.0,4.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,
John Brown,WR,FA,1.0,,,,,,,0.0,,6,2020,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ted Ginn Jr.,WR,FA,1.0,,,,,,,0.0,,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,0.0,,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Taywan Taylor,WR,FA,1.0,,,,,,,0.0,,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth Roberts,WR,FA,1.0,,,,,,,0.0,,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Javon Wims,WR,LV,1.0,,,,,,,0.0,,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Kenny Stills,WR,NO,1.0,,,,,,,0.0,,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Kevin White,WR,NO,1.0,,,,,,,0.0,,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Andre Roberts,WR,LAC,1.0,,,,,,,0.0,,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Golden Tate,WR,FA,1.0,,,,,,,9.9,,7,2020,1.0,2.0,39.0,39.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,,
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,8.5,,7,2020,9.0,14.0,85.0,9.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,6.2,,7,2020,8.0,8.0,62.0,7.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,5.8,,7,2020,3.0,3.0,54.0,18.0,18.0,0.0,0.0,1.0,4.0,0.0,0.0,,
Henry Ruggs III,WR,FA,1.0,,,,,,,4.5,,7,2020,2.0,3.0,35.0,17.5,29.0,0.0,0.0,1.0,10.0,0.0,0.0,,
Julian Edelman,WR,FA,1.0,,,,,,,1.3,,7,2020,1.0,3.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Austin Carr,WR,FA,1.0,,,,,,,0.6,,7,2020,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Darrius Shepherd,WR,FA,1.0,,,,,,,0.0,,7,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jeff Badet,WR,FA,1.0,,,,,,,0.0,,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tony Brown,WR,FA,1.0,,,,,,,0.0,,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,0.0,,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Marvin Hall,WR,FA,1.0,,,,,,,0.0,,7,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Duke Williams,WR,FA,1.0,,,,,,,0.0,,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dontrelle Inman,WR,FA,1.0,,,,,,,0.0,,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth Roberts,WR,FA,1.0,,,,,,,0.0,,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
William Fuller V,WR,MIA,1.0,,,,,,,9.5,,7,2020,3.0,6.0,35.0,11.7,24.0,0.0,1.0,0.0,0.0,0.0,0.0,BYE,
Allen Robinson II,WR,CHI,1.0,,,,,,,7.0,,7,2020,4.0,4.0,70.0,17.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Darnell Mooney,WR,CHI,1.0,,,,,,,4.0,,7,2020,3.0,7.0,40.0,13.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Damiere Byrd,WR,CHI,1.0,,,,,,,1.6,,7,2020,1.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Nsimba Webster,WR,CHI,1.0,,,,,,,0.0,,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Cooper Kupp,WR,LAR,1.0,,,,,,,5.9,,7,2020,6.0,6.0,43.0,7.2,13.0,0.0,0.0,1.0,16.0,0.0,0.0,CHI,True
Robert Woods,WR,LAR,1.0,,,,,,,2.5,,7,2020,3.0,5.0,22.0,7.3,13.0,0.0,0.0,4.0,23.0,0.0,1.0,CHI,True
Van Jefferson,WR,LAR,1.0,,,,,,,1.4,,7,2020,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Brandon Powell,WR,LAR,1.0,,,,,,,0.4,,7,2020,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Odell Beckham Jr.,WR,LAR,1.0,,,,,,,0.0,,7,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Dede Westbrook,WR,MIN,1.0,,,,,,,-2.0,,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BYE,
Curtis Samuel,WR,WAS,1.0,,,,,,,17.4,,8,2020,4.0,5.0,31.0,7.8,29.0,0.0,1.0,3.0,23.0,1.0,0.0,BYE,
Adam Humphries,WR,WAS,1.0,,,,,,,0.0,,8,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Marken Michel,WR,WAS,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Marvin Jones Jr.,WR,JAC,1.0,,,,,,,15.9,,8,2020,3.0,7.0,39.0,13.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,BYE,
Jaydon Mickens,WR,JAC,1.0,,,,,,,3.6,,8,2020,5.0,8.0,36.0,7.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Jamal Agnew,WR,JAC,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,BYE,
Marvin Hall,WR,FA,1.0,,,,,,,11.3,,8,2020,4.0,7.0,113.0,28.3,73.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Willie Snead IV,WR,FA,1.0,,,,,,,10.6,,8,2020,5.0,7.0,106.0,21.2,34.0,0.0,0.0,0.0,0.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,10.6,,8,2020,3.0,3.0,18.0,6.0,7.0,0.0,1.0,2.0,28.0,0.0,0.0,,
Golden Tate,WR,FA,1.0,,,,,,,9.8,,8,2020,2.0,3.0,31.0,15.5,19.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,7.5,,8,2020,1.0,2.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,6.7,,8,2020,7.0,8.0,67.0,9.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,
John Brown,WR,FA,1.0,,,,,,,2.1,,8,2020,1.0,2.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chad Beebe,WR,FA,1.0,,,,,,,1.6,,8,2020,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Zuber,WR,FA,1.0,,,,,,,1.3,,8,2020,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Austin Carr,WR,FA,1.0,,,,,,,1.0,,8,2020,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Henry Ruggs III,WR,FA,1.0,,,,,,,0.9,,8,2020,2.0,4.0,8.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,,
Darrius Shepherd,WR,FA,1.0,,,,,,,0.6,,8,2020,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Malcolm Perry,WR,FA,1.0,,,,,,,0.5,,8,2020,1.0,1.0,10.0,10.0,10.0,0.0,0.0,1.0,-5.0,0.0,0.0,,
KJ Hill Jr.,WR,FA,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jayson Stanley,WR,FA,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Fred Brown,WR,FA,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dwayne Harris,WR,FA,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Taywan Taylor,WR,FA,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Danny Amendola,WR,HOU,1.0,,,,,,,5.4,,8,2020,3.0,4.0,54.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Chris Moore,WR,HOU,1.0,,,,,,,0.0,,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
A.J. Green,WR,ARI,1.0,,,,,,,1.9,,8,2020,2.0,5.0,19.0,9.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,15.3,,9,2020,6.0,7.0,93.0,15.5,31.0,0.0,1.0,0.0,0.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,13.1,,9,2020,4.0,6.0,71.0,17.8,55.0,0.0,1.0,0.0,0.0,0.0,0.0,,
John Brown,WR,FA,1.0,,,,,,,9.9,,9,2020,8.0,11.0,99.0,12.4,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,5.4,,9,2020,4.0,5.0,54.0,13.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Willie Snead IV,WR,FA,1.0,,,,,,,3.7,,9,2020,4.0,4.0,37.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,3.5,,9,2020,4.0,5.0,35.0,8.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Antonio Brown,WR,FA,1.0,,,,,,,3.1,,9,2020,3.0,5.0,31.0,10.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Marvin Hall,WR,FA,1.0,,,,,,,2.8,,9,2020,3.0,5.0,28.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Riley Ridley,WR,FA,1.0,,,,,,,2.3,,9,2020,2.0,2.0,23.0,11.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Wright,WR,FA,1.0,,,,,,,1.0,,9,2020,3.0,3.0,30.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,,
Henry Ruggs III,WR,FA,1.0,,,,,,,1.0,,9,2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,,
Darrius Shepherd,WR,FA,1.0,,,,,,,0.3,,9,2020,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jayson Stanley,WR,FA,1.0,,,,,,,0.0,,9,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Malcolm Perry,WR,FA,1.0,,,,,,,0.0,,9,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jeff Badet,WR,FA,1.0,,,,,,,0.0,,9,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chad Beebe,WR,FA,1.0,,,,,,,0.0,,9,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dwayne Harris,WR,FA,1.0,,,,,,,0.0,,9,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dez Bryant,WR,FA,1.0,,,,,,,0.0,,9,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,0.0,,9,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
KJ Hill Jr.,WR,FA,1.0,,,,,,,-2.0,,9,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
Brandon Powell,WR,LAR,1.0,,,,,,,7.3,,9,2020,1.0,1.0,9.0,9.0,9.0,0.0,1.0,1.0,4.0,0.0,0.0,BYE,
Trent Taylor,WR,CIN,1.0,,,,,,,0.9,,9,2020,1.0,4.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,
Willie Snead IV,WR,FA,1.0,,,,,,,18.4,,10,2020,5.0,7.0,64.0,12.8,21.0,0.0,2.0,0.0,0.0,0.0,0.0,,
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,13.7,,10,2020,9.0,13.0,77.0,8.6,24.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Marvin Hall,WR,FA,1.0,,,,,,,12.1,,10,2020,2.0,3.0,61.0,30.5,55.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,10.3,,10,2020,4.0,5.0,43.0,10.8,15.0,0.0,1.0,0.0,0.0,0.0,0.0,,
John Brown,WR,FA,1.0,,,,,,,7.2,,10,2020,6.0,8.0,72.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Antonio Brown,WR,FA,1.0,,,,,,,6.6,,10,2020,7.0,8.0,69.0,9.9,25.0,0.0,0.0,1.0,-3.0,0.0,0.0,,
Isaiah Wright,WR,FA,1.0,,,,,,,5.9,,10,2020,6.0,6.0,59.0,9.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Golden Tate,WR,FA,1.0,,,,,,,4.4,,10,2020,2.0,5.0,44.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Henry Ruggs III,WR,FA,1.0,,,,,,,3.1,,10,2020,3.0,4.0,31.0,10.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Malcolm Perry,WR,FA,1.0,,,,,,,2.7,,10,2020,2.0,2.0,21.0,10.5,13.0,0.0,0.0,1.0,6.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,1.8,,10,2020,2.0,3.0,16.0,8.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,,
Chad Beebe,WR,FA,1.0,,,,,,,1.6,,10,2020,2.0,2.0,16.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,1.3,,10,2020,2.0,5.0,13.0,6.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,
KJ Hill Jr.,WR,FA,1.0,,,,,,,0.0,,10,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
