player,receiving_rec,receiving_yds,receiving_td,lst,fantasy_points,team,position,week,year
Will Dissly,1.1,12.1,0.1,0.0,1.8,SEA,TE,17,2021
Kahale Warring,1.5,15.1,0.0,0.0,1.7,JAC,TE,17,2021
Jacob Hollister,1.5,13.5,0.1,0.0,1.7,JAC,TE,17,2021
Brock Wright,1.3,14.1,0.0,0.0,1.6,DET,TE,17,2021
Jordan Akins,1.2,13.7,0.0,0.0,1.6,HOU,TE,17,2021
Zach Gentry,1.1,10.7,0.1,0.0,1.6,PIT,TE,17,2021
Luke Farrell,1.4,15.3,0.0,0.0,1.6,JAC,TE,17,2021
Garrett Griffin,1.2,11.6,0.1,0.0,1.6,NO,TE,17,2021
Ian Thomas,1.4,13.1,0.0,0.0,1.6,CAR,TE,17,2021
Jimmy Graham,1.0,11.7,0.1,0.0,1.5,CHI,TE,17,2021
Kendall Blanton,0.6,8.0,0.1,0.0,1.4,LAR,TE,17,2021
Chris Manhertz,1.2,12.4,0.0,0.0,1.3,JAC,TE,17,2021
Harrison Bryant,0.9,10.2,0.0,0.0,1.3,CLE,TE,17,2021
O.J. Howard,1.2,12.0,0.0,0.0,1.2,TB,TE,17,2021
Adam Shaheen,0.8,9.1,0.0,0.0,1.1,MIA,TE,17,2021
Drew Sample,0.8,7.7,0.1,0.0,1.1,CIN,TE,17,2021
Kylen Granson,0.6,6.7,0.1,0.0,1.0,IND,TE,17,2021
MyCole Pruitt,0.7,7.1,0.0,0.0,0.8,TEN,TE,17,2021
Tyree Jackson,0.6,8.0,0.0,0.0,0.8,PHI,TE,17,2021
Chris Myarick,0.6,6.2,0.0,0.0,0.8,NYG,TE,17,2021
Darrell Daniels,0.6,6.1,0.0,0.0,0.8,ARI,TE,17,2021
Jack Stoll,0.5,6.0,0.0,0.0,0.6,PHI,TE,17,2021
Blake Bell,0.4,4.1,0.0,0.0,0.5,KC,TE,17,2021
David Wells,0.4,5.0,0.0,0.0,0.5,ARI,TE,17,2021
Kevin Rader,0.4,5.0,0.0,0.0,0.5,PIT,TE,17,2021
Sean McKeon,0.3,4.0,0.0,0.0,0.4,DAL,TE,17,2021
Dominique Dafney,0.3,3.0,0.0,0.0,0.3,GB,TE,17,2021
Brycen Hopkins,0.2,3.0,0.0,0.0,0.3,LAR,TE,17,2021
Nick Boyle,0.4,3.0,0.0,0.0,0.3,BAL,TE,17,2021
Jesse James,0.3,3.0,0.0,0.0,0.3,CHI,TE,17,2021
Hunter Kampmoyer,0.2,2.0,0.0,0.0,0.2,LAC,TE,17,2021
Eric Tomlinson,0.2,2.0,0.0,0.0,0.2,BAL,TE,17,2021
Sammis Reyes,0.2,2.0,0.0,0.0,0.2,WAS,TE,17,2021
Colby Parkinson,0.2,2.0,0.0,0.0,0.2,SEA,TE,17,2021
Eric Saubert,0.2,2.0,0.0,0.0,0.2,DEN,TE,17,2021
Chris Herndon IV,0.2,2.0,0.0,0.0,0.2,MIN,TE,17,2021
Colin Thompson,0.1,1.0,0.0,0.0,0.1,CAR,TE,17,2021
Charlie Woerner,0.1,1.0,0.0,0.0,0.1,SF,TE,17,2021
Luke Stocker,0.1,1.0,0.0,0.0,0.1,MIN,TE,17,2021
Jeremy Sprinkle,0.1,1.0,0.0,0.0,0.1,DAL,TE,17,2021
Mitchell Wilcox,0.1,1.0,0.0,0.0,0.1,CIN,TE,17,2021
Cethan Carter,0.0,0.0,0.0,0.0,0.0,MIA,TE,17,2021
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,TE,17,2021
Travis Kelce,6.2,75.4,0.6,0.1,11.1,KC,TE,18,2021
Mark Andrews,6.3,73.2,0.5,0.1,10.5,BAL,TE,18,2021
George Kittle,5.4,69.7,0.5,0.1,9.8,SF,TE,18,2021
Rob Gronkowski,5.0,63.2,0.6,0.0,9.6,TB,TE,18,2021
Darren Waller,5.1,63.9,0.5,0.1,9.3,LV,TE,18,2021
Zach Ertz,5.5,57.3,0.3,0.0,7.5,ARI,TE,18,2021
Dawson Knox,3.6,41.2,0.5,0.0,7.1,BUF,TE,18,2021
Kyle Pitts,4.8,59.7,0.2,0.0,7.0,ATL,TE,18,2021
Hunter Henry,3.0,32.9,0.4,0.0,5.7,NE,TE,18,2021
Dalton Schultz,3.9,40.6,0.2,0.0,5.5,DAL,TE,18,2021
Noah Fant,4.0,42.4,0.2,0.0,5.3,DEN,TE,18,2021
Mike Gesicki,3.9,40.6,0.2,0.0,5.0,MIA,TE,18,2021
Tyler Conklin,3.5,36.3,0.2,0.0,4.9,MIN,TE,18,2021
Tyler Higbee,3.6,36.4,0.2,0.0,4.9,LAR,TE,18,2021
Dallas Goedert,2.5,35.8,0.2,0.0,4.8,PHI,TE,18,2021
Pat Freiermuth,3.5,34.1,0.2,0.0,4.5,PIT,TE,18,2021
Jared Cook,2.5,28.9,0.3,0.0,4.4,LAC,TE,18,2021
Cole Kmet,3.4,34.6,0.1,0.0,4.3,CHI,TE,18,2021
Austin Hooper,2.8,27.6,0.2,0.0,3.8,CLE,TE,18,2021
Evan Engram,2.9,29.7,0.1,0.0,3.7,NYG,TE,18,2021
John Bates,2.6,27.8,0.1,0.0,3.6,WAS,TE,18,2021
C.J. Uzomah,2.7,25.1,0.1,0.0,3.3,CIN,TE,18,2021
Adam Trautman,2.3,25.1,0.1,0.0,3.3,NO,TE,18,2021
David Njoku,2.0,23.4,0.1,0.0,3.2,CLE,TE,18,2021
Tyler Kroft,2.5,26.1,0.1,0.0,3.1,NYJ,TE,18,2021
Mo Alie-Cox,2.0,22.2,0.1,0.0,3.1,IND,TE,18,2021
Tyree Jackson,2.2,22.8,0.1,0.0,3.0,PHI,TE,18,2021
Albert Okwuegbunam,2.1,23.5,0.1,0.0,3.0,DEN,TE,18,2021
Brevin Jordan,2.4,23.1,0.1,0.0,3.0,HOU,TE,18,2021
Josiah Deguara,2.1,19.9,0.1,0.0,2.8,GB,TE,18,2021
Jack Stoll,1.9,21.0,0.1,0.0,2.7,PHI,TE,18,2021
Tommy Tremble,2.1,21.8,0.1,0.0,2.5,CAR,TE,18,2021
Anthony Firkser,1.8,18.9,0.1,0.0,2.5,TEN,TE,18,2021
Foster Moreau,1.6,17.4,0.1,0.0,2.4,LV,TE,18,2021
Brock Wright,1.7,18.3,0.1,0.0,2.4,DET,TE,18,2021
Geoff Swaim,1.8,16.7,0.1,0.0,2.4,TEN,TE,18,2021
Jonnu Smith,1.5,17.0,0.1,0.0,2.3,NE,TE,18,2021
Richard Rodgers,1.5,16.5,0.1,0.0,2.2,PHI,TE,18,2021
Juwan Johnson,1.6,18.5,0.1,0.0,2.2,NO,TE,18,2021
Hayden Hurst,1.8,16.7,0.1,0.0,2.1,ATL,TE,18,2021
Pharaoh Brown,1.7,15.9,0.1,0.0,2.1,HOU,TE,18,2021
Jack Doyle,1.2,12.7,0.1,0.0,1.9,IND,TE,18,2021
Jared Pinkney,1.4,14.3,0.1,0.0,1.9,DET,TE,18,2021
Cameron Brate,1.4,13.1,0.1,0.0,1.9,TB,TE,18,2021
Durham Smythe,1.5,14.5,0.1,0.0,1.8,MIA,TE,18,2021
Luke Farrell,1.4,15.5,0.0,0.0,1.8,JAC,TE,18,2021
Kyle Rudolph,1.2,13.0,0.1,0.0,1.7,NYG,TE,18,2021
Jacob Hollister,1.5,13.1,0.1,0.0,1.7,JAC,TE,18,2021
Kenny Yeboah,1.2,13.0,0.1,0.0,1.6,NYJ,TE,18,2021
Marcedes Lewis,1.2,13.8,0.0,0.0,1.6,GB,TE,18,2021
Sean McKeon,1.0,10.5,0.1,0.0,1.5,DAL,TE,18,2021
Blake Jarwin,1.1,10.3,0.1,0.0,1.5,DAL,TE,18,2021
Noah Togiai,1.0,10.4,0.1,0.0,1.5,PHI,TE,18,2021
Ian Thomas,1.2,11.2,0.1,0.0,1.4,CAR,TE,18,2021
Nick Vannett,1.0,9.9,0.1,0.0,1.4,NO,TE,18,2021
Stephen Anderson,1.0,10.0,0.1,0.0,1.4,LAC,TE,18,2021
Will Dissly,1.0,10.6,0.1,0.0,1.4,SEA,TE,18,2021
Jimmy Graham,0.9,10.4,0.1,0.0,1.4,CHI,TE,18,2021
Zach Gentry,0.9,9.4,0.1,0.0,1.2,PIT,TE,18,2021
Chris Manhertz,1.0,9.8,0.0,0.0,1.2,JAC,TE,18,2021
Harrison Bryant,0.8,8.6,0.0,0.0,1.1,CLE,TE,18,2021
Tre' McKitty,0.9,8.5,0.0,0.0,1.1,LAC,TE,18,2021
Mitchell Wilcox,0.8,7.6,0.0,0.0,1.0,CIN,TE,18,2021
Noah Gray,0.8,7.2,0.0,0.0,0.9,KC,TE,18,2021
Parker Hesse,0.9,9.0,0.0,0.0,0.9,ATL,TE,18,2021
O.J. Howard,0.6,8.5,0.0,0.0,0.9,TB,TE,18,2021
Adam Shaheen,0.9,8.0,0.0,0.0,0.8,MIA,TE,18,2021
Dominique Dafney,0.5,5.3,0.0,0.0,0.7,GB,TE,18,2021
Kylen Granson,0.5,5.0,0.0,0.0,0.7,IND,TE,18,2021
Drew Sample,0.7,5.6,0.0,0.0,0.7,CIN,TE,18,2021
Jesse James,0.5,4.7,0.0,0.0,0.6,CHI,TE,18,2021
Stephen Sullivan,0.5,5.0,0.0,0.0,0.5,CAR,TE,18,2021
Blake Bell,0.3,3.5,0.0,0.0,0.5,KC,TE,18,2021
Josh Oliver,0.4,4.0,0.0,0.0,0.4,BAL,TE,18,2021
Ryan Izzo,0.3,4.0,0.0,0.0,0.4,TEN,TE,18,2021
David Wells,0.3,3.0,0.0,0.0,0.3,ARI,TE,18,2021
Kendall Blanton,0.3,3.0,0.0,0.0,0.3,LAR,TE,18,2021
Antony Auclair,0.2,2.0,0.0,0.0,0.2,HOU,TE,18,2021
Nick Bowers,0.2,2.0,0.0,0.0,0.2,LV,TE,18,2021
Darrell Daniels,0.2,2.0,0.0,0.0,0.2,ARI,TE,18,2021
Kevin Rader,0.2,2.0,0.0,0.0,0.2,PIT,TE,18,2021
Eric Saubert,0.2,2.0,0.0,0.0,0.2,DEN,TE,18,2021
Eric Tomlinson,0.2,2.0,0.0,0.0,0.2,BAL,TE,18,2021
Tyler Mabry,0.1,1.0,0.0,0.0,0.1,SEA,TE,18,2021
Charlie Woerner,0.1,1.0,0.0,0.0,0.1,SF,TE,18,2021
Jeremy Sprinkle,0.1,1.0,0.0,0.0,0.1,DAL,TE,18,2021
Brycen Hopkins,0.1,1.0,0.0,0.0,0.1,LAR,TE,18,2021
Colby Parkinson,0.1,1.0,0.0,0.0,0.1,SEA,TE,18,2021
Cethan Carter,0.0,0.0,0.0,0.0,0.0,MIA,TE,18,2021
Luke Stocker,0.0,0.0,0.0,0.0,0.0,MIN,TE,18,2021
J.P. Holtz,0.0,0.0,0.0,0.0,0.0,CHI,TE,18,2021
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,TE,18,2021
