rank,player,rushing_att,rushing_yds,rushing_ya,rushing_lg,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_yr,receiving_td,fumbles_lost,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
214,Peyton Hillis,16,69,4.3,12,0,1,1,2,1,1.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
215,Steven Jackson,22,110,5.0,18,0,0,2,2,35,17.5,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
216,Toby Gerhart,5,24,4.8,11,0,0,1,2,6,6.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
217,Dexter McCluster,4,28,7.0,15,0,0,5,5,41,8.2,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
218,Ryan Mathews,8,15,1.9,5,0,0,2,3,7,3.5,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
219,C.J. Spiller,7,33,4.7,13,0,0,0,0,0,0.0,0,1,1,0.0,0.0,0.1,FA,RB,7,2010
220,Xavier Omon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,SF,RB,7,2010
221,Willis McGahee,11,64,5.8,25,0,1,1,2,10,10.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
222,Tony Fiammetta,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
223,Tim Hightower,6,59,9.8,24,0,0,1,3,4,4.0,0,1,1,0.0,0.0,0.0,FA,RB,7,2010
224,Korey Hall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
225,Lex Hilliard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
226,Leon Washington,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
227,Le'Ron McClain,0,0,0.0,0,0,0,2,2,35,17.5,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
228,Marcel Reece,7,39,5.6,14,0,1,1,3,19,19.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
229,Lawrence Vickers,0,0,0.0,0,0,0,1,3,4,4.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
230,LaRod Stephens-Howling,0,0,0.0,0,0,0,1,1,13,13.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
231,Madison Hedgecock,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,NYG,RB,7,2010
232,Marcus Mailei,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,NO,RB,7,2010
233,Mike Bell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,BUF,RB,7,2010
234,Montell Owens,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
235,Mike Tolbert,2,5,2.5,4,0,1,1,2,13,13.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
236,Mike Goodson,0,0,0.0,0,0,0,1,2,-5,-5.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
237,Mike Cox,0,0,0.0,0,0,0,1,1,13,13.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
238,Marcus Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,LAC,RB,7,2010
239,Michael Robinson,1,3,3.0,3,0,0,1,1,7,7.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
240,Michael Bush,15,52,3.5,9,0,1,1,1,13,13.0,0,0,1,0.0,0.0,0.0,FA,RB,7,2010
241,Maurice Jones-Drew,16,47,2.9,21,0,0,5,6,74,14.8,1,0,1,0.0,0.0,0.0,FA,RB,7,2010
242,Matt Lawrence,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,BAL,RB,7,2010
243,Matt Forte,10,41,4.1,10,0,0,5,6,32,6.4,0,1,1,0.0,0.0,19.1,FA,RB,7,2010
244,Marshawn Lynch,24,89,3.7,39,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.3,FA,RB,7,2010
245,Andy Janovich,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1,CLE,RB,7,2010
246,Kenyan Drake,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,29.4,LV,RB,7,2010
247,Jonathan Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6,WAS,RB,7,2010
248,Jordan Howard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,18.7,PHI,RB,7,2010
249,Devontae Booker,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,23.3,NYG,RB,7,2010
250,Alex Collins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,18.8,SEA,RB,7,2010
251,Derek Watt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1,PIT,RB,7,2010
252,Ezekiel Elliott,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.7,DAL,RB,7,2010
253,Peyton Barber,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2,LV,RB,7,2010
254,Dwayne Washington,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1,NO,RB,7,2010
255,Derrick Henry,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,78.0,TEN,RB,7,2010
256,Raheem Mostert,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,13.0,SF,RB,7,2010
257,Michael Burton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1,KC,RB,7,2010
258,Alex Armah Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,WAS,RB,7,2010
259,Aaron Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.9,GB,RB,7,2010
260,Austin Ekeler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.9,LAC,RB,7,2010
261,Chris Carson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,31.7,SEA,RB,7,2010
262,Dare Ogunbowale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,31.1,JAC,RB,7,2010
263,Taquan Mizzell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,NYG,RB,7,2010
264,J.P. Holtz,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,CHI,RB,7,2010
265,J.D. McKissic,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,32.9,WAS,RB,7,2010
266,C.J. Ham,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1,MIN,RB,7,2010
267,Brandin Bryant,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,BUF,RB,7,2010
268,Elijhaa Penny,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1,NYG,RB,7,2010
269,Tarik Cohen,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.0,CHI,RB,7,2010
270,Wayne Gallman Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0,MIN,RB,7,2010
271,Brian Hill,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1,SF,RB,7,2010
272,James Conner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,94.6,ARI,RB,7,2010
273,Corey Clement,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8,DAL,RB,7,2010
274,Marlon Mack,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.6,IND,RB,7,2010
275,Kareem Hunt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,82.1,CLE,RB,7,2010
276,Jamaal Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,58.2,DET,RB,7,2010
277,Samaje Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,15.2,CIN,RB,7,2010
278,Alvin Kamara,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,100.0,NO,RB,7,2010
279,Joe Mixon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.1,CIN,RB,7,2010
280,D'Onta Foreman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,66.5,TEN,RB,7,2010
281,Christian McCaffrey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,47.2,CAR,RB,7,2010
282,Leonard Fournette,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,74.8,TB,RB,7,2010
283,Dalvin Cook,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,100.0,MIN,RB,7,2010
284,Jerick McKinnon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8,KC,RB,7,2010
285,Willie Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,CHI,RB,7,2010
286,James White,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.9,NE,RB,7,2010
287,Damien Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.4,CHI,RB,7,2010
288,Tim Flanders,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,NO,RB,7,2010
289,Devonta Freeman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,74.2,BAL,RB,7,2010
290,Kyle Juszczyk,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0,SF,RB,7,2010
291,Latavius Murray,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,22.2,BAL,RB,7,2010
292,Kenjon Barner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,TB,RB,7,2010
293,Rex Burkhead,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,31.5,HOU,RB,7,2010
294,Carlin Isles,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,DET,RB,7,2010
295,Carlos Hyde,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.9,JAC,RB,7,2010
296,Melvin Gordon III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,87.8,DEN,RB,7,2010
297,Duke Johnson Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.4,MIA,RB,7,2010
298,Tevin Coleman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,18.5,NYJ,RB,7,2010
299,Ameer Abdullah,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,10.4,CAR,RB,7,2010
300,Mike Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,49.7,ATL,RB,7,2010
301,Ty Montgomery,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6,NO,RB,7,2010
302,Malcolm Brown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.6,MIA,RB,7,2010
303,David Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,35.4,HOU,RB,7,2010
304,Keith Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,ATL,RB,7,2010
305,Brennan Clay,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,DEN,RB,7,2010
