player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,year
Will Grier,QB,CAR,2.0,87.0,44.0,62.0,8.0,0.0,68.0,68.0,5.4,6.2,2019
Deebo Samuel,WR,SF,15.0,705.0,47.0,70.0,2.0,11.0,10.0,13.0,132.1,18.7,2019
Ryan Finley,QB,CIN,3.0,190.0,63.0,100.0,5.0,0.0,51.0,51.0,26.7,14.1,2019
Justice Hill,RB,BAL,16.0,187.0,12.0,17.0,31.0,8.0,35.0,39.0,41.5,22.2,2019
Riley Ridley,WR,CHI,5.0,108.0,22.0,30.0,0.0,6.0,6.0,6.0,6.9,6.4,2019
Josh Jacobs,RB,OAK,13.0,460.0,35.0,56.0,53.0,6.0,57.0,58.0,171.6,37.3,2019
Devin Singletary,RB,BUF,12.0,530.0,44.0,67.0,28.0,8.0,34.0,36.0,118.9,22.4,2019
Miles Sanders,RB,PHI,16.0,613.0,38.0,52.0,29.0,10.0,37.0,39.0,168.7,27.5,2019
T.J. Hockenson,TE,DET,12.0,525.0,44.0,63.0,0.0,11.0,6.0,11.0,48.7,9.3,2019
Kaden Smith,TE,NYG,9.0,433.0,48.0,74.0,0.0,10.0,7.0,10.0,44.8,10.3,2019
Tommy Sweeney,TE,BUF,6.0,129.0,22.0,31.0,0.0,10.0,6.0,10.0,11.4,8.8,2019
Patrick Laird,RB,MIA,15.0,290.0,19.0,28.0,21.0,10.0,29.0,32.0,45.2,15.6,2019
Hunter Renfrow,WR,OAK,13.0,435.0,33.0,53.0,0.0,16.0,11.0,16.0,84.5,19.4,2019
Alexander Hollins,WR,MIN,5.0,71.0,14.0,24.0,0.0,6.0,3.0,6.0,4.6,6.5,2019
Foster Moreau,TE,OAK,13.0,371.0,29.0,46.0,0.0,7.0,6.0,7.0,47.4,12.8,2019
Brandon Dillon,TE,MIN,1.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Ty Johnson,RB,DET,16.0,312.0,20.0,29.0,20.0,10.0,28.0,30.0,36.2,11.6,2019
Andy Isabella,WR,ARI,15.0,157.0,10.0,16.0,3.0,8.0,8.0,11.0,26.4,16.8,2019
Dexter Williams,RB,GB,4.0,10.0,3.0,4.0,50.0,0.0,50.0,50.0,1.1,11.0,2019
Parris Campbell,WR,IND,7.0,196.0,28.0,41.0,2.0,12.0,11.0,14.0,20.1,10.3,2019
Terry McLaurin,WR,WAS,14.0,763.0,55.0,92.0,0.0,12.0,8.0,12.0,133.9,17.5,2019
Travis Fulgham,WR,DET,3.0,63.0,21.0,36.0,0.0,5.0,0.0,5.0,0.0,0.0,2019
Trace McSorley,QB,BAL,1.0,1.0,1.0,1.0,100.0,0.0,100.0,100.0,0.1,10.0,2019
Qadree Ollison,RB,ATL,8.0,56.0,7.0,9.0,39.0,4.0,41.0,43.0,29.7,53.0,2019
Jesper Horsted,TE,CHI,6.0,115.0,19.0,27.0,0.0,9.0,7.0,9.0,12.7,11.0,2019
Davion Davis,WR,MIN,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Josh Oliver,TE,JAC,4.0,117.0,29.0,41.0,0.0,5.0,3.0,5.0,1.5,1.3,2019
Ryquell Armstead,RB,JAC,16.0,150.0,9.0,14.0,23.0,16.0,33.0,39.0,37.2,24.8,2019
Keelan Doss,WR,OAK,8.0,181.0,23.0,35.0,0.0,8.0,6.0,8.0,13.3,7.3,2019
Drew Sample,TE,CIN,9.0,108.0,12.0,17.0,0.0,6.0,5.0,6.0,3.0,2.8,2019
Gardner Minshew II,QB,JAC,14.0,903.0,65.0,96.0,7.0,0.0,59.0,59.0,235.3,26.1,2019
Gary Jennings Jr.,WR,MIA,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Trevon Wesco,TE,NYJ,16.0,214.0,13.0,21.0,0.0,1.0,1.0,2.0,4.9,2.3,2019
Alec Ingold,RB,OAK,16.0,208.0,13.0,20.0,5.0,3.0,8.0,8.0,12.1,5.8,2019
Mecole Hardman,WR,KC,16.0,471.0,29.0,44.0,1.0,9.0,6.0,10.0,93.5,19.9,2019
Darrell Henderson Jr.,RB,LAR,13.0,93.0,7.0,10.0,42.0,6.0,46.0,48.0,18.4,19.8,2019
Lil'Jordan Humphrey,WR,NO,5.0,52.0,10.0,15.0,0.0,2.0,0.0,2.0,0.0,0.0,2019
Jakobi Meyers,WR,NE,15.0,416.0,28.0,39.0,0.0,10.0,6.0,10.0,35.9,8.6,2019
Kyler Murray,QB,ARI,16.0,1009.0,63.0,96.0,9.0,0.0,63.0,63.0,297.3,29.5,2019
Isaac Nauta,TE,DET,6.0,41.0,7.0,10.0,0.0,7.0,5.0,7.0,1.3,3.2,2019
Jordan Scarlett,RB,CAR,9.0,7.0,1.0,1.0,57.0,0.0,57.0,57.0,0.9,12.9,2019
Jarrett Stidham,QB,NE,3.0,15.0,5.0,6.0,13.0,0.0,40.0,40.0,-0.6,-4.0,2019
Trayveon Williams,RB,CIN,11.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Benny Snell Jr.,RB,PIT,13.0,166.0,13.0,21.0,65.0,2.0,67.0,67.0,54.9,33.1,2019
Irv Smith Jr.,TE,MIN,16.0,612.0,38.0,60.0,0.0,8.0,6.0,8.0,43.1,7.0,2019
Preston Williams,WR,MIA,8.0,404.0,51.0,80.0,0.0,15.0,8.0,15.0,58.8,14.6,2019
Jace Sternberger,TE,GB,6.0,61.0,10.0,16.0,0.0,2.0,0.0,2.0,0.0,0.0,2019
Diontae Johnson,WR,PIT,16.0,652.0,41.0,65.0,1.0,14.0,10.0,15.0,104.1,16.0,2019
Travis Homer,RB,SEA,16.0,84.0,5.0,8.0,21.0,15.0,35.0,37.0,17.0,20.2,2019
KeeSean Johnson,WR,ARI,10.0,371.0,37.0,54.0,0.0,11.0,6.0,12.0,25.0,6.7,2019
Darwin Thompson,RB,KC,12.0,107.0,9.0,13.0,35.0,9.0,43.0,44.0,23.1,21.6,2019
Alexander Mattison,RB,MIN,13.0,197.0,15.0,23.0,51.0,6.0,56.0,57.0,58.4,29.6,2019
Stanley Morgan Jr.,WR,CIN,11.0,143.0,13.0,19.0,0.0,7.0,2.0,7.0,1.8,1.3,2019
Kerrith Whyte Jr.,RB,PIT,6.0,40.0,7.0,11.0,60.0,3.0,63.0,63.0,13.1,32.8,2019
Devine Ozigbo,RB,JAC,10.0,29.0,3.0,4.0,31.0,17.0,41.0,48.0,5.0,17.2,2019
Dawson Knox,TE,BUF,15.0,647.0,43.0,64.0,0.0,8.0,4.0,8.0,51.7,8.0,2019
Miles Boykin,WR,BAL,16.0,424.0,27.0,38.0,0.0,5.0,3.0,5.0,37.8,8.9,2019
Ashton Dulin,WR,IND,13.0,98.0,8.0,11.0,0.0,2.0,2.0,2.0,1.7,1.7,2019
Jakob Johnson,RB,NE,4.0,71.0,18.0,24.0,0.0,3.0,1.0,3.0,0.5,0.7,2019
Chandler Cox,RB,MIA,13.0,83.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Zach Gentry,TE,PIT,4.0,49.0,12.0,21.0,0.0,2.0,2.0,2.0,0.4,0.8,2019
Cullen Gillaspia,RB,HOU,16.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Juwann Winfree,WR,DEN,3.0,15.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Tony Pollard,RB,DAL,15.0,199.0,13.0,19.0,43.0,10.0,51.0,53.0,74.2,37.3,2019
Darius Slayton,WR,NYG,14.0,702.0,50.0,75.0,0.0,12.0,7.0,12.0,122.0,17.4,2019
Bisi Johnson,WR,MIN,16.0,538.0,34.0,52.0,0.0,8.0,6.0,9.0,48.0,8.9,2019
Scotty Miller,WR,TB,10.0,176.0,18.0,24.0,1.0,15.0,9.0,16.0,27.6,15.7,2019
John Ursua,WR,SEA,3.0,11.0,4.0,5.0,0.0,9.0,9.0,9.0,1.1,10.0,2019
Trenton Irwin,WR,CIN,1.0,9.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Andrew Beck,TE,DEN,16.0,230.0,14.0,23.0,0.0,5.0,5.0,6.0,15.5,6.7,2019
David Blough,QB,DET,5.0,319.0,64.0,100.0,3.0,0.0,57.0,57.0,60.4,18.9,2019
Stephen Carlson,TE,CLE,9.0,204.0,23.0,34.0,0.0,3.0,2.0,3.0,11.1,5.4,2019
Michael Walker,WR,JAC,7.0,7.0,1.0,2.0,0.0,43.0,29.0,43.0,-2.5,-35.7,2019
Carson Meier,TE,ATL,1.0,26.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Hale Hentges,TE,WAS,11.0,231.0,21.0,36.0,0.0,6.0,3.0,6.0,16.3,7.1,2019
Jeff Smith,WR,NYJ,1.0,14.0,14.0,23.0,0.0,14.0,7.0,14.0,1.2,8.6,2019
Khari Blasingame,RB,TEN,6.0,68.0,11.0,18.0,0.0,7.0,6.0,7.0,5.4,7.9,2019
Olamide Zaccheaus,WR,ATL,10.0,87.0,9.0,11.0,0.0,6.0,3.0,6.0,17.5,20.1,2019
Deonte Harty,WR,NO,14.0,66.0,5.0,7.0,6.0,9.0,15.0,15.0,9.5,14.4,2019
Jason Moore Jr.,WR,LAC,10.0,75.0,8.0,11.0,0.0,7.0,3.0,7.0,4.3,5.7,2019
Jalen Guyton,WR,LAC,3.0,18.0,6.0,10.0,0.0,11.0,0.0,11.0,0.0,0.0,2019
Steven Sims Jr.,WR,WAS,16.0,311.0,19.0,33.0,3.0,18.0,14.0,21.0,75.5,24.3,2019
Darrius Shepherd,WR,GB,6.0,53.0,9.0,13.0,0.0,4.0,2.0,4.0,-1.9,-3.6,2019
Austin Walter,RB,NYG,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Ventell Bryant,WR,DAL,12.0,23.0,2.0,3.0,0.0,4.0,4.0,4.0,7.5,32.6,2019
Tony Brooks-James,RB,PIT,3.0,14.0,5.0,7.0,57.0,0.0,57.0,57.0,0.7,5.0,2019
Charles Jones,TE,JAC,4.0,27.0,7.0,9.0,0.0,4.0,4.0,4.0,0.5,1.9,2019
Tom Kennedy,WR,DET,1.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Damion Willis,WR,CIN,10.0,200.0,20.0,31.0,0.0,8.0,5.0,8.0,8.2,4.1,2019
Devlin Hodges,QB,PIT,8.0,376.0,47.0,78.0,6.0,0.0,48.0,48.0,59.4,15.8,2019
Gunner Olszewski,WR,NE,8.0,79.0,10.0,13.0,0.0,5.0,3.0,5.0,1.4,1.8,2019
D'Ernest Johnson,RB,CLE,16.0,44.0,3.0,4.0,9.0,16.0,23.0,25.0,9.2,20.9,2019
