player,team,position,games,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,total_receiving_tgt,receiving_tgt_per_game,total_receiving_tgt_rank,receiving_tgt_per_game_rank
Shane Zylstra,DET,TE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,7.0,2.3333333333333335,364.5,251.0
Keith Kirkwood,CAR,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.3333333333333335,364.5,251.0
Tommy Tremble,CAR,TE,15,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,2.0,0.0,5.0,35.0,2.3333333333333335,198.5,251.0
Chuba Hubbard,CAR,RB,16,2.0,1.0,5.0,2.0,6.0,3.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,37.0,2.3125,194.0,254.0
Denzel Mims,NYJ,WR,10,1.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,23.0,2.3,246.0,255.5
Clyde Edwards-Helaire,KC,RB,10,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,23.0,2.3,246.0,255.5
Malik Turner,DAL,WR,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,16.0,2.2857142857142856,296.0,257.0
Lil'Jordan Humphrey,NO,WR,8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,5.0,2.0,1.0,18.0,2.25,282.0,259.0
Eric Ebron,PIT,TE,8,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.25,282.0,259.0
KhaDarel Hodge,DET,WR,12,0.0,0.0,1.0,1.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,27.0,2.25,224.0,259.0
John Ross,NYG,WR,9,0.0,0.0,0.0,4.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,2.2222222222222223,270.0,261.5
Jerick McKinnon,KC,RB,9,0.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,2.2222222222222223,270.0,261.5
N'Keal Harry,NE,WR,10,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,22.0,2.2,255.0,264.0
Shi Smith,CAR,WR,5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,11.0,2.2,331.0,264.0
Chris Moore,HOU,WR,10,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,22.0,2.2,255.0,264.0
AJ Dillon,GB,RB,17,2.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,4.0,2.0,6.0,5.0,0.0,0.0,1.0,3.0,3.0,1.0,37.0,2.176470588235294,194.0,266.0
Jamaal Williams,DET,RB,13,9.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,28.0,2.1538461538461537,219.5,267.5
Marcedes Lewis,GB,TE,13,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0,4.0,3.0,3.0,0.0,1.0,28.0,2.1538461538461537,219.5,267.5
Ian Thomas,CAR,TE,14,2.0,2.0,0.0,3.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,0.0,30.0,2.142857142857143,212.5,269.5
Nick Vannett,NO,TE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,1.0,1.0,0.0,1.0,15.0,2.142857142857143,303.0,269.5
Rex Burkhead,HOU,RB,15,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,2.0,6.0,4.0,32.0,2.1333333333333333,208.0,271.0
Blake Jarwin,DAL,TE,8,3.0,4.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,2.125,288.0,272.5
Brock Wright,DET,TE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,1.0,3.0,0.0,2.0,17.0,2.125,288.0,272.5
Kendall Hinton,DEN,WR,11,0.0,1.0,0.0,3.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,23.0,2.090909090909091,246.0,274.5
Jimmy Graham,CHI,TE,11,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,23.0,2.090909090909091,246.0,274.5
Brandon Zylstra,CAR,WR,12,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,4.0,0.0,0.0,2.0,25.0,2.0833333333333335,235.5,276.0
Samaje Perine,CIN,RB,15,1.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,0.0,31.0,2.066666666666667,210.5,277.0
Jacob Hollister,JAC,TE,7,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,14.0,2.0,308.5,283.0
David Moore,DEN,WR,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,480.0,283.0
Will Dissly,SEA,TE,13,3.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,26.0,2.0,228.0,283.0
Ryquell Armstead,JAC,RB,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,428.5,283.0
Ethan Wolf,NO,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,480.0,283.0
Trey Ragas,LV,RB,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,480.0,283.0
Tarik Black,NYJ,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,480.0,283.0
Richard Rodgers,PHI,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,480.0,283.0
C.J. Saunders,CAR,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,480.0,283.0
Reggie Bonnafon,WAS,RB,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,480.0,283.0
Geronimo Allison,DET,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,480.0,283.0
Sony Michel,LAR,RB,17,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,33.0,1.9411764705882353,205.0,289.0
Donald Parham Jr.,LAC,TE,14,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,5.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,27.0,1.9285714285714286,224.0,290.0
D'Ernest Johnson,CLE,RB,13,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,1.0,25.0,1.9230769230769231,235.5,291.5
John Bates,WAS,TE,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,25.0,1.9230769230769231,235.5,291.5
Cam Sims,WAS,WR,12,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,3.0,5.0,1.0,23.0,1.9166666666666667,246.0,293.5
Damien Williams,CHI,RB,12,5.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,23.0,1.9166666666666667,246.0,293.5
O.J. Howard,TB,TE,11,0.0,1.0,1.0,1.0,3.0,7.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.9090909090909092,262.0,295.0
Chris Evans,CIN,RB,9,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,17.0,1.8888888888888888,288.0,296.5
Jeff Smith,NYJ,WR,9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,17.0,1.8888888888888888,288.0,296.5
Harrison Bryant,CLE,TE,15,2.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,28.0,1.8666666666666667,219.5,298.0
Ty Montgomery,NO,RB,14,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,26.0,1.8571428571428572,228.0,299.5
Ty Montgomery,NO,WR,14,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,26.0,1.8571428571428572,228.0,299.5
Carlos Hyde,JAC,RB,12,2.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,22.0,1.8333333333333333,255.0,301.0
Curtis Samuel,WAS,WR,5,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,1.8,344.0,302.0
Nick Chubb,CLE,RB,14,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,4.0,1.0,4.0,1.0,1.0,25.0,1.7857142857142858,235.5,303.5
Justin Jackson,LAC,RB,14,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,9.0,3.0,1.0,25.0,1.7857142857142858,235.5,303.5
Isaiah Ford,MIA,WR,9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,16.0,1.7777777777777777,296.0,305.5
Adam Shaheen,MIA,TE,9,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.7777777777777777,296.0,305.5
Anthony Schwartz,CLE,WR,13,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,23.0,1.7692307692307692,246.0,307.0
Mack Hollins,MIA,WR,16,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,6.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,28.0,1.75,219.5,308.5
Kendall Blanton,LAR,TE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,1.75,364.5,308.5
Isaiah McKenzie,BUF,WR,15,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,12.0,2.0,1.0,26.0,1.7333333333333334,228.0,310.0
Salvon Ahmed,MIA,RB,11,3.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.7272727272727273,277.5,311.0
Tommy Sweeney,BUF,TE,7,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.7142857142857142,323.0,312.5
Alec Ingold,LV,RB,7,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.7142857142857142,323.0,312.5
Juwan Johnson,NO,TE,13,3.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,22.0,1.6923076923076923,255.0,314.5
Juwan Johnson,NO,WR,13,3.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,22.0,1.6923076923076923,255.0,314.5
Ben Skowronek,LAR,WR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0,20.0,1.6666666666666667,270.0,318.0
Darren Fells,DET,TE,3,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6666666666666667,403.0,318.0
Trent Sherfield,SF,WR,12,3.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,1.0,20.0,1.6666666666666667,270.0,318.0
Elijah Mitchell,SF,RB,12,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,20.0,1.6666666666666667,270.0,318.0
Dazz Newsome,CHI,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0,1.6666666666666667,403.0,318.0
Patrick Ricard,BAL,RB,8,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.625,315.0,321.0
Dare Ogunbowale,JAC,RB,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,6.0,21.0,1.6153846153846154,262.0,322.0
Jesse James,CHI,TE,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.6,353.0,324.0
Chris Hogan,NO,WR,5,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,353.0,324.0
Craig Reynolds,DET,RB,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,8.0,1.6,353.0,324.0
Mike Thomas,CIN,WR,7,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.5714285714285714,331.0,326.0
Dax Milne,WAS,WR,9,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,1.5555555555555556,308.5,328.0
Jalen Richard,LV,RB,9,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,14.0,1.5555555555555556,308.5,328.0
Josh Gordon,KC,WR,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,14.0,1.5555555555555556,308.5,328.0
Chris Carson,SEA,RB,4,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5,378.5,336.0
Tommy Hudson,TEN,TE,4,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5,378.5,336.0
David Sills V,NYG,WR,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,1.5,378.5,336.0
Parker Hesse,ATL,TE,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.5,378.5,336.0
Cam Akers,LAR,RB,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,452.0,336.0
Davion Davis,HOU,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,452.0,336.0
Willie Snead IV,CAR,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.5,452.0,336.0
Mike Strachan,IND,WR,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,452.0,336.0
Scotty Miller,TB,WR,6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,9.0,1.5,344.0,336.0
Drew Sample,CIN,TE,10,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,15.0,1.5,303.0,336.0
Rhamondre Stevenson,NE,RB,12,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0,1.5,282.0,336.0
Kylen Granson,IND,TE,10,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,15.0,1.5,303.0,336.0
Ty'Son Williams,BAL,RB,8,4.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.5,323.0,336.0
MyCole Pruitt,TEN,TE,13,0.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,19.0,1.4615384615384615,277.5,343.0
Tevin Coleman,NYJ,RB,11,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,16.0,1.4545454545454546,296.0,344.5
Boston Scott,PHI,RB,11,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,1.4545454545454546,296.0,344.5
Noah Gray,KC,TE,7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,1.4285714285714286,338.0,347.0
Travis Homer,SEA,RB,14,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,20.0,1.4285714285714286,270.0,347.0
Tom Kennedy,DET,WR,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,10.0,1.4285714285714286,338.0,347.0
Equanimeous St. Brown,GB,WR,12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,17.0,1.4166666666666667,288.0,349.0
Demetric Felton,CLE,RB,15,0.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,21.0,1.4,262.0,350.5
Demetric Felton,CLE,WR,15,0.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,21.0,1.4,262.0,350.5
Ashton Dulin,IND,WR,16,0.0,2.0,0.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,22.0,1.375,255.0,352.5
Pharoh Cooper,NYG,WR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,11.0,1.375,331.0,352.5
Josh Oliver,BAL,TE,11,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,1.3636363636363635,303.0,354.0
Stephen Anderson,LAC,TE,14,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,19.0,1.3571428571428572,277.5,355.0
DeeJay Dallas,SEA,RB,17,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,23.0,1.3529411764705883,246.0,356.0
Jaylen Samuels,ARI,RB,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,1.3333333333333333,428.5,360.5
Royce Freeman,HOU,RB,12,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,16.0,1.3333333333333333,296.0,360.5
Damien Harris,NE,RB,15,3.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,20.0,1.3333333333333333,270.0,360.5
Jaelon Darden,TB,WR,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,12.0,1.3333333333333333,323.0,360.5
Le'Veon Bell,TB,RB,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.3333333333333333,428.5,360.5
Colby Parkinson,SEA,TE,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,1.3333333333333333,353.0,360.5
Ke'Shawn Vaughn,TB,RB,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,8.0,1.3333333333333333,353.0,360.5
Tre' McKitty,LAC,TE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,8.0,1.3333333333333333,353.0,360.5
Peyton Barber,LV,RB,10,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,13.0,1.3,315.0,365.0
Matt Breida,BUF,RB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.2857142857142858,344.0,366.0
Kevin White,NO,WR,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,403.0,370.0
Jody Fortson,KC,TE,4,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,403.0,370.0
Cameron Batson,TEN,WR,4,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,403.0,370.0
Jody Fortson,KC,WR,4,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,403.0,370.0
Mitchell Wilcox,CIN,TE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,403.0,370.0
Ross Dwelley,SF,TE,4,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,403.0,370.0
Antony Auclair,HOU,TE,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.25,403.0,370.0
Luke Farrell,JAC,TE,9,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,1.2222222222222223,331.0,374.5
D'Onta Foreman,TEN,RB,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,11.0,1.2222222222222223,331.0,374.5
Eric Saubert,DEN,TE,10,2.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.2,323.0,378.0
C.J. Ham,MIN,RB,15,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,18.0,1.2,282.0,378.0
Jonathan Williams,WAS,RB,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,6.0,1.2,378.5,378.0
