rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,year,team
37.0,David Johnson,94.0,345.0,3.7,18.0,0.0,2.0,36.0,47.0,370.0,10.3,4.0,1.0,13.0,105.5,8.1,35.4,RB,2019,team
38.0,Jordan Howard,119.0,525.0,4.4,20.0,1.0,6.0,10.0,14.0,69.0,6.9,1.0,0.0,10.0,101.4,10.1,18.7,RB,2019,team
39.0,Peyton Barber,154.0,470.0,3.1,17.0,0.0,6.0,16.0,24.0,115.0,7.2,1.0,1.0,16.0,100.5,6.3,1.2,RB,2019,team
40.0,Royce Freeman,132.0,496.0,3.8,26.0,1.0,3.0,43.0,50.0,256.0,6.0,1.0,0.0,16.0,99.2,6.2,5.2,RB,2019,team
41.0,LeSean McCoy,101.0,465.0,4.6,39.0,4.0,4.0,28.0,34.0,181.0,6.5,1.0,2.0,13.0,90.6,7.0,2.0,RB,2019,team
42.0,DeAndre Washington,108.0,387.0,3.6,36.0,1.0,3.0,36.0,41.0,292.0,8.1,0.0,0.0,16.0,85.9,5.4,11.0,RB,2019,team
43.0,Gus Edwards,133.0,711.0,5.3,63.0,5.0,2.0,7.0,7.0,45.0,6.4,0.0,1.0,16.0,85.6,5.4,9.6,RB,2019,team
44.0,Tarik Cohen,64.0,213.0,3.3,19.0,0.0,0.0,79.0,104.0,456.0,5.8,3.0,0.0,16.0,84.9,5.3,3.0,RB,2019,team
45.0,Matt Breida,123.0,623.0,5.1,83.0,4.0,1.0,19.0,22.0,120.0,6.3,1.0,1.0,13.0,84.3,6.5,8.2,RB,2019,team
46.0,Frank Gore,166.0,599.0,3.6,41.0,4.0,2.0,13.0,16.0,100.0,7.7,0.0,0.0,16.0,81.9,5.1,12.2,RB,2019,team
47.0,Kerryon Johnson,113.0,403.0,3.6,20.0,1.0,3.0,10.0,15.0,127.0,12.7,1.0,1.0,8.0,75.0,9.4,0.1,RB,2019,team
48.0,Tony Pollard,86.0,455.0,5.3,44.0,4.0,2.0,15.0,20.0,107.0,7.1,1.0,1.0,15.0,74.2,4.9,75.3,RB,2019,team
49.0,Rex Burkhead,65.0,302.0,4.6,33.0,1.0,3.0,27.0,38.0,279.0,10.3,0.0,1.0,13.0,74.1,5.7,31.5,RB,2019,team
50.0,Nyheim Hines,52.0,199.0,3.8,18.0,0.0,2.0,44.0,58.0,320.0,7.3,0.0,1.0,16.0,73.9,4.6,44.8,RB,2019,team
51.0,Boston Scott,61.0,245.0,4.0,25.0,1.0,5.0,24.0,26.0,204.0,8.5,0.0,1.0,11.0,72.9,6.6,27.7,RB,2019,team
52.0,Chase Edmonds,60.0,303.0,5.1,37.0,4.0,4.0,12.0,21.0,105.0,8.8,1.0,0.0,13.0,70.8,5.4,85.1,RB,2019,team
53.0,Rashaad Penny,65.0,370.0,5.7,58.0,4.0,3.0,8.0,11.0,83.0,10.4,1.0,1.0,10.0,67.3,6.7,78.9,RB,2019,team
54.0,Kareem Hunt,43.0,179.0,4.2,16.0,0.0,2.0,37.0,44.0,285.0,7.7,1.0,0.0,9.0,64.4,7.2,82.1,RB,2019,team
55.0,Jaylen Samuels,66.0,175.0,2.7,13.0,0.0,1.0,47.0,57.0,305.0,6.5,1.0,1.0,14.0,58.4,4.2,0.1,RB,2019,team
56.0,Alexander Mattison,100.0,462.0,4.6,35.0,4.0,1.0,10.0,12.0,82.0,8.2,0.0,1.0,13.0,58.4,4.5,75.0,RB,2019,team
57.0,Brian Hill,78.0,323.0,4.1,27.0,2.0,2.0,10.0,14.0,69.0,6.9,1.0,0.0,12.0,57.2,4.8,0.1,RB,2019,team
58.0,Malcolm Brown,69.0,255.0,3.7,17.0,0.0,5.0,2.0,6.0,16.0,8.0,0.0,0.0,14.0,57.1,4.1,3.6,RB,2019,team
60.0,Darrel Williams,41.0,141.0,3.4,41.0,1.0,3.0,15.0,20.0,167.0,11.1,1.0,1.0,12.0,52.8,4.4,79.6,RB,2019,team
61.0,Chris Thompson,37.0,138.0,3.7,16.0,0.0,0.0,42.0,58.0,378.0,9.0,0.0,0.0,11.0,51.6,4.7,0.0,RB,2019,team
62.0,Derrius Guice,42.0,245.0,5.8,60.0,3.0,2.0,7.0,9.0,79.0,11.3,1.0,0.0,5.0,50.4,10.1,1.1,RB,2019,team
63.0,J.D. McKissic,38.0,205.0,5.4,44.0,2.0,0.0,34.0,42.0,233.0,6.9,1.0,0.0,16.0,49.8,3.1,32.9,RB,2019,team
64.0,Jordan Wilkins,51.0,307.0,6.0,55.0,2.0,2.0,7.0,11.0,43.0,6.1,0.0,0.0,14.0,47.0,3.4,0.0,RB,2019,team
65.0,Mike Boone,49.0,273.0,5.6,59.0,3.0,3.0,3.0,4.0,17.0,5.7,0.0,0.0,16.0,47.0,2.9,1.5,RB,2019,team
66.0,Jalen Richard,39.0,145.0,3.7,13.0,0.0,0.0,36.0,43.0,323.0,9.0,0.0,0.0,16.0,46.8,2.9,0.7,RB,2019,team
67.0,Patrick Laird,62.0,168.0,2.7,18.0,0.0,1.0,23.0,30.0,204.0,8.9,0.0,0.0,15.0,45.2,3.0,0.0,RB,2019,team
69.0,Bo Scarbrough,89.0,377.0,4.2,30.0,2.0,1.0,1.0,4.0,5.0,5.0,0.0,1.0,6.0,42.2,7.0,0.0,RB,2019,team
70.0,Brandon Bolden,15.0,68.0,4.5,21.0,1.0,3.0,9.0,11.0,111.0,12.3,1.0,0.0,15.0,41.9,2.8,10.7,RB,2019,team
71.0,Justice Hill,58.0,225.0,3.9,18.0,0.0,2.0,8.0,15.0,70.0,8.8,0.0,0.0,16.0,41.5,2.6,0.1,RB,2019,team
72.0,Dion Lewis,54.0,209.0,3.9,17.0,0.0,0.0,25.0,32.0,164.0,6.6,1.0,1.0,16.0,41.3,2.6,2.0,RB,2019,team
73.0,Dare Ogunbowale,11.0,17.0,1.5,12.0,0.0,2.0,35.0,46.0,286.0,8.2,0.0,1.0,16.0,40.3,2.5,31.1,RB,2019,team
74.0,Giovani Bernard,53.0,170.0,3.2,25.0,1.0,0.0,30.0,43.0,234.0,7.8,0.0,1.0,16.0,38.4,2.4,5.4,RB,2019,team
75.0,Kalen Ballage,74.0,135.0,1.8,8.0,0.0,3.0,14.0,24.0,63.0,4.5,0.0,0.0,12.0,37.8,3.2,0.1,RB,2019,team
76.0,Ryquell Armstead,35.0,108.0,3.1,16.0,0.0,0.0,14.0,24.0,144.0,10.3,2.0,0.0,16.0,37.2,2.3,0.0,RB,2019,team
78.0,Ty Johnson,63.0,273.0,4.3,40.0,1.0,0.0,24.0,31.0,109.0,4.5,0.0,1.0,16.0,36.2,2.3,15.8,RB,2019,team
79.0,Jonathan Williams,49.0,235.0,4.8,48.0,1.0,1.0,5.0,5.0,59.0,11.8,0.0,0.0,9.0,35.4,3.9,0.6,RB,2019,team
80.0,Kyle Juszczyk,3.0,7.0,2.3,6.0,0.0,0.0,20.0,24.0,239.0,12.0,1.0,0.0,12.0,30.6,2.6,1.0,RB,2019,team
81.0,Qadree Ollison,22.0,50.0,2.3,6.0,0.0,4.0,1.0,2.0,7.0,7.0,0.0,0.0,8.0,29.7,3.7,0.3,RB,2019,team
82.0,Mark Walton,53.0,201.0,3.8,19.0,0.0,0.0,15.0,21.0,89.0,5.9,0.0,1.0,7.0,27.0,3.9,2.0,RB,2019,team
83.0,Bilal Powell,59.0,229.0,3.9,17.0,0.0,0.0,7.0,12.0,33.0,4.7,0.0,0.0,14.0,26.2,1.9,0.0,RB,2019,team
84.0,Dontrell Hilliard,13.0,49.0,3.8,11.0,0.0,2.0,12.0,15.0,92.0,7.7,0.0,0.0,14.0,26.1,1.9,27.5,RB,2019,team
85.0,Ito Smith,22.0,106.0,4.8,28.0,1.0,1.0,11.0,14.0,87.0,7.9,0.0,0.0,7.0,25.3,3.6,0.0,RB,2019,team
86.0,Myles Gaskin,36.0,133.0,3.7,27.0,1.0,1.0,7.0,12.0,51.0,7.3,0.0,0.0,7.0,24.4,3.5,83.2,RB,2019,team
87.0,Ameer Abdullah,23.0,115.0,5.0,15.0,0.0,0.0,15.0,21.0,88.0,5.9,1.0,1.0,16.0,24.3,1.5,10.4,RB,2019,team
88.0,Reggie Bonnafon,16.0,116.0,7.3,59.0,1.0,1.0,6.0,10.0,57.0,9.5,0.0,0.0,16.0,23.3,1.5,0.0,RB,2019,team
89.0,Darwin Thompson,37.0,128.0,3.5,12.0,0.0,1.0,9.0,10.0,43.0,4.8,0.0,0.0,12.0,23.1,1.9,0.0,RB,2019,team
90.0,Justin Jackson,29.0,200.0,6.9,40.0,3.0,0.0,9.0,11.0,22.0,2.4,0.0,0.0,7.0,22.2,3.2,42.5,RB,2019,team
91.0,C.J. Ham,7.0,17.0,2.4,9.0,0.0,0.0,17.0,26.0,149.0,8.8,1.0,1.0,16.0,20.6,1.3,0.1,RB,2019,team
92.0,Ty Montgomery,32.0,103.0,3.2,15.0,0.0,0.0,13.0,17.0,90.0,6.9,0.0,0.0,16.0,19.3,1.2,0.6,RB,2019,team
93.0,C.J. Prosise,23.0,72.0,3.1,17.0,0.0,1.0,10.0,12.0,76.0,7.6,0.0,1.0,9.0,18.8,2.1,0.0,RB,2019,team
95.0,Travis Homer,18.0,114.0,6.3,29.0,1.0,0.0,11.0,13.0,56.0,5.1,0.0,0.0,16.0,17.0,1.1,0.3,RB,2019,team
96.0,T.J. Yeldon,17.0,63.0,3.7,12.0,0.0,0.0,13.0,15.0,124.0,9.5,0.0,1.0,6.0,16.7,2.8,0.0,RB,2019,team
97.0,Wendell Smallwood,22.0,81.0,3.7,17.0,0.0,0.0,9.0,13.0,64.0,7.1,0.0,0.0,15.0,14.5,1.0,0.0,RB,2019,team
98.0,Wes Hills,10.0,21.0,2.1,15.0,0.0,2.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,14.2,14.2,0.1,RB,2019,team
99.0,Trey Edmunds,22.0,92.0,4.2,45.0,1.0,0.0,6.0,7.0,48.0,8.0,0.0,0.0,12.0,14.0,1.2,0.0,RB,2019,team
101.0,Alec Ingold,10.0,17.0,1.7,4.0,0.0,0.0,6.0,6.0,44.0,7.3,1.0,0.0,16.0,12.1,0.8,0.1,RB,2019,team
102.0,Darren Sproles,17.0,66.0,3.9,17.0,0.0,0.0,6.0,10.0,24.0,4.0,0.0,0.0,6.0,11.0,1.8,0.1,RB,2019,team
103.0,Javorius Allen,10.0,36.0,3.6,19.0,0.0,1.0,1.0,2.0,9.0,9.0,0.0,0.0,11.0,10.5,1.0,0.1,RB,2019,team
104.0,Andy Janovich,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,42.0,8.4,0.0,0.0,8.0,10.3,1.3,0.1,RB,2019,team
105.0,Derek Watt,7.0,10.0,1.4,3.0,0.0,1.0,3.0,5.0,32.0,10.7,0.0,0.0,16.0,10.2,0.6,0.1,RB,2019,team
106.0,Danny Vitale,1.0,3.0,3.0,3.0,0.0,0.0,7.0,12.0,97.0,13.9,0.0,0.0,15.0,10.0,0.7,0.0,RB,2019,team
107.0,Marshawn Lynch,12.0,34.0,2.8,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.4,4.7,0.3,RB,2019,team
108.0,D'Ernest Johnson,4.0,21.0,5.3,13.0,0.0,0.0,6.0,7.0,71.0,11.8,0.0,0.0,16.0,9.2,0.6,18.7,RB,2019,team
109.0,Kenjon Barner,4.0,28.0,7.0,12.0,0.0,0.0,6.0,8.0,22.0,3.7,0.0,1.0,14.0,9.1,0.7,0.0,RB,2019,team
111.0,Troymaine Pope,10.0,20.0,2.0,8.0,0.0,0.0,2.0,3.0,14.0,7.0,1.0,1.0,14.0,7.4,0.5,0.0,RB,2019,team
112.0,Spencer Ware,17.0,51.0,3.0,6.0,0.0,0.0,5.0,7.0,22.0,4.4,0.0,0.0,3.0,7.3,2.4,0.0,RB,2019,team
113.0,Devontae Booker,2.0,9.0,4.5,5.0,0.0,0.0,6.0,9.0,57.0,9.5,0.0,0.0,16.0,6.6,0.4,23.3,RB,2019,team
114.0,Dwayne Washington,8.0,60.0,7.5,31.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,16.0,6.6,0.4,0.1,RB,2019,team
115.0,Tra Carson,18.0,48.0,2.7,12.0,0.0,0.0,4.0,4.0,18.0,4.5,0.0,0.0,4.0,6.6,1.7,0.0,RB,2019,team
116.0,Zach Line,7.0,20.0,2.9,5.0,0.0,0.0,6.0,10.0,36.0,6.0,0.0,0.0,12.0,5.6,0.5,0.0,RB,2019,team
117.0,Khari Blasingame,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,54.0,13.5,0.0,0.0,6.0,5.4,0.9,0.0,RB,2019,team
118.0,Jon Hilliman,30.0,91.0,3.0,10.0,0.0,0.0,3.0,4.0,1.0,0.3,0.0,2.0,3.0,5.2,1.7,0.1,RB,2019,team
119.0,Devine Ozigbo,9.0,27.0,3.0,9.0,0.0,0.0,3.0,5.0,23.0,7.7,0.0,0.0,10.0,5.0,0.5,0.0,RB,2019,team
120.0,Taiwan Jones,9.0,40.0,4.4,11.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,11.0,4.9,0.4,0.0,RB,2019,team
121.0,Mike Davis,13.0,27.0,2.1,8.0,0.0,0.0,7.0,8.0,22.0,3.1,0.0,0.0,12.0,4.9,0.4,49.7,RB,2019,team
122.0,Patrick DiMarco,3.0,7.0,2.3,4.0,0.0,0.0,5.0,7.0,41.0,8.2,0.0,0.0,16.0,4.8,0.3,0.0,RB,2019,team
123.0,Elijhaa Penny,15.0,39.0,2.6,6.0,0.0,0.0,2.0,4.0,9.0,4.5,0.0,0.0,16.0,4.8,0.3,0.1,RB,2019,team
124.0,C.J. Anderson,16.0,43.0,2.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.3,2.2,1.0,RB,2019,team
125.0,Paul Perkins,12.0,29.0,2.4,13.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,4.0,3.8,1.0,0.0,RB,2019,team
126.0,Anthony Sherman,4.0,9.0,2.3,5.0,0.0,0.0,2.0,3.0,22.0,11.0,0.0,0.0,16.0,3.1,0.2,0.0,RB,2019,team
127.0,Jay Ajayi,10.0,30.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.8,7.0,RB,2019,team
128.0,Dalyn Dawkins,11.0,26.0,2.4,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.6,1.3,0.1,RB,2019,team
129.0,T.J. Logan,3.0,10.0,3.3,6.0,0.0,0.0,2.0,3.0,13.0,6.5,0.0,0.0,12.0,2.3,0.2,0.0,RB,2019,team
130.0,Tyler Ervin,1.0,10.0,10.0,10.0,0.0,0.0,2.0,4.0,11.0,5.5,0.0,0.0,10.0,2.1,0.2,0.0,RB,2019,team
131.0,Keith Smith,5.0,8.0,1.6,3.0,0.0,0.0,1.0,4.0,13.0,13.0,0.0,0.0,16.0,2.1,0.1,0.0,RB,2019,team
132.0,Nick Bawden,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,17.0,4.3,0.0,0.0,10.0,1.7,0.2,0.0,RB,2019,team
133.0,Zach Zenner,3.0,-2.0,-0.7,1.0,0.0,0.0,2.0,3.0,19.0,9.5,0.0,0.0,6.0,1.7,0.3,0.0,RB,2019,team
134.0,Samaje Perine,5.0,16.0,3.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.6,0.2,15.2,RB,2019,team
135.0,Damien Harris,4.0,12.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.6,89.8,RB,2019,team
136.0,Josh Adams,8.0,12.0,1.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,0.4,0.0,RB,2019,team
137.0,Dexter Williams,5.0,11.0,2.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.1,0.3,0.0,RB,2019,team
138.0,Buddy Howell,5.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.1,0.0,RB,2019,team
139.0,Josh Ferguson,3.0,9.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,0.5,0.0,RB,2019,team
140.0,Jordan Scarlett,4.0,9.0,2.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0.1,0.0,RB,2019,team
141.0,John Kelly,3.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.9,0.2,0.0,RB,2019,team
142.0,Ricky Ortiz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,2.0,0.8,0.4,0.0,RB,2019,team
143.0,Ryan Nall,2.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,0.1,0.0,RB,2019,team
144.0,Tony Brooks-James,8.0,7.0,0.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7,0.2,0.0,RB,2019,team
145.0,De'Lance Turner,4.0,6.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.6,0.1,0.1,RB,2019,team
146.0,Jakob Johnson,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,4.0,0.5,0.1,0.0,RB,2019,team
147.0,Alfred Morris,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,RB,2019,team
148.0,Roosevelt Nix,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,3.0,0.4,0.1,0.0,RB,2019,team
149.0,Senorise Perry,3.0,3.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.4,0.0,0.0,RB,2019,team
150.0,James Develin,2.0,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.2,0.0,RB,2019,team
183.0,Andrew Beck,1.0,3.0,3.0,3.0,0.0,0.0,9.0,12.0,90.0,10.0,1.0,0.0,16.0,0.0,0.0,0.0,RB,2019,team
257.0,Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,11.5,1.0,0.0,14.0,0.0,0.0,0.0,RB,2019,team
