rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
17.0,Dak Prescott,24.0,28.0,85.7,248.0,8.9,1.0,0.0,7.0,5.0,22.0,0.0,1.0,1.0,14.1,14.1,98.2,QB,13,2018,DAL
18.0,Baker Mayfield,29.0,43.0,67.4,397.0,9.2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,13.9,26.4,QB,13,2018,CLE
19.0,Chase Daniel,26.0,39.0,66.7,285.0,7.3,1.0,2.0,5.0,4.0,4.0,0.0,0.0,1.0,11.8,11.8,0.1,QB,13,2018,CHI
20.0,Case Keenum,12.0,21.0,57.1,151.0,7.2,1.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0,10.9,10.9,0.9,QB,13,2018,DEN
21.0,Matthew Stafford,20.0,33.0,60.6,245.0,7.4,1.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,10.0,97.2,QB,13,2018,DET
22.0,Jeff Driskel,25.0,38.0,65.8,236.0,6.2,1.0,1.0,4.0,3.0,3.0,0.0,1.0,1.0,9.7,9.7,0.0,QB,13,2018,CIN
23.0,Andrew Luck,33.0,52.0,63.5,248.0,4.8,0.0,1.0,3.0,2.0,16.0,0.0,0.0,1.0,9.5,9.5,2.2,QB,13,2018,IND
24.0,Josh Rosen,11.0,26.0,42.3,149.0,5.7,0.0,0.0,2.0,2.0,32.0,0.0,0.0,1.0,9.2,9.2,0.0,QB,13,2018,ARI
25.0,Cody Kessler,18.0,24.0,75.0,150.0,6.3,0.0,0.0,3.0,5.0,28.0,0.0,0.0,1.0,8.8,8.8,0.1,QB,13,2018,JAC
26.0,Eli Manning,19.0,35.0,54.3,170.0,4.9,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,2.3,QB,13,2018,NYG
27.0,Jared Goff,17.0,33.0,51.5,207.0,6.3,1.0,1.0,2.0,2.0,-2.0,0.0,1.0,1.0,8.1,8.1,5.3,QB,13,2018,LAR
28.0,Kirk Cousins,32.0,44.0,72.7,201.0,4.6,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,70.7,QB,13,2018,MIN
29.0,Matt Ryan,16.0,26.0,61.5,131.0,5.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,1.0,7.6,7.6,36.3,QB,13,2018,ATL
30.0,Drew Brees,18.0,28.0,64.3,127.0,4.5,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,7.3,7.3,35.7,QB,13,2018,NO
31.0,Josh McCown,17.0,30.0,56.7,128.0,4.3,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,3.4,3.4,0.0,QB,13,2018,NYJ
32.0,Mark Sanchez,13.0,21.0,61.9,100.0,4.8,0.0,1.0,2.0,1.0,8.0,0.0,0.0,1.0,2.8,2.8,0.1,QB,13,2018,WAS
33.0,Colt McCoy,4.0,4.0,100.0,50.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.4,QB,13,2018,WAS
127.0,Taylor Heinicke,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.2,QB,13,2018,CAR
130.0,Blaine Gabbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-0.1,-0.1,0.1,QB,13,2018,TEN
