player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Penny Hart,WR,SEA,1,9,9,13,0,11,11,11,-0.1,-1.1,13,2010
Jeff Smith,WR,NYJ,1,15,15,25,0,0,0,0,0.0,0.0,13,2010
Donald Parham Jr.,TE,LAC,1,16,16,25,0,25,13,25,0.3,1.9,13,2010
Olamide Zaccheaus,WR,ATL,1,43,43,61,2,12,9,14,4.6,10.7,13,2010
Deonte Harty,WR,NO,1,28,28,40,4,29,18,32,15.9,56.8,13,2010
Jalen Guyton,WR,LAC,1,34,34,53,3,12,15,15,14.9,43.8,13,2010
Austin Walter,RB,NYJ,1,8,8,14,13,25,38,38,1.1,13.8,13,2010
Joe Burrow,QB,CIN,1,76,76,100,1,0,54,54,18.6,24.5,13,2010
Tua Tagovailoa,QB,MIA,1,69,69,100,3,0,62,62,17.9,25.9,13,2010
Jerry Jeudy,WR,DEN,1,56,56,73,0,11,7,11,7.7,13.8,13,2010
CeeDee Lamb,WR,DAL,1,62,62,89,2,21,13,23,12.2,19.7,13,2010
Tee Higgins,WR,CIN,1,60,60,79,0,23,15,23,19.8,33.0,13,2010
Jonathan Taylor,RB,IND,1,55,55,76,58,0,58,58,24.3,44.2,13,2010
Jalen Reagor,WR,PHI,1,48,48,68,2,2,4,4,0.7,1.5,13,2010
Laviska Shenault Jr.,WR,JAC,1,31,31,53,10,16,19,26,3.1,10.0,13,2010
DeVonta Smith,WR,PHI,1,44,44,62,0,9,5,9,1.5,3.4,13,2010
Cole Kmet,TE,CHI,1,55,55,72,0,13,5,13,4.1,7.5,13,2010
Justin Jefferson,WR,MIN,1,69,69,91,1,20,19,23,24.6,35.7,13,2010
Brandon Aiyuk,WR,SF,1,54,54,93,0,11,6,11,5.5,10.2,13,2010
Zack Moss,RB,BUF,1,24,24,41,33,13,42,46,3.3,13.8,13,2010
Devin Duvernay,WR,BAL,1,44,44,59,0,7,5,7,2.1,4.8,13,2010
Michael Pittman Jr.,WR,IND,1,54,54,75,4,15,15,19,11.0,20.4,13,2010
Najee Harris,RB,PIT,1,58,58,97,36,9,45,45,10.7,18.4,13,2010
Clyde Edwards-Helaire,RB,KC,1,29,29,51,48,10,59,59,8.2,28.3,13,2010
Denzel Mims,WR,NYJ,1,21,21,36,0,5,5,5,0.4,1.9,13,2010
Eno Benjamin,RB,ARI,1,4,4,8,50,25,75,75,1.3,32.5,13,2010
Gabriel Davis,WR,BUF,1,16,16,28,0,25,13,25,9.0,56.3,13,2010
Salvon Ahmed,RB,MIA,1,22,22,32,36,0,36,36,2.3,10.5,13,2010
Van Jefferson,WR,LAR,1,53,53,78,0,15,11,15,10.1,19.1,13,2010
Marquez Callaway,WR,NO,1,48,48,69,0,8,2,8,1.3,2.7,13,2010
DeeJay Dallas,RB,SEA,1,2,2,3,0,0,0,0,0.0,0.0,13,2010
Juwan Johnson,TE,NO,1,24,24,34,0,4,4,4,2.7,11.3,13,2010
Jauan Jennings,WR,SF,1,29,29,50,0,3,3,3,0.8,2.8,13,2010
Antonio Gibson,RB,WAS,1,55,55,82,42,11,51,53,17.1,31.1,13,2010
James Robinson,RB,JAC,1,26,26,45,31,15,35,46,1.5,5.8,13,2010
Charlie Woerner,TE,SF,1,7,7,12,0,0,0,0,0.0,0.0,13,2010
K.J. Osborn,WR,MIN,1,70,70,92,0,10,6,10,10.7,15.3,13,2010
Quez Watkins,WR,PHI,1,55,55,77,0,5,5,5,6.0,10.9,13,2010
Freddie Swain,WR,SEA,1,32,32,46,0,9,9,9,1.8,5.6,13,2010
Cody White,WR,PIT,1,1,1,2,0,0,0,0,0.0,0.0,13,2010
Trevor Lawrence,QB,JAC,1,58,58,100,7,0,55,55,6.8,11.7,13,2010
Ja'Marr Chase,WR,CIN,1,73,73,96,0,11,7,11,5.2,7.1,13,2010
Jaylen Waddle,WR,MIA,1,53,53,77,0,21,17,21,9.0,17.0,13,2010
Rashod Bateman,WR,BAL,1,33,33,45,0,3,0,3,0.0,0.0,13,2010
Rondale Moore,WR,ARI,1,23,23,43,13,9,17,22,1.0,4.3,13,2010
Amon-Ra St. Brown,WR,DET,1,69,69,96,1,17,16,19,14.8,21.4,13,2010
Tylan Wallace,WR,BAL,1,1,1,1,0,0,0,0,0.0,0.0,13,2010
Sam Ehlinger,QB,IND,1,10,10,14,10,0,10,10,-0.1,-1.0,13,2010
Darnell Mooney,WR,CHI,1,72,72,95,0,10,7,10,2.7,3.8,13,2010
Kendall Hinton,WR,DEN,1,14,14,18,0,7,7,7,0.7,5.0,13,2010
Dan Chisena,WR,MIN,1,5,5,7,0,0,0,0,0.0,0.0,13,2010
Jermar Jefferson,RB,DET,1,8,8,11,63,13,63,75,1.8,22.5,13,2010
Deon Jackson,RB,IND,1,8,8,11,75,0,75,75,7.9,98.8,13,2010
Mekhi Sargent,RB,LAR,1,2,2,3,100,0,100,100,0.5,25.0,13,2010
Dyami Brown,WR,WAS,1,6,6,9,0,17,17,17,0.6,10.0,13,2010
Elijah Moore,WR,NYJ,1,51,51,86,2,24,14,25,14.6,28.6,13,2010
Nico Collins,WR,HOU,1,32,32,62,0,3,0,3,0.0,0.0,13,2010
Jaret Patterson,RB,WAS,1,4,4,6,25,0,25,25,0.2,5.0,13,2010
Mac Jones,QB,NE,1,51,51,100,10,0,16,16,0.5,1.0,13,2010
Brevin Jordan,TE,HOU,1,22,22,42,0,18,9,18,0.7,3.2,13,2010
Pat Freiermuth,TE,PIT,1,44,44,73,0,9,7,9,4.6,10.5,13,2010
Kyle Pitts,TE,ATL,1,67,67,94,0,10,6,10,4.8,7.2,13,2010
Zach Wilson,QB,NYJ,1,59,59,100,5,0,69,69,22.0,37.3,13,2010
Rhamondre Stevenson,RB,NE,1,32,32,63,75,0,75,75,7.8,24.4,13,2010
Javonte Williams,RB,DEN,1,60,60,78,38,15,48,53,23.8,39.7,13,2010
Khalil Herbert,RB,CHI,1,22,22,29,18,5,23,23,2.7,12.3,13,2010
Hunter Long,TE,MIA,1,10,10,14,0,10,10,10,0.8,8.0,13,2010
D'Wayne Eskridge,WR,SEA,1,22,22,31,0,14,14,14,9.5,43.2,13,2010
Davis Mills,QB,HOU,1,23,23,44,9,0,70,70,3.1,13.5,13,2010
Elijah Mitchell,RB,SF,1,49,49,84,45,6,51,51,14.4,29.4,13,2010
Kenny Yeboah,TE,NYJ,1,14,14,24,0,7,0,7,0.0,0.0,13,2010
John Bates,TE,WAS,1,38,38,57,0,11,8,11,4.2,11.1,13,2010
Kylen Granson,TE,IND,1,30,30,42,0,7,3,7,0.6,2.0,13,2010
Ben Skowronek,WR,LAR,1,16,16,24,0,13,6,13,3.5,21.9,13,2010
Joshua Palmer,WR,LAC,1,22,22,34,0,5,0,5,0.0,0.0,13,2010
Sammis Reyes,TE,WAS,1,6,6,9,0,0,0,0,0.0,0.0,13,2010
Kene Nwangwu,RB,MIN,1,9,9,12,22,33,44,56,0.4,4.4,13,2010
Kenneth Gainwell,RB,PHI,1,27,27,38,44,19,63,63,14.7,54.4,13,2010
Brock Wright,TE,DET,1,29,29,40,0,10,7,10,8.8,30.3,13,2010
Nate McCrary,RB,BAL,1,2,2,3,50,0,50,50,-0.1,-5.0,13,2010
