,Player,REC,YDS,TDS,FL,FPTS
57,Chris Herndon IVMIN,0.7,7.4,0.1,0.0,1.2
58,Zach GentryPIT,0.9,9.7,0.0,0.0,1.2
59,Chris MyarickCIN,0.9,8.5,0.0,0.0,1.1
60,Tyree JacksonPHI,0.8,7.9,0.0,0.0,1.0
61,Tre' McKittyLAC,0.7,6.7,0.1,0.0,1.0
62,Antony AuclairHOU,0.7,6.5,0.1,0.0,1.0
63,Brock WrightDET,0.7,7.5,0.0,0.0,0.9
64,Drew SampleCIN,0.7,6.8,0.0,0.0,0.9
65,Tommy HudsonTEN,0.7,7.2,0.0,0.0,0.9
66,Garrett GriffinNO,0.6,5.5,0.1,0.0,0.8
67,Stephen AndersonLAC,0.6,5.5,0.1,0.0,0.8
68,Chris ManhertzJAC,0.5,5.0,0.1,0.0,0.8
69,Kylen GransonIND,0.6,6.5,0.0,0.0,0.8
70,Kendall BlantonLAR,0.4,4.6,0.1,0.0,0.8
71,Ross DwelleySF,0.4,4.3,0.1,0.0,0.7
72,Colby ParkinsonSEA,0.6,5.6,0.0,0.0,0.7
73,Andrew BeckDEN,0.3,2.9,0.1,0.0,0.6
74,Hunter LongMIA,0.7,5.8,0.0,0.0,0.6
75,Eric SaubertDEN,0.6,4.6,0.0,0.0,0.5
76,Charlie WoernerSF,0.4,4.4,0.0,0.0,0.4
77,Luke FarrellJAC,0.4,4.0,0.0,0.0,0.4
78,Kevin RaderPIT,0.4,4.0,0.0,0.0,0.4
79,J.P. HoltzCHI,0.3,3.6,0.0,0.0,0.4
80,Trevon WescoNYJ,0.3,3.1,0.0,0.0,0.3
81,Reggie GilliamBUF,0.4,2.9,0.0,0.0,0.3
82,Quintin MorrisBUF,0.2,2.0,0.0,0.0,0.2
83,Kahale WarringJAC,0.2,2.0,0.0,0.0,0.2
84,Mason SchreckCIN,0.2,2.0,0.0,0.0,0.2
85,Kenny YeboahNYJ,0.2,2.0,0.0,0.0,0.2
86,Luke StockerMIN,0.2,2.0,0.0,0.0,0.2
87,Josh OliverBAL,0.2,2.0,0.0,0.0,0.2
88,Jeremy SprinkleDAL,0.1,1.0,0.0,0.0,0.1
89,Eric TomlinsonBAL,0.1,1.0,0.0,0.0,0.1
90,Cethan CarterMIA,0.1,0.9,0.0,0.0,0.1
91,Giovanni RicciCAR,0.1,0.5,0.0,0.0,0.1
92,Colin ThompsonCAR,0.0,0.0,0.0,0.0,0.0
