,Player,REC,YDS,TDS,FL,FPTS
46,Jordan AkinsHOU,1.9,18.6,0.1,0.1,2.2
47,Pharaoh BrownHOU,1.8,18.1,0.1,0.0,2.2
48,Tommy TrembleCAR,1.7,16.6,0.1,0.0,2.1
49,Ian ThomasCAR,1.6,15.1,0.1,0.0,2.0
50,Tyler KroftNYJ,1.4,14.3,0.1,0.0,2.0
51,Tommy SweeneyBUF,1.7,13.3,0.1,0.0,1.9
52,Juwan JohnsonNO,1.5,15.8,0.0,0.0,1.7
53,O.J. HowardTB,1.2,14.2,0.1,0.0,1.7
54,Stephen AndersonLAC,1.0,10.3,0.1,0.0,1.6
55,Tre' McKittyLAC,0.8,8.2,0.1,0.0,1.4
56,Brycen HopkinsLAR,0.8,8.0,0.1,0.0,1.4
57,Nick BoyleBAL,0.8,7.6,0.1,0.0,1.4
58,Blake BellKC,0.9,7.6,0.1,0.0,1.4
59,Ross DwelleySF,0.7,7.6,0.1,0.0,1.4
60,Kylen GransonIND,1.0,9.8,0.1,0.0,1.3
61,Hunter LongMIA,0.8,7.7,0.1,0.0,1.3
62,Jacob HollisterJAC,0.9,8.3,0.1,0.0,1.3
63,Eric EbronPIT,0.9,8.3,0.1,0.0,1.3
64,Antony AuclairHOU,0.7,6.4,0.1,0.0,1.2
65,Eric SaubertDEN,0.7,5.5,0.1,0.0,1.2
66,Sean McKeonDAL,0.8,7.9,0.1,0.0,1.1
67,Jesper HorstedCHI,0.6,5.2,0.1,0.0,1.1
68,Andrew BeckDEN,0.5,4.9,0.1,0.0,1.1
69,Zach GentryPIT,0.9,8.2,0.0,0.0,1.1
70,Tyler HigbeeLAR,1.0,10.0,0.0,0.0,1.0
71,Darren WallerLV,1.0,10.0,0.0,0.0,1.0
72,Drew SampleCIN,0.8,7.6,0.0,0.0,0.9
73,Noah GrayKC,0.4,3.2,0.1,0.0,0.9
74,Daniel HelmATL,0.7,7.3,0.0,0.0,0.9
75,Josh OliverBAL,0.8,7.1,0.0,0.0,0.9
76,Charlie WoernerSF,0.7,6.9,0.0,0.0,0.7
77,Colby ParkinsonSEA,0.6,5.1,0.0,0.0,0.5
78,Eric TomlinsonBAL,0.4,3.8,0.0,0.0,0.4
79,Demetrius HarrisARI,0.4,3.5,0.0,0.0,0.4
80,Darrell DanielsARI,0.3,3.2,0.0,0.0,0.3
81,J.P. HoltzCHI,0.2,3.0,0.0,0.0,0.3
82,Trevon WescoNYJ,0.2,2.6,0.0,0.0,0.3
83,Reggie GilliamBUF,0.4,2.5,0.0,0.0,0.3
84,Cethan CarterMIA,0.2,2.3,0.0,0.0,0.2
85,Giovanni RicciCAR,0.1,0.3,0.0,0.0,0.0
