,Player,REC,YDS,TDS,FL,FPTS
60,Luke FarrellJAC,0.9,8.2,0.0,0.0,1.0
61,Reggie GilliamBUF,0.4,3.6,0.1,0.0,1.0
62,Blake BellKC,0.7,6.1,0.1,0.0,0.9
63,Antony AuclairHOU,0.6,6.1,0.1,0.0,0.9
64,Tre' McKittyLAC,0.6,5.4,0.1,0.0,0.8
65,Noah GrayKC,0.6,6.2,0.0,0.0,0.8
66,Jacob HarrisLAR,0.4,4.6,0.1,0.0,0.8
67,Drew SampleCIN,0.5,4.6,0.1,0.0,0.8
68,Stephen AndersonLAC,0.7,6.4,0.0,0.0,0.8
69,Chris ManhertzJAC,0.5,4.5,0.1,0.0,0.7
70,Andrew BeckDEN,0.4,3.8,0.1,0.0,0.7
71,Colin ThompsonCAR,0.4,3.4,0.1,0.0,0.6
72,Jesper HorstedCHI,0.4,3.2,0.1,0.0,0.6
73,Demetrius HarrisARI,0.5,6.0,0.0,0.0,0.6
74,David WellsARI,0.6,5.7,0.0,0.0,0.6
75,Kendall BlantonLAR,0.4,5.0,0.0,0.0,0.5
76,Kaden SmithNYG,0.5,3.7,0.0,0.0,0.4
77,Darrell DanielsARI,0.3,2.8,0.0,0.0,0.3
78,Trevon WescoNYJ,0.2,2.5,0.0,0.0,0.3
79,Luke StockerMIN,0.2,2.0,0.0,0.0,0.2
80,Jeremy SprinkleDAL,0.2,2.0,0.0,0.0,0.2
81,Eric TomlinsonBAL,0.2,2.0,0.0,0.0,0.2
82,Cethan CarterMIA,0.2,1.9,0.0,0.0,0.2
83,Tyree JacksonPHI,0.1,1.0,0.0,0.0,0.1
84,Mitchell WilcoxCIN,0.1,1.0,0.0,0.0,0.1
85,Daniel BrownNYJ,0.1,1.0,0.0,0.0,0.1
86,Giovanni RicciCAR,0.1,0.5,0.0,0.0,0.1
