,Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
17,Sam DarnoldCAR,35.2,21.4,237.9,1.4,1.2,3.1,12.6,0.2,0.2,15.8
18,Jared GoffDET,36.9,23.2,260.1,1.4,1.1,2.5,6.8,0.1,0.2,15.7
19,Zach WilsonNYJ,33.4,20.9,240.2,1.4,1.1,2.9,14.6,0.1,0.2,15.6
20,Carson WentzIND,34.9,21.3,226.6,1.4,0.9,4.0,17.0,0.1,0.3,15.5
21,Andy DaltonCHI,33.0,21.0,230.5,1.5,0.9,2.2,8.1,0.1,0.2,15.0
22,Tyrod TaylorHOU,34.8,20.7,232.9,1.1,0.8,3.4,17.7,0.1,0.1,15.0
23,Trey LanceSF,2.5,1.6,22.1,0.1,0.1,2.2,10.7,0.0,0.0,2.5
24,Taysom HillNO,1.4,0.8,8.1,0.0,0.0,2.7,12.8,0.1,0.1,1.9
25,Justin FieldsCHI,3.0,1.7,19.5,0.1,0.1,1.4,5.9,0.0,0.0,1.9
26,Jacoby BrissettMIA,0.5,0.3,3.0,0.0,0.0,2.5,10.0,0.0,0.0,1.3
27,Trevor SiemianNO,0.0,0.0,22.1,0.1,0.1,0.0,0.9,0.0,0.0,1.1
28,David BloughDET,1.5,0.9,10.4,0.1,0.0,0.2,1.0,0.0,0.0,0.9
29,Tyler HuntleyBAL,0.6,0.4,10.6,0.0,0.0,0.2,3.7,0.0,0.0,0.9
30,Cooper RushDAL,1.3,0.8,11.5,0.1,0.0,0.1,0.1,0.0,0.0,0.8
31,Joe FlaccoNYJ,1.1,0.6,8.7,0.1,0.0,0.2,0.5,0.0,0.0,0.7
32,Drew LockDEN,0.9,0.6,11.5,0.1,0.1,0.1,0.3,0.0,0.0,0.7
33,Jordan LoveGB,0.7,0.5,11.2,0.1,0.0,0.1,0.1,0.0,0.0,0.7
34,Davis MillsHOU,0.0,0.0,9.8,0.0,0.1,0.0,1.2,0.0,0.0,0.7
35,Mitchell TrubiskyBUF,0.8,0.5,9.9,0.1,0.0,0.2,0.4,0.0,0.0,0.6
36,Kyle AllenWAS,0.7,0.5,9.6,0.1,0.0,0.1,0.2,0.0,0.0,0.6
37,Brian HoyerNE,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
38,C.J. BeathardJAC,0.8,0.4,9.1,0.1,0.0,0.1,0.3,0.0,0.0,0.6
39,Brandon AllenCIN,0.8,0.5,9.5,0.1,0.0,0.1,0.3,0.0,0.0,0.6
40,Jacob EasonSEA,0.5,0.3,10.3,0.0,0.0,0.1,0.1,0.0,0.0,0.5
41,Blaine GabbertTB,0.9,0.6,6.6,0.1,0.0,0.1,0.5,0.0,0.0,0.5
42,Chase DanielLAC,0.9,0.6,6.1,0.1,0.0,0.2,0.6,0.0,0.0,0.5
43,Chad HenneKC,0.8,0.5,5.6,0.1,0.0,0.1,0.6,0.0,0.0,0.5
44,Colt McCoyARI,0.7,0.5,5.5,0.1,0.0,0.1,0.5,0.0,0.0,0.5
45,Mason RudolphPIT,0.8,0.6,5.5,0.1,0.0,0.1,0.4,0.0,0.0,0.5
46,Case KeenumCLE,0.7,0.5,5.5,0.1,0.0,0.1,0.4,0.0,0.0,0.5
47,Josh RosenATL,0.8,0.5,4.7,0.1,0.0,0.1,0.4,0.0,0.0,0.4
48,Geno SmithSEA,0.7,0.5,5.3,0.1,0.0,0.1,0.1,0.0,0.0,0.4
49,Mike WhiteNYJ,0.0,0.0,8.5,0.0,0.1,0.0,0.1,0.0,0.0,0.4
50,P.J. WalkerCAR,0.7,0.4,4.4,0.1,0.1,0.2,0.1,0.0,0.0,0.3
51,John WolfordLAR,0.8,0.5,5.7,0.0,0.0,0.2,0.5,0.0,0.0,0.3
52,Sean MannionMIN,0.5,0.3,3.7,0.0,0.0,0.1,0.1,0.0,0.0,0.2
53,Logan WoodsideTEN,0.4,0.3,2.5,0.0,0.0,0.2,0.4,0.0,0.0,0.1
54,Marcus MariotaLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Gardner Minshew IIPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Garrett GilbertWAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Kellen MondMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tim BoyleDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
