rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,year,team
48.0,Courtland Sutton,58.0,98.0,776.0,13.4,55.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,92.2,5.4,67.5,WR,2021,team
49.0,Gabriel Davis,35.0,63.0,549.0,15.7,49.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,90.9,6.1,22.3,WR,2021,team
50.0,Emmanuel Sanders,42.0,72.0,626.0,14.9,41.0,0.0,4.0,2.0,31.0,0.0,0.0,14.0,89.7,6.4,46.6,WR,2021,team
51.0,Robby Anderson,53.0,110.0,519.0,9.8,57.0,0.0,5.0,3.0,36.0,0.0,0.0,17.0,85.5,5.0,42.2,WR,2021,team
52.0,Odell Beckham Jr.,44.0,82.0,537.0,12.2,54.0,0.0,5.0,2.0,14.0,0.0,0.0,14.0,85.1,6.1,90.8,WR,2021,team
53.0,Byron Pringle,42.0,60.0,568.0,13.5,40.0,0.0,5.0,0.0,0.0,0.0,1.0,16.0,84.8,5.3,2.7,WR,2021,team
54.0,Kalif Raymond,48.0,71.0,576.0,12.0,75.0,0.0,4.0,4.0,28.0,0.0,0.0,16.0,84.4,5.3,3.3,WR,2021,team
55.0,Mecole Hardman,59.0,83.0,693.0,11.7,53.0,0.0,2.0,8.0,46.0,0.0,2.0,17.0,81.9,4.8,29.2,WR,2021,team
56.0,Jarvis Landry,52.0,87.0,570.0,11.0,38.0,0.0,2.0,6.0,40.0,2.0,2.0,12.0,81.0,6.8,72.5,WR,2021,team
57.0,Antonio Brown,42.0,62.0,545.0,13.0,62.0,0.0,4.0,1.0,6.0,0.0,0.0,7.0,79.1,11.3,84.1,WR,2021,team
58.0,Cole Beasley,82.0,112.0,693.0,8.5,29.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,77.3,4.8,63.2,WR,2021,team
59.0,Deonte Harty,36.0,59.0,570.0,15.8,72.0,0.0,3.0,5.0,41.0,0.0,1.0,13.0,77.1,5.9,8.7,WR,2021,team
60.0,Donovan Peoples-Jones,34.0,58.0,597.0,17.6,60.0,0.0,3.0,0.0,0.0,0.0,1.0,14.0,75.7,5.4,14.3,WR,2021,team
61.0,Bryan Edwards,34.0,59.0,571.0,16.8,51.0,0.0,3.0,1.0,0.0,0.0,0.0,16.0,75.1,4.7,8.3,WR,2021,team
62.0,Braxton Berrios,46.0,65.0,431.0,9.4,46.0,0.0,2.0,7.0,40.0,2.0,1.0,16.0,75.1,4.7,6.3,WR,2021,team
63.0,Quez Watkins,43.0,62.0,647.0,15.0,91.0,0.0,1.0,1.0,3.0,0.0,0.0,17.0,73.0,4.3,1.3,WR,2021,team
64.0,Corey Davis,34.0,59.0,492.0,14.5,53.0,0.0,4.0,0.0,0.0,0.0,1.0,9.0,71.2,7.9,29.9,WR,2021,team
65.0,Nick Westbrook-Ikhine,38.0,57.0,476.0,12.5,46.0,0.0,4.0,0.0,0.0,0.0,1.0,15.0,69.6,4.6,8.5,WR,2021,team
66.0,Nelson Agholor,37.0,64.0,473.0,12.8,44.0,0.0,3.0,3.0,11.0,0.0,0.0,15.0,66.4,4.4,13.6,WR,2021,team
67.0,Jalen Guyton,31.0,48.0,448.0,14.5,59.0,0.0,3.0,7.0,34.0,0.0,0.0,16.0,66.2,4.1,7.1,WR,2021,team
68.0,Randall Cobb,28.0,39.0,375.0,13.4,54.0,0.0,5.0,1.0,1.0,0.0,1.0,11.0,65.6,6.0,7.6,WR,2021,team
69.0,Laviska Shenault Jr.,63.0,100.0,619.0,9.8,58.0,0.0,0.0,11.0,41.0,0.0,1.0,16.0,64.0,4.0,34.3,WR,2021,team
70.0,DeVante Parker,40.0,73.0,515.0,12.9,42.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,63.5,6.4,64.3,WR,2021,team
71.0,DeAndre Carter,24.0,44.0,296.0,12.3,26.0,0.0,3.0,10.0,89.0,0.0,0.0,17.0,62.5,3.7,1.8,WR,2021,team
72.0,Freddie Swain,25.0,40.0,343.0,13.7,68.0,0.0,4.0,5.0,32.0,0.0,0.0,17.0,61.5,3.6,0.7,WR,2021,team
73.0,Marquez Valdes-Scantling,26.0,55.0,430.0,16.5,75.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,61.0,5.5,36.0,WR,2021,team
74.0,Henry Ruggs III,24.0,36.0,469.0,19.5,61.0,0.0,2.0,3.0,16.0,0.0,0.0,7.0,60.5,8.6,10.9,WR,2021,team
75.0,Joshua Palmer,33.0,49.0,353.0,10.7,36.0,0.0,4.0,1.0,6.0,0.0,0.0,15.0,59.9,4.0,5.4,WR,2021,team
76.0,Zay Jones,47.0,70.0,546.0,11.6,43.0,0.0,1.0,2.0,3.0,0.0,1.0,15.0,58.9,3.9,6.0,WR,2021,team
77.0,Olamide Zaccheaus,31.0,53.0,406.0,13.1,49.0,0.0,3.0,1.0,2.0,0.0,0.0,15.0,58.8,3.9,0.8,WR,2021,team
78.0,Jamison Crowder,51.0,71.0,447.0,8.8,29.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,58.7,4.9,23.6,WR,2021,team
79.0,Jauan Jennings,24.0,38.0,282.0,11.8,34.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,58.2,4.5,0.6,WR,2021,team
80.0,Rashod Bateman,46.0,68.0,515.0,11.2,36.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,57.5,4.8,29.1,WR,2021,team
81.0,Zach Pascal,38.0,69.0,384.0,10.1,41.0,0.0,3.0,2.0,21.0,0.0,1.0,16.0,56.5,3.5,3.5,WR,2021,team
82.0,Michael Gallup,35.0,62.0,445.0,12.7,41.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,56.5,6.3,72.8,WR,2021,team
83.0,DeSean Jackson,20.0,34.0,454.0,22.7,75.0,0.0,2.0,1.0,4.0,0.0,1.0,14.0,55.8,4.0,4.4,WR,2021,team
84.0,Tre'Quan Smith,32.0,50.0,377.0,11.8,34.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,55.7,5.6,7.5,WR,2021,team
85.0,Rondale Moore,54.0,64.0,435.0,8.1,77.0,0.0,1.0,18.0,76.0,0.0,1.0,14.0,55.1,3.9,20.4,WR,2021,team
86.0,Kenny Golladay,37.0,76.0,521.0,14.1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,52.1,3.7,51.8,WR,2021,team
87.0,Jamal Agnew,24.0,39.0,229.0,9.5,29.0,0.0,1.0,7.0,111.0,1.0,0.0,12.0,52.0,4.3,1.2,WR,2021,team
88.0,Josh Reynolds,29.0,49.0,396.0,13.7,39.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,51.6,4.7,6.9,WR,2021,team
89.0,T.Y. Hilton,23.0,37.0,331.0,14.4,52.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,51.1,5.1,16.8,WR,2021,team
90.0,Keelan Cole Sr.,28.0,51.0,449.0,16.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,50.9,3.6,1.0,WR,2021,team
91.0,Nico Collins,33.0,60.0,446.0,13.5,32.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,50.6,3.6,1.8,WR,2021,team
92.0,Laquon Treadwell,33.0,51.0,434.0,13.2,41.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,49.4,4.1,2.5,WR,2021,team
93.0,Julio Jones,31.0,48.0,434.0,14.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,49.4,4.9,60.7,WR,2021,team
94.0,Allen Robinson II,38.0,66.0,410.0,10.8,39.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,49.0,4.1,53.7,WR,2021,team
95.0,Jerry Jeudy,38.0,56.0,467.0,12.3,40.0,0.0,0.0,2.0,3.0,0.0,0.0,10.0,47.0,4.7,65.4,WR,2021,team
96.0,Mack Hollins,14.0,28.0,223.0,15.9,65.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,46.3,2.9,0.2,WR,2021,team
97.0,Jalen Reagor,33.0,57.0,299.0,9.1,34.0,0.0,2.0,10.0,32.0,0.0,0.0,17.0,45.1,2.7,13.3,WR,2021,team
98.0,Danny Amendola,24.0,38.0,248.0,10.3,39.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,44.8,5.6,0.1,WR,2021,team
99.0,Demarcus Robinson,25.0,41.0,264.0,10.6,33.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,44.4,3.0,0.8,WR,2021,team
100.0,Devin Duvernay,33.0,47.0,272.0,8.2,21.0,0.0,2.0,7.0,50.0,0.0,0.0,16.0,44.2,2.8,1.4,WR,2021,team
101.0,Kadarius Toney,39.0,57.0,420.0,10.8,38.0,0.0,0.0,3.0,6.0,0.0,0.0,9.0,43.4,4.8,21.6,WR,2021,team
102.0,Sammy Watkins,27.0,49.0,394.0,14.6,49.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,43.4,3.9,7.0,WR,2021,team
103.0,Chris Conley,22.0,37.0,323.0,14.7,41.0,0.0,2.0,1.0,3.0,0.0,1.0,14.0,42.6,3.0,0.4,WR,2021,team
104.0,Darius Slayton,26.0,58.0,339.0,13.0,42.0,0.0,2.0,1.0,-13.0,0.0,1.0,13.0,42.6,3.3,4.3,WR,2021,team
105.0,James Washington,24.0,44.0,285.0,11.9,42.0,0.0,2.0,2.0,13.0,0.0,0.0,15.0,41.8,2.8,1.5,WR,2021,team
106.0,Sterling Shepard,36.0,53.0,366.0,10.2,37.0,0.0,1.0,1.0,-9.0,0.0,0.0,7.0,41.7,6.0,23.7,WR,2021,team
107.0,Calvin Ridley,31.0,52.0,281.0,9.1,22.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,40.1,8.0,56.8,WR,2021,team
108.0,Damiere Byrd,26.0,38.0,329.0,12.7,54.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,38.9,3.5,0.1,WR,2021,team
109.0,Antoine Wesley,19.0,32.0,208.0,10.9,33.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,38.8,4.9,0.3,WR,2021,team
110.0,Adam Humphries,41.0,62.0,383.0,9.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,38.3,2.3,0.8,WR,2021,team
111.0,Marquise Goodwin,20.0,40.0,313.0,15.7,50.0,0.0,1.0,2.0,-1.0,0.0,0.0,14.0,37.2,2.7,0.3,WR,2021,team
112.0,Lil'Jordan Humphrey,13.0,18.0,249.0,19.2,56.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,36.9,4.6,0.2,WR,2021,team
113.0,Tyler Johnson,36.0,55.0,360.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.0,2.3,4.7,WR,2021,team
114.0,Chester Rogers,30.0,43.0,301.0,10.0,39.0,0.0,1.0,1.0,9.0,0.0,1.0,16.0,35.0,2.2,0.6,WR,2021,team
115.0,Chris Moore,21.0,22.0,227.0,10.8,67.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,34.7,3.5,0.1,WR,2021,team
116.0,Cyril Grayson Jr.,10.0,12.0,212.0,21.2,62.0,0.0,2.0,1.0,14.0,0.0,0.0,3.0,34.6,11.5,2.8,WR,2021,team
117.0,Quintez Cephus,15.0,22.0,204.0,13.6,46.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,34.4,6.9,0.8,WR,2021,team
118.0,Cam Sims,15.0,23.0,211.0,14.1,43.0,0.0,2.0,1.0,7.0,0.0,0.0,12.0,33.8,2.8,0.1,WR,2021,team
119.0,Rashard Higgins,24.0,47.0,275.0,11.5,21.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,33.5,2.8,0.7,WR,2021,team
120.0,Malik Turner,12.0,16.0,149.0,12.4,61.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,32.9,4.7,0.1,WR,2021,team
121.0,Isaiah McKenzie,20.0,26.0,178.0,8.9,28.0,0.0,1.0,9.0,47.0,1.0,1.0,15.0,32.5,2.2,5.5,WR,2021,team
122.0,Ashton Dulin,13.0,22.0,173.0,13.3,62.0,0.0,2.0,3.0,32.0,0.0,0.0,16.0,32.5,2.0,0.1,WR,2021,team
123.0,Brandon Zylstra,18.0,25.0,250.0,13.9,55.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,31.0,2.6,0.1,WR,2021,team
124.0,John Ross,11.0,20.0,224.0,20.4,51.0,0.0,1.0,1.0,16.0,0.0,0.0,9.0,30.0,3.3,0.1,WR,2021,team
125.0,Jakeem Grant Sr.,11.0,17.0,132.0,12.0,46.0,0.0,2.0,5.0,33.0,0.0,3.0,15.0,28.5,1.9,1.2,WR,2021,team
126.0,Isaiah Ford,12.0,16.0,161.0,13.4,52.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,28.1,3.1,0.0,WR,2021,team
127.0,Greg Ward,7.0,11.0,95.0,13.6,27.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,27.6,2.8,0.1,WR,2021,team
128.0,Tavon Austin,24.0,38.0,213.0,8.9,25.0,0.0,1.0,3.0,21.0,0.0,1.0,12.0,27.4,2.3,0.1,WR,2021,team
129.0,D.J. Chark Jr.,7.0,22.0,154.0,22.0,41.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,27.4,9.1,17.9,WR,2021,team
130.0,Ray-Ray McCloud,39.0,66.0,277.0,7.1,24.0,0.0,0.0,2.0,15.0,0.0,1.0,16.0,27.2,1.7,1.0,WR,2021,team
131.0,Ihmir Smith-Marsette,5.0,6.0,116.0,23.2,44.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,23.6,3.9,0.1,WR,2021,team
132.0,Kendall Hinton,15.0,23.0,175.0,11.7,40.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,23.5,2.1,0.1,WR,2021,team
133.0,Anthony Schwartz,10.0,23.0,135.0,13.5,44.0,0.0,1.0,6.0,39.0,0.0,0.0,13.0,23.4,1.8,0.3,WR,2021,team
134.0,Albert Wilson,25.0,39.0,213.0,8.5,64.0,0.0,0.0,4.0,17.0,0.0,0.0,10.0,23.0,2.3,0.8,WR,2021,team
135.0,Tajae Sharpe,25.0,37.0,230.0,9.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,1.6,1.1,WR,2021,team
136.0,Breshad Perriman,11.0,18.0,167.0,15.2,58.0,0.0,1.0,1.0,-3.0,0.0,0.0,5.0,22.4,4.5,2.5,WR,2021,team
137.0,Parris Campbell,10.0,20.0,162.0,16.2,51.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,22.2,3.7,4.5,WR,2021,team
138.0,James Proche II,16.0,20.0,202.0,12.6,32.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.2,2.9,0.0,WR,2021,team
139.0,JuJu Smith-Schuster,15.0,28.0,129.0,8.6,24.0,0.0,0.0,3.0,9.0,1.0,0.0,5.0,19.8,4.0,18.5,WR,2021,team
140.0,Noah Brown,16.0,25.0,184.0,11.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.4,1.8,0.1,WR,2021,team
141.0,D'Wayne Eskridge,10.0,20.0,64.0,6.4,17.0,0.0,1.0,4.0,59.0,0.0,0.0,8.0,18.3,2.3,0.6,WR,2021,team
142.0,KhaDarel Hodge,13.0,27.0,157.0,12.1,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.7,1.5,0.1,WR,2021,team
143.0,Mohamed Sanu Sr.,15.0,24.0,177.0,11.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.7,2.2,0.1,WR,2021,team
144.0,Jody Fortson,5.0,5.0,47.0,9.4,27.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,16.7,4.2,0.0,WR,2021,team
145.0,N'Keal Harry,12.0,22.0,184.0,15.3,43.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,16.4,1.6,0.2,WR,2021,team
146.0,Kristian Wilkerson,4.0,8.0,42.0,10.5,20.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,16.2,16.2,0.1,WR,2021,team
147.0,Dyami Brown,12.0,25.0,165.0,13.8,48.0,0.0,0.0,1.0,-4.0,0.0,0.0,10.0,16.1,1.6,0.4,WR,2021,team
148.0,Marcus Johnson,9.0,19.0,160.0,17.8,50.0,0.0,0.0,2.0,-2.0,0.0,0.0,7.0,15.8,2.3,0.6,WR,2021,team
149.0,Terrace Marshall Jr.,17.0,30.0,138.0,8.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.8,1.3,3.0,WR,2021,team
150.0,Dante Pettis,10.0,16.0,87.0,8.7,27.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,15.3,5.1,0.1,WR,2021,team
151.0,Trent Sherfield,9.0,20.0,87.0,9.7,18.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,14.7,1.2,0.1,WR,2021,team
152.0,Scotty Miller,5.0,9.0,38.0,7.6,13.0,0.0,0.0,2.0,43.0,1.0,0.0,6.0,14.1,2.4,0.7,WR,2021,team
153.0,Ben Skowronek,11.0,20.0,133.0,12.1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.3,1.1,0.1,WR,2021,team
154.0,Denzel Mims,8.0,23.0,133.0,16.6,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.3,1.3,0.7,WR,2021,team
155.0,Kenny Stills,6.0,23.0,68.0,11.3,22.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,12.9,1.8,0.1,WR,2021,team
156.0,Tom Kennedy,6.0,10.0,54.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.4,1.8,0.0,WR,2021,team
157.0,Equanimeous St. Brown,9.0,17.0,98.0,10.9,26.0,0.0,0.0,3.0,14.0,0.0,0.0,12.0,11.2,0.9,0.1,WR,2021,team
158.0,Jeff Smith,8.0,17.0,113.0,14.1,35.0,0.0,0.0,1.0,-1.0,0.0,0.0,9.0,11.2,1.2,0.0,WR,2021,team
159.0,Phillip Dorsett II,7.0,14.0,110.0,15.7,36.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,11.0,2.2,0.0,WR,2021,team
160.0,Dez Fitzpatrick,5.0,8.0,49.0,9.8,18.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,10.9,3.6,0.1,WR,2021,team
161.0,Collin Johnson,11.0,21.0,105.0,9.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.5,1.3,0.1,WR,2021,team
162.0,Trinity Benson,10.0,22.0,103.0,10.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.3,1.5,0.0,WR,2021,team
163.0,Chris Hogan,4.0,8.0,41.0,10.3,16.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10.1,2.0,0.0,WR,2021,team
164.0,Shi Smith,6.0,11.0,104.0,17.3,63.0,0.0,0.0,1.0,-3.0,0.0,0.0,5.0,10.1,2.0,0.1,WR,2021,team
165.0,Auden Tate,3.0,4.0,39.0,13.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.9,2.5,0.1,WR,2021,team
166.0,Josh Gordon,5.0,14.0,32.0,6.4,11.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.2,1.0,1.8,WR,2021,team
167.0,Cameron Batson,2.0,5.0,15.0,7.5,13.0,0.0,1.0,2.0,15.0,0.0,0.0,4.0,9.0,2.3,0.0,WR,2021,team
168.0,Anthony Miller,6.0,12.0,25.0,4.2,10.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.5,2.8,0.3,WR,2021,team
169.0,Dezmon Patmon,2.0,4.0,21.0,10.5,14.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.1,2.0,0.0,WR,2021,team
