player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Giovani Bernard,RB,TB,1,12,12,16,0,17,17,17,0.4,3.3,6,2012
Le'Veon Bell,RB,BAL,1,22,22,32,36,0,36,36,7.8,35.5,6,2012
Rex Burkhead,RB,HOU,1,5,5,7,0,20,0,20,0.0,0.0,6,2012
Geno Smith,QB,SEA,1,65,65,100,2,0,51,51,10.3,15.8,6,2012
Zach Ertz,TE,PHI,1,46,46,88,0,13,9,13,8.9,19.3,6,2012
Latavius Murray,RB,BAL,1,26,26,38,35,8,42,42,11.6,44.6,6,2012
Demetrius Harris,TE,ARI,1,20,20,27,0,0,0,0,0.0,0.0,6,2012
Jack Doyle,TE,IND,1,31,31,65,0,3,0,3,0.0,0.0,6,2012
Teddy Bridgewater,QB,DEN,1,81,81,100,2,0,63,63,21.3,26.3,6,2012
Derek Carr,QB,LV,1,56,56,100,4,0,52,52,21.5,38.4,6,2012
Carlos Hyde,RB,JAC,1,9,9,14,0,11,0,11,0.0,0.0,6,2012
Devonta Freeman,RB,BAL,1,21,21,30,43,10,43,52,11.3,53.8,6,2012
Mike Evans,WR,TB,1,70,70,93,0,6,3,6,2.7,3.9,6,2012
Brandin Cooks,WR,HOU,1,68,68,91,0,19,13,19,8.9,13.1,6,2012
Davante Adams,WR,GB,1,50,50,85,0,10,8,10,8.9,17.8,6,2012
Allen Robinson II,WR,CHI,1,56,56,92,0,13,7,13,5.3,9.5,6,2012
Odell Beckham Jr.,WR,CLE,1,32,32,54,0,25,16,25,7.9,24.7,6,2012
Eric Ebron,TE,PIT,1,34,34,45,3,6,9,9,7.1,20.9,6,2012
Jerick McKinnon,RB,KC,1,23,23,28,13,17,17,30,1.5,6.5,6,2012
Albert Wilson,WR,MIA,1,23,23,33,0,9,9,9,1.4,6.1,6,2012
Willie Snead IV,WR,LV,1,6,6,11,0,17,0,17,0.0,0.0,6,2012
Adam Thielen,WR,MIN,1,87,87,98,1,15,14,16,18.8,21.6,6,2012
Cameron Brate,TE,TB,1,44,44,59,0,9,7,9,2.6,5.9,6,2012
Diontae Spencer,WR,DEN,1,2,2,2,0,0,0,0,0.0,0.0,6,2012
Amari Cooper,WR,DAL,1,78,78,88,0,10,6,10,5.5,7.1,6,2012
Melvin Gordon III,RB,DEN,1,43,43,53,23,7,30,30,7.3,17.0,6,2012
Taylor Heinicke,QB,WAS,1,59,59,100,0,0,66,66,10.3,17.5,6,2012
David Johnson,RB,HOU,1,32,32,43,6,6,9,13,0.1,0.3,6,2012
Malcolm Brown,RB,MIA,1,25,25,36,20,4,24,24,3.1,12.4,6,2012
MyCole Pruitt,TE,TEN,1,16,16,30,0,6,0,6,0.0,0.0,6,2012
Nelson Agholor,WR,NE,1,32,32,59,3,13,6,16,2.8,8.8,6,2012
Tyler Lockett,WR,SEA,1,58,58,89,0,12,3,12,3.5,6.0,6,2012
Phillip Dorsett II,WR,SEA,1,7,7,11,0,14,14,14,0.3,4.3,6,2012
Stefon Diggs,WR,BUF,1,62,62,81,0,18,15,18,14.9,24.0,6,2012
Chris Manhertz,TE,JAC,1,30,30,45,0,3,3,3,1.1,3.7,6,2012
Jake Kumerow,WR,BUF,1,1,1,1,0,100,0,100,0.0,0.0,6,2012
C.J. Uzomah,TE,CIN,1,50,50,69,0,6,6,6,7.5,15.0,6,2012
DeAndre Carter,WR,WAS,1,12,12,20,0,8,0,8,0.0,0.0,6,2012
Darren Waller,TE,LV,1,46,46,82,0,11,11,11,5.9,12.8,6,2012
Chris Conley,WR,HOU,1,32,32,43,0,6,3,6,1.0,3.1,6,2012
Geoff Swaim,TE,TEN,1,38,38,72,0,5,3,5,0.8,2.1,6,2012
Michael Burton,RB,KC,1,6,6,7,0,0,0,0,0.0,0.0,6,2012
Damiere Byrd,WR,CHI,1,15,15,25,0,7,0,7,0.0,0.0,6,2012
Adam Humphries,WR,WAS,1,31,31,53,0,6,3,6,-0.4,-1.3,6,2012
Laquon Treadwell,WR,JAC,1,7,7,11,0,14,0,14,0.0,0.0,6,2012
Ezekiel Elliott,RB,DAL,1,63,63,71,27,14,38,41,11.9,18.9,6,2012
Jared Goff,QB,DET,1,63,63,100,2,0,68,68,9.2,14.6,6,2012
Derrick Henry,RB,TEN,1,43,43,81,47,7,51,53,33.6,78.1,6,2012
Carson Wentz,QB,IND,1,48,48,100,4,0,46,46,17.0,35.4,6,2012
Alex Collins,RB,SEA,1,39,39,60,51,3,54,54,15.8,40.5,6,2012
Tyler Boyd,WR,CIN,1,45,45,63,0,7,2,7,0.7,1.6,6,2012
Devontae Booker,RB,NYG,1,54,54,72,22,7,30,30,6.9,12.8,6,2012
Hunter Henry,TE,NE,1,37,37,69,0,5,5,5,8.5,23.0,6,2012
Sterling Shepard,WR,NYG,1,68,68,91,0,21,15,21,7.6,11.2,6,2012
Austin Hooper,TE,CLE,1,44,44,75,0,7,2,7,0.4,0.9,6,2012
Rashard Higgins,WR,CLE,1,37,37,63,0,8,0,8,0.0,0.0,6,2012
Dak Prescott,QB,DAL,1,89,89,100,3,0,61,61,27.8,31.2,6,2012
Tyler Higbee,TE,LAR,1,66,66,100,0,8,8,8,3.6,5.5,6,2012
Kenyan Drake,RB,LV,1,12,12,21,33,17,50,50,19.3,160.8,6,2012
Jacoby Brissett,QB,MIA,1,1,1,1,0,0,100,100,1.0,100.0,6,2012
Chris Moore,WR,HOU,1,49,49,65,0,10,8,10,1.4,2.9,6,2012
Demarcus Robinson,WR,KC,1,57,57,70,0,11,5,11,10.6,18.6,6,2012
Jakeem Grant Sr.,WR,CHI,1,2,2,3,0,0,0,0,0.0,0.0,6,2012
Robby Anderson,WR,CAR,1,64,64,86,0,17,5,17,7.1,11.1,6,2012
Alex Erickson,WR,CAR,1,12,12,16,0,8,8,8,1.7,14.2,6,2012
Brandon Allen,QB,CIN,1,13,13,18,23,0,31,31,4.0,30.8,6,2012
Stephen Anderson,TE,LAC,1,12,12,21,0,17,8,17,-0.1,-0.8,6,2012
Derek Watt,RB,PIT,1,6,6,8,0,0,0,0,0.0,0.0,6,2012
Tyreek Hill,WR,KC,1,47,47,57,0,26,19,26,13.6,28.9,6,2012
Marcus Johnson,WR,TEN,1,20,20,38,0,5,0,5,0.0,0.0,6,2012
Chester Rogers,WR,TEN,1,15,15,28,0,7,7,7,0.7,4.7,6,2012
Kalif Raymond,WR,DET,1,56,56,89,0,13,11,13,3.7,6.6,6,2012
Jaydon Mickens,WR,TB,1,3,3,4,0,0,0,0,0.0,0.0,6,2012
Jalen Richard,RB,LV,1,8,8,14,13,13,25,25,0.3,3.8,6,2012
C.J. Ham,RB,MIN,1,21,21,24,5,0,5,5,3.0,14.3,6,2012
J.D. McKissic,RB,WAS,1,36,36,61,22,28,44,50,11.0,30.6,6,2012
Elijhaa Penny,RB,NYG,1,15,15,20,20,13,27,33,7.6,50.7,6,2012
Dalvin Cook,RB,MIN,1,66,66,74,44,3,47,47,20.3,30.8,6,2012
Mike Williams,WR,LAC,1,20,20,36,0,25,10,25,2.7,13.5,6,2012
Leonard Fournette,RB,TB,1,47,47,63,47,13,60,60,24.7,52.6,6,2012
O.J. Howard,TE,TB,1,49,49,65,0,14,12,14,10.9,22.2,6,2012
John Ross,WR,NYG,1,32,32,43,0,6,0,6,0.0,0.0,6,2012
David Njoku,TE,CLE,1,26,26,44,0,8,4,8,0.6,2.3,6,2012
Chris Godwin,WR,TB,1,68,68,91,0,7,7,7,4.3,6.3,6,2012
Evan Engram,TE,NYG,1,55,55,73,0,9,5,9,2.4,4.4,6,2012
Patrick Mahomes II,QB,KC,1,82,82,100,4,0,61,61,25.0,30.5,6,2012
Joe Mixon,RB,CIN,1,45,45,63,40,13,51,53,21.3,47.3,6,2012
Jamaal Williams,RB,DET,1,19,19,30,21,11,26,32,0.9,4.7,6,2012
Kareem Hunt,RB,CLE,1,41,41,69,34,7,41,41,7.8,19.0,6,2012
Isaiah Ford,WR,MIA,1,5,5,7,0,20,0,20,0.0,0.0,6,2012
Cooper Kupp,WR,LAR,1,55,55,83,0,22,16,22,25.0,45.5,6,2012
Dede Westbrook,WR,MIN,1,12,12,13,0,25,17,25,1.3,10.8,6,2012
Noah Brown,WR,DAL,1,18,18,20,0,11,11,11,4.7,26.1,6,2012
Marlon Mack,RB,IND,1,9,9,19,56,0,56,56,1.2,13.3,6,2012
James Conner,RB,ARI,1,41,41,55,39,2,41,41,7.1,17.3,6,2012
Gerald Everett,TE,SEA,1,31,31,48,0,10,6,10,4.0,12.9,6,2012
Jonnu Smith,TE,NE,1,39,39,72,0,5,3,5,0.9,2.3,6,2012
Jeremy Sprinkle,TE,DAL,1,8,8,9,0,0,0,0,0.0,0.0,6,2012
Austin Ekeler,RB,LAC,1,34,34,61,18,21,29,38,5.5,16.2,6,2012
Mack Hollins,WR,MIA,1,68,68,97,0,7,6,7,6.1,9.0,6,2012
Robert Tonyan,TE,GB,1,37,37,63,0,8,5,8,1.0,2.7,6,2012
Jacob Hollister,TE,JAC,1,5,5,8,0,20,0,20,0.0,0.0,6,2012
Cethan Carter,TE,MIA,1,4,4,6,0,25,25,25,0.8,20.0,6,2012
Tim Patrick,WR,DEN,1,72,72,89,0,8,4,8,10.2,14.2,6,2012
Mo Alie-Cox,TE,IND,1,24,24,50,0,13,4,13,8.8,36.7,6,2012
Darrell Daniels,TE,ARI,1,25,25,33,0,4,0,4,0.0,0.0,6,2012
Isaiah McKenzie,WR,BUF,1,4,4,5,25,25,50,50,0.8,20.0,6,2012
Blake Jarwin,TE,DAL,1,47,47,53,0,4,2,4,6.1,13.0,6,2012
Jamal Agnew,WR,JAC,1,39,39,59,0,15,13,15,7.8,20.0,6,2012
Aaron Jones,RB,GB,1,35,35,59,37,11,49,49,17.0,48.6,6,2012
Eric Saubert,TE,DEN,1,28,28,35,0,18,11,18,2.3,8.2,6,2012
Ricky Seals-Jones,TE,WAS,1,59,59,100,0,10,7,10,11.8,20.0,6,2012
Anthony Firkser,TE,TEN,1,15,15,28,0,7,7,7,1.1,7.3,6,2012
C.J. Board,WR,NYG,1,6,6,8,0,0,0,0,0.0,0.0,6,2012
Marcus Kemp,WR,KC,1,6,6,7,0,0,0,0,0.0,0.0,6,2012
Pharaoh Brown,TE,HOU,1,40,40,53,0,8,5,8,0.8,2.0,6,2012
Zach Pascal,WR,IND,1,41,41,85,0,2,0,2,0.0,0.0,6,2012
Kendrick Bourne,WR,NE,1,25,25,46,0,8,4,8,13.5,54.0,6,2012
Dan Arnold,TE,JAC,1,41,41,62,0,12,5,12,2.7,6.6,6,2012
Brandon Zylstra,WR,CAR,1,36,36,49,0,8,8,8,3.2,8.9,6,2012
Lamar Jackson,QB,BAL,1,65,65,94,12,0,54,54,13.8,21.2,6,2012
Sam Darnold,QB,CAR,1,74,74,100,5,0,61,61,16.1,21.8,6,2012
Baker Mayfield,QB,CLE,1,55,55,93,5,0,56,56,13.2,24.0,6,2012
Ronald Jones II,RB,TB,1,14,14,19,36,7,43,43,2.9,20.7,6,2012
Royce Freeman,RB,CAR,1,23,23,31,4,0,4,4,0.3,1.3,6,2012
Kalen Ballage,RB,PIT,1,12,12,16,17,0,17,17,1.5,12.5,6,2012
Myles Gaskin,RB,MIA,1,25,25,36,20,24,28,44,1.4,5.6,6,2012
Courtland Sutton,WR,DEN,1,71,71,88,0,20,11,20,15.4,21.7,6,2012
James Washington,WR,PIT,1,8,8,11,0,13,13,13,0.9,11.3,6,2012
Cedrick Wilson Jr.,WR,DAL,1,44,44,49,0,16,9,16,4.2,9.5,6,2012
Dante Pettis,WR,NYG,1,46,46,61,0,24,11,24,4.8,10.4,6,2012
DJ Moore,WR,CAR,1,68,68,92,1,19,9,21,5.9,8.7,6,2012
Christian Kirk,WR,ARI,1,64,64,85,0,13,8,13,13.5,21.1,6,2012
Mark Andrews,TE,BAL,1,37,37,54,0,16,14,16,12.8,34.6,6,2012
Mike Gesicki,TE,MIA,1,49,49,70,0,18,16,18,11.5,23.5,6,2012
Nyheim Hines,RB,IND,1,11,11,23,36,18,45,55,2.2,20.0,6,2012
Josh Allen,QB,BUF,1,77,77,100,12,0,73,73,29.7,38.6,6,2012
Justin Jackson,RB,LAC,1,8,8,14,0,13,13,13,0.7,8.8,6,2012
Allen Lazard,WR,GB,1,50,50,85,0,10,6,10,8.7,17.4,6,2012
Auden Tate,WR,CIN,1,24,24,33,0,4,4,4,6.7,27.9,6,2012
Equanimeous St. Brown,WR,GB,1,12,12,20,0,0,0,0,0.0,0.0,6,2012
Sony Michel,RB,LAR,1,12,12,18,75,0,75,75,4.2,35.0,6,2012
Dalton Schultz,TE,DAL,1,75,75,84,0,8,7,8,7.9,10.5,6,2012
Ian Thomas,TE,CAR,1,40,40,54,0,5,3,5,4.1,10.3,6,2012
Jordan Akins,TE,HOU,1,32,32,43,0,19,13,19,4.1,12.8,6,2012
Chase Edmonds,RB,ARI,1,28,28,37,14,14,25,29,5.0,17.9,6,2012
Phillip Lindsay,RB,HOU,1,11,11,15,64,18,82,82,5.4,49.1,6,2012
Durham Smythe,TE,MIA,1,58,58,83,0,10,9,10,5.9,10.2,6,2012
Darrel Williams,RB,KC,1,59,59,72,36,7,41,42,20.9,35.4,6,2012
Noah Fant,TE,DEN,1,72,72,89,0,15,13,15,15.7,21.8,6,2012
Ray-Ray McCloud,WR,PIT,1,52,52,69,0,4,4,4,1.8,3.5,6,2012
Chris Herndon IV,TE,MIN,1,24,24,27,0,4,4,4,6.2,25.8,6,2012
Tyler Conklin,TE,MIN,1,76,76,85,0,7,4,7,7.1,9.3,6,2012
Byron Pringle,WR,KC,1,32,32,39,0,9,9,9,5.5,17.2,6,2012
Mike Boone,RB,DEN,1,6,6,7,0,17,17,17,0.3,5.0,6,2012
Will Dissly,TE,SEA,1,47,47,72,0,4,4,4,6.8,14.5,6,2012
Johnny Stanton,RB,CLE,1,2,2,3,0,50,50,50,0.6,30.0,6,2012
KhaDarel Hodge,WR,DET,1,52,52,83,0,8,4,8,0.9,1.7,6,2012
Malik Turner,WR,DAL,1,1,1,1,0,100,0,100,0.0,0.0,6,2012
John Wolford,QB,LAR,1,10,10,15,20,0,40,40,-1.1,-11.0,6,2012
A.J. Brown,WR,TEN,1,42,42,79,0,21,17,21,9.1,21.7,6,2012
D.K. Metcalf,WR,SEA,1,49,49,75,0,14,12,14,5.8,11.8,6,2012
Marquise Brown,WR,BAL,1,51,51,74,0,10,8,10,3.5,6.9,6,2012
Damien Harris,RB,NE,1,26,26,48,69,4,73,73,16.8,64.6,6,2012
Daniel Jones,QB,NYG,1,75,75,100,4,0,72,72,7.1,9.5,6,2012
Josh Jacobs,RB,LV,1,36,36,64,44,3,47,47,14.2,39.4,6,2012
Devin Singletary,RB,BUF,1,35,35,45,14,14,29,29,4.3,12.3,6,2012
Miles Sanders,RB,PHI,1,43,43,83,21,9,26,30,6.6,15.3,6,2012
Collin Johnson,WR,NYG,1,43,43,57,0,12,5,12,2.1,4.9,6,2012
T.J. Hockenson,TE,DET,1,52,52,83,0,21,15,21,7.4,14.2,6,2012
Tommy Sweeney,TE,BUF,1,11,11,14,0,9,9,9,6.1,55.5,6,2012
Hunter Renfrow,WR,LV,1,32,32,57,0,16,9,16,3.6,11.3,6,2012
Foster Moreau,TE,LV,1,25,25,45,0,4,4,4,1.1,4.4,6,2012
Parris Campbell,WR,IND,1,5,5,10,0,20,20,20,11.1,222.0,6,2012
Terry McLaurin,WR,WAS,1,56,56,95,0,14,7,14,2.8,5.0,6,2012
Josh Oliver,TE,BAL,1,19,19,28,0,5,5,5,0.2,1.1,6,2012
Drew Sample,TE,CIN,1,39,39,54,0,3,0,3,0.0,0.0,6,2012
Alec Ingold,RB,LV,1,15,15,27,0,7,0,7,0.0,0.0,6,2012
Mecole Hardman,WR,KC,1,49,49,60,2,10,10,12,4.8,9.8,6,2012
Darrell Henderson Jr.,RB,LAR,1,54,54,82,39,6,43,44,22.7,42.0,6,2012
Jakobi Meyers,WR,NE,1,34,34,63,0,18,15,18,6.4,18.8,6,2012
Kyler Murray,QB,ARI,1,68,68,91,10,0,54,54,25.8,37.9,6,2012
Trayveon Williams,RB,CIN,1,12,12,17,50,0,50,50,1.3,10.8,6,2012
Diontae Johnson,WR,PIT,1,69,69,92,1,19,14,20,9.6,13.9,6,2012
Travis Homer,RB,SEA,1,5,5,8,40,20,60,60,5.4,108.0,6,2012
Alexander Mattison,RB,MIN,1,12,12,13,25,0,25,25,1.0,8.3,6,2012
Chase Claypool,WR,PIT,1,63,63,84,0,11,3,11,1.7,2.7,6,2012
Dawson Knox,TE,BUF,1,61,61,79,0,5,5,5,4.5,7.4,6,2012
Bryan Edwards,WR,LV,1,43,43,77,0,9,5,9,6.7,15.6,6,2012
Justin Herbert,QB,LAC,1,56,56,100,4,0,73,73,12.0,21.4,6,2012
Miles Boykin,WR,BAL,1,4,4,6,0,25,25,25,0.6,15.0,6,2012
Ashton Dulin,WR,IND,1,13,13,27,0,8,8,8,0.7,5.4,6,2012
Tony Pollard,RB,DAL,1,26,26,29,38,12,50,50,6.3,24.2,6,2012
Trenton Irwin,WR,CIN,1,11,11,15,0,0,0,0,0.0,0.0,6,2012
Penny Hart,WR,SEA,1,11,11,17,0,9,9,9,1.2,10.9,6,2012
Jody Fortson,WR,KC,1,10,10,12,0,10,10,10,2.7,27.0,6,2012
Donald Parham Jr.,TE,LAC,1,26,26,46,0,8,8,8,1.0,3.8,6,2012
Khari Blasingame,RB,TEN,1,9,9,17,0,0,0,0,0.0,0.0,6,2012
Jalen Guyton,WR,LAC,1,40,40,71,0,13,3,13,1.5,3.8,6,2012
Tom Kennedy,WR,DET,1,8,8,13,0,13,13,13,1.5,18.8,6,2012
Gunner Olszewski,WR,NE,1,1,1,2,0,0,0,0,0.0,0.0,6,2012
D'Ernest Johnson,RB,CLE,1,12,12,20,8,8,17,17,0.9,7.5,6,2012
Joe Burrow,QB,CIN,1,59,59,82,8,0,58,58,23.8,40.3,6,2012
Tua Tagovailoa,QB,MIA,1,69,69,99,4,0,72,72,22.4,32.5,6,2012
CeeDee Lamb,WR,DAL,1,77,77,87,1,14,13,16,27.1,35.2,6,2012
Henry Ruggs III,WR,LV,1,37,37,66,0,11,8,11,15.7,42.4,6,2012
D'Andre Swift,RB,DET,1,49,49,78,27,14,37,41,12.7,25.9,6,2012
Tee Higgins,WR,CIN,1,41,41,57,0,15,7,15,4.4,10.7,6,2012
Jonathan Taylor,RB,IND,1,31,31,65,45,6,48,52,27.8,89.7,6,2012
Jalen Reagor,WR,PHI,1,43,43,83,0,7,0,7,0.0,0.0,6,2012
Laviska Shenault Jr.,WR,JAC,1,52,52,79,0,19,12,19,5.4,10.4,6,2012
DeVonta Smith,WR,PHI,1,51,51,98,0,8,4,8,3.1,6.1,6,2012
Cole Kmet,TE,CHI,1,48,48,79,2,10,10,13,4.9,10.2,6,2012
Justin Jefferson,WR,MIN,1,84,84,94,0,17,10,17,6.0,7.1,6,2012
Zack Moss,RB,BUF,1,42,42,55,19,10,24,29,3.9,9.3,6,2012
Devin Duvernay,WR,BAL,1,34,34,49,3,9,9,12,2.6,7.6,6,2012
Jalen Hurts,QB,PHI,1,52,52,100,19,0,69,69,26.0,50.0,6,2012
Michael Pittman Jr.,WR,IND,1,46,46,96,2,7,7,9,3.8,8.3,6,2012
Tyler Huntley,QB,BAL,1,4,4,6,75,0,75,75,1.0,25.0,6,2012
Donovan Peoples-Jones,WR,CLE,1,46,46,78,0,11,9,11,22.1,48.0,6,2012
Najee Harris,RB,PIT,1,63,63,84,38,11,48,49,18.7,29.7,6,2012
KJ Hill Jr.,WR,LAC,1,1,1,2,0,0,0,0,0.0,0.0,6,2012
AJ Dillon,RB,GB,1,25,25,42,44,0,44,44,5.9,23.6,6,2012
James Proche II,WR,BAL,1,5,5,7,0,20,0,20,0.0,0.0,6,2012
Gabriel Davis,WR,BUF,1,26,26,34,0,8,8,8,2.5,9.6,6,2012
Joshua Kelley,RB,LAC,1,18,18,32,22,0,22,22,0.7,3.9,6,2012
Salvon Ahmed,RB,MIA,1,19,19,27,37,11,42,47,3.7,19.5,6,2012
Josiah Deguara,TE,GB,1,15,15,25,0,7,7,7,0.4,2.7,6,2012
Van Jefferson,WR,LAR,1,42,42,64,0,10,7,10,1.9,4.5,6,2012
Luke Farrell,TE,JAC,1,17,17,26,0,6,6,6,2.1,12.4,6,2012
DeeJay Dallas,RB,SEA,1,22,22,34,18,23,41,41,5.0,22.7,6,2012
Artavis Pierce,RB,CHI,1,3,3,5,0,0,0,0,0.0,0.0,6,2012
Antonio Gibson,RB,WAS,1,23,23,39,43,13,52,57,2.4,10.4,6,2012
James Robinson,RB,JAC,1,56,56,85,30,7,36,38,16.1,28.8,6,2012
Tyrie Cleveland,WR,DEN,1,10,10,12,0,0,0,0,0.0,0.0,6,2012
K.J. Osborn,WR,MIN,1,48,48,54,0,15,13,15,13.8,28.8,6,2012
Quez Watkins,WR,PHI,1,40,40,77,0,13,8,13,6.4,16.0,6,2012
Freddie Swain,WR,SEA,1,51,51,78,0,6,4,6,-0.4,-0.8,6,2012
Nick Westbrook-Ikhine,WR,TEN,1,29,29,55,0,10,10,10,2.7,9.3,6,2012
Trevor Lawrence,QB,JAC,1,66,66,100,3,0,65,65,15.9,24.1,6,2012
Justin Fields,QB,CHI,1,61,61,100,10,0,54,54,14.3,23.4,6,2012
Ja'Marr Chase,WR,CIN,1,57,57,79,0,11,7,11,9.7,17.0,6,2012
Jaylen Waddle,WR,MIA,1,65,65,93,0,20,15,20,19.0,29.2,6,2012
Chuba Hubbard,RB,CAR,1,48,48,65,33,6,35,40,12.5,26.0,6,2012
Rashod Bateman,WR,BAL,1,45,45,65,0,13,9,13,2.9,6.4,6,2012
Rondale Moore,WR,ARI,1,42,42,56,7,10,14,17,2.6,6.2,6,2012
Amon-Ra St. Brown,WR,DET,1,49,49,78,0,14,10,14,4.6,9.4,6,2012
Tylan Wallace,WR,BAL,1,2,2,3,0,0,0,0,0.0,0.0,6,2012
Darnell Mooney,WR,CHI,1,57,57,93,0,14,9,14,10.5,18.4,6,2012
Reggie Gilliam,RB,BUF,1,4,4,5,0,0,0,0,0.0,0.0,6,2012
Kendall Hinton,WR,DEN,1,51,51,63,0,10,10,10,3.7,7.3,6,2012
Jonathan Ward,RB,ARI,1,7,7,9,57,0,57,57,1.4,20.0,6,2012
Gabe Nabers,RB,LAC,1,3,3,5,0,33,33,33,0.6,20.0,6,2012
Demetric Felton,RB,CLE,1,12,12,20,0,17,17,17,1.4,11.7,6,2012
Dyami Brown,WR,WAS,1,47,47,80,0,13,6,13,3.0,6.4,6,2012
Kadarius Toney,WR,NYG,1,6,6,8,0,50,50,50,3.6,60.0,6,2012
Anthony Schwartz,WR,CLE,1,26,26,44,4,12,12,15,0.8,3.1,6,2012
Tutu Atwell,WR,LAR,1,7,7,11,0,0,0,0,0.0,0.0,6,2012
Shi Smith,WR,CAR,1,8,8,11,0,25,25,25,2.0,25.0,6,2012
Nico Collins,WR,HOU,1,43,43,57,0,14,9,14,4.4,10.2,6,2012
Amari Rodgers,WR,GB,1,6,6,10,0,17,17,17,1.4,23.3,6,2012
Jaret Patterson,RB,WAS,1,2,2,3,50,50,100,100,0.3,15.0,6,2012
Mac Jones,QB,NE,1,54,54,100,4,0,43,43,15.8,29.3,6,2012
Pat Freiermuth,TE,PIT,1,45,45,60,0,16,16,16,5.8,12.9,6,2012
Rhamondre Stevenson,RB,NE,1,18,18,33,28,17,44,44,12.2,67.8,6,2012
Javonte Williams,RB,DEN,1,38,38,47,29,8,37,37,6.8,17.9,6,2012
Khalil Herbert,RB,CHI,1,54,54,89,35,6,39,41,17.2,31.9,6,2012
Hunter Long,TE,MIA,1,9,9,13,0,11,0,11,0.0,0.0,6,2012
Tommy Tremble,TE,CAR,1,38,38,51,3,5,3,8,2.0,5.3,6,2012
Chris Evans,RB,CIN,1,16,16,22,25,19,44,44,12.7,79.4,6,2012
Davis Mills,QB,HOU,1,75,75,100,3,0,60,60,8.2,10.9,6,2012
Dax Milne,WR,WAS,1,12,12,20,0,8,0,8,0.0,0.0,6,2012
John Bates,TE,WAS,1,13,13,22,0,8,8,8,0.7,5.4,6,2012
Ben Skowronek,WR,LAR,1,11,11,17,0,0,0,0,0.0,0.0,6,2012
Joshua Palmer,WR,LAC,1,29,29,52,0,14,3,14,0.8,2.8,6,2012
Terrace Marshall Jr.,WR,CAR,1,23,23,31,0,9,4,9,0.9,3.9,6,2012
Kenneth Gainwell,RB,PHI,1,12,12,23,0,17,8,17,0.1,0.8,6,2012
