rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
4,Darren Waller,6,10,107,17.8,75,1,0,0,0,0,0,1,10.7,10.7,92.6,LV,TE,17,2019
5,Jared Cook,2,2,44,22.0,23,2,1,0,0,0,0,1,10.4,10.4,50.2,LAC,TE,17,2019
6,Hunter Henry,5,6,42,8.4,19,0,1,0,0,0,0,1,10.2,10.2,65.9,NE,TE,17,2019
7,Kaden Smith,8,11,98,12.3,25,1,0,0,0,0,0,1,9.8,9.8,0.0,NYG,TE,17,2019
8,Mike Gesicki,4,7,34,8.5,14,0,1,0,0,0,0,1,9.4,9.4,87.6,MIA,TE,17,2019
9,George Kittle,7,7,86,12.3,26,1,0,1,7,0,0,1,9.3,9.3,99.7,SF,TE,17,2019
10,C.J. Uzomah,5,6,25,5.0,15,0,1,0,0,0,0,1,8.5,8.5,20.8,CIN,TE,17,2019
11,Tommy Sweeney,5,5,76,15.2,22,2,0,0,0,0,0,1,7.6,7.6,0.5,BUF,TE,17,2019
12,MyCole Pruitt,2,2,13,6.5,12,0,1,0,0,0,0,1,7.3,7.3,0.0,TEN,TE,17,2019
13,Andrew Beck,2,2,8,4.0,7,0,1,0,0,0,0,1,6.8,6.8,0.0,DEN,TE,17,2019
14,Dallas Goedert,4,10,65,16.3,28,1,0,0,0,0,0,1,6.5,6.5,89.8,PHI,TE,17,2019
15,Cameron Brate,1,3,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,2.8,TB,TE,17,2019
16,Hale Hentges,4,7,62,15.5,24,1,0,0,0,0,0,1,6.2,6.2,0.0,,TE,17,2019
17,Jordan Akins,5,7,54,10.8,20,1,0,0,0,0,0,1,5.4,5.4,0.3,HOU,TE,17,2019
18,Jimmy Graham,4,7,49,12.3,20,1,0,0,0,0,0,1,4.9,4.9,0.8,CHI,TE,17,2019
19,Austin Hooper,7,9,45,6.4,12,0,0,0,0,0,0,1,4.5,4.5,28.8,CLE,TE,17,2019
20,Hayden Hurst,2,2,35,17.5,20,1,0,0,0,0,0,1,3.5,3.5,0.9,ATL,TE,17,2019
21,Josh Hill,3,5,35,11.7,16,0,0,0,0,0,0,1,3.5,3.5,0.0,,TE,17,2019
22,Tyler Eifert,2,2,34,17.0,25,1,0,0,0,0,0,1,3.4,3.4,0.0,,TE,17,2019
23,Daniel Brown,3,4,32,10.7,24,1,0,0,0,0,0,1,3.2,3.2,0.0,NYJ,TE,17,2019
24,Jacob Hollister,4,8,25,6.3,9,0,0,0,0,0,0,1,2.5,2.5,0.0,JAC,TE,17,2019
25,Travis Kelce,3,5,24,8.0,11,0,0,0,0,0,0,1,2.4,2.4,100.0,KC,TE,17,2019
26,Jason Witten,4,4,24,6.0,9,0,0,0,0,0,0,1,2.4,2.4,0.1,,TE,17,2019
27,Maxx Williams,1,2,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,0.4,ARI,TE,17,2019
28,Vance McDonald,2,2,19,9.5,12,0,0,0,0,0,0,1,1.9,1.9,0.0,,TE,17,2019
29,Jeremy Sprinkle,3,6,18,6.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0,DAL,TE,17,2019
30,Mo Alie-Cox,1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,2.2,IND,TE,17,2019
31,Logan Thomas,1,3,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,27.1,WAS,TE,17,2019
32,Greg Olsen,2,6,12,6.0,9,0,0,0,0,0,0,1,1.2,1.2,7.0,,TE,17,2019
33,Marcedes Lewis,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.2,GB,TE,17,2019
34,Ian Thomas,1,5,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.1,CAR,TE,17,2019
35,Irv Smith Jr.,1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,7.3,MIN,TE,17,2019
36,Luke Stocker,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0,MIN,TE,17,2019
37,Eric Saubert,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0,DEN,TE,17,2019
38,Troy Fumagalli,1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,NE,TE,17,2019
39,Tyler Conklin,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,40.5,MIN,TE,17,2019
40,Robert Tonyan,2,3,9,4.5,9,0,0,0,0,0,0,1,0.9,0.9,18.6,GB,TE,17,2019
41,Jordan Thomas,1,3,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,DET,TE,17,2019
42,Durham Smythe,1,3,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1,MIA,TE,17,2019
43,Jonnu Smith,0,0,0,0.0,0,0,0,1,7,0,0,1,0.7,0.7,22.7,NE,TE,17,2019
44,Jack Doyle,1,4,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,2.2,IND,TE,17,2019
45,Nick Boyle,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.1,BAL,TE,17,2019
46,Charles Jones,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0,,TE,17,2019
47,Jesse James,2,3,5,2.5,7,0,0,0,0,0,0,1,0.5,0.5,0.0,CHI,TE,17,2019
48,Tyler Kroft,1,4,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.2,NYJ,TE,17,2019
49,Anthony Firkser,1,2,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,3.7,TEN,TE,17,2019
50,Tyrone Swoopes,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0,,TE,17,2019
51,Seth DeValve,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,,TE,17,2019
52,Noah Fant,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,80.3,DEN,TE,17,2019
53,Derek Carrier,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,LV,TE,17,2019
54,Benjamin Watson,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,2.8,,TE,17,2019
55,Johnny Mundt,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0,LAR,TE,17,2019
56,Blake Bell,1,2,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.2,KC,TE,17,2019
65,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,17,2019
111,Tanner Hudson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,TE,17,2019
112,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,17,2019
115,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CLE,TE,17,2019
117,Trevon Wesco,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,17,2019
120,Isaac Nauta,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,GB,TE,17,2019
121,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PIT,TE,17,2019
131,Jesper Horsted,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,17,2019
133,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,SF,TE,17,2019
137,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,17,2019
138,Garrett Dickerson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
182,Cethan Carter,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,17,2019
183,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
184,Virgil Green,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
189,Kyle Rudolph,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.3,NYG,TE,17,2019
190,Lance Kendricks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
193,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,17,2019
195,Demetrius Harris,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,ARI,TE,17,2019
203,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,17,2019
208,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,17,2019
211,Nick Vannett,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,NO,TE,17,2019
212,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,17,2019
213,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,17,2019
214,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,17,2019
215,Matt LaCosse,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
216,Eric Tomlinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,BAL,TE,17,2019
219,Gerald Everett,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,35.7,,TE,17,2019
222,O.J. Howard,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.2,TB,TE,17,2019
224,Blake Jarwin,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.7,DAL,TE,17,2019
225,Ricky Seals-Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,10.8,WAS,TE,17,2019
227,David Njoku,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,12.9,CLE,TE,17,2019
228,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,17,2019
230,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,17,2019
234,Richard Rodgers,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PHI,TE,17,2019
235,Ben Koyack,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
236,Jeff Heuerman,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
237,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,17,2019
240,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
241,Darren Fells,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,17,2019
