rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
13,Nick O'Leary,4,4,36,9.0,15,0,0,0,0,0,0,1,3.6,3.6,0.0,,TE,12,2019
14,Jack Doyle,3,4,28,9.3,12,0,0,0,0,0,0,1,2.8,2.8,2.2,IND,TE,12,2019
15,Jordan Akins,3,4,26,8.7,13,0,0,0,0,0,0,1,2.6,2.6,0.3,HOU,TE,12,2019
16,Darren Fells,1,2,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,0.0,,TE,12,2019
17,Gerald Everett,2,2,23,11.5,15,0,0,0,0,0,0,1,2.3,2.3,35.7,,TE,12,2019
18,Jacob Hollister,2,4,22,11.0,21,1,0,0,0,0,0,1,2.2,2.2,0.0,JAC,TE,12,2019
19,Demetrius Harris,2,2,20,10.0,12,0,0,0,0,0,0,1,2.0,2.0,0.1,ARI,TE,12,2019
20,Tyler Higbee,5,6,20,4.0,7,0,0,0,0,0,0,1,2.0,2.0,77.4,LAR,TE,12,2019
21,MyCole Pruitt,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.0,TEN,TE,12,2019
22,Andrew Beck,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.0,DEN,TE,12,2019
23,Blake Jarwin,3,4,17,5.7,8,0,0,0,0,0,0,1,1.7,1.7,2.7,DAL,TE,12,2019
24,Tyler Kroft,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.2,NYJ,TE,12,2019
25,Noah Fant,3,5,14,4.7,16,0,0,0,0,0,0,1,1.4,1.4,80.3,DEN,TE,12,2019
26,Josh Hill,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0,,TE,12,2019
27,Dallas Goedert,7,8,32,4.6,14,0,0,0,0,0,1,1,1.2,1.2,89.8,PHI,TE,12,2019
28,Dawson Knox,2,2,11,5.5,6,0,0,0,0,0,0,1,1.1,1.1,87.2,BUF,TE,12,2019
29,O.J. Howard,1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,1.2,TB,TE,12,2019
30,Scott Simonson,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0,,TE,12,2019
31,Ben Braunecker,2,4,9,4.5,5,0,0,0,0,0,0,1,0.9,0.9,0.0,,TE,12,2019
32,Robert Tonyan,2,2,8,4.0,5,0,0,0,0,0,0,1,0.8,0.8,18.6,GB,TE,12,2019
33,Stephen Carlson,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,CLE,TE,12,2019
34,Tyler Eifert,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,,TE,12,2019
35,Jesse James,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,CHI,TE,12,2019
36,Jimmy Graham,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.8,CHI,TE,12,2019
37,Nick Boyle,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.1,BAL,TE,12,2019
38,Jason Witten,1,4,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.1,,TE,12,2019
39,Matt LaCosse,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0,,TE,12,2019
40,Jeremy Sprinkle,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,DAL,TE,12,2019
41,Jonnu Smith,0,0,0,0.0,0,0,0,1,4,0,0,1,0.4,0.4,22.7,NE,TE,12,2019
42,Ian Thomas,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1,CAR,TE,12,2019
43,Jesper Horsted,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,CHI,TE,12,2019
44,Foster Moreau,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,23.7,LV,TE,12,2019
45,Vance McDonald,1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0,,TE,12,2019
56,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,12,2019
58,Charles Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
92,Troy Fumagalli,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NE,TE,12,2019
93,Hayden Hurst,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.9,ATL,TE,12,2019
94,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,12,2019
95,Jordan Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DET,TE,12,2019
98,Durham Smythe,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,MIA,TE,12,2019
105,Tyrone Swoopes,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
113,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,12,2019
116,Isaac Nauta,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,GB,TE,12,2019
122,Hale Hentges,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
129,Tanner Hudson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,TE,12,2019
131,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,SF,TE,12,2019
137,T.J. Hockenson,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,57.4,DET,TE,12,2019
175,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,12,2019
176,Luke Stocker,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIN,TE,12,2019
177,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
187,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
189,Derek Carrier,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LV,TE,12,2019
194,Benjamin Watson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8,,TE,12,2019
196,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,12,2019
200,Marcedes Lewis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,GB,TE,12,2019
201,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,12,2019
205,Jeff Driskel,0,0,0,0.0,0,0,0,9,63,0,0,1,0.0,0.0,0.0,HOU,TE,12,2019
206,Nick Vannett,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,NO,TE,12,2019
209,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,12,2019
210,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,12,2019
212,Daniel Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,12,2019
218,Mo Alie-Cox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,IND,TE,12,2019
221,Ricky Seals-Jones,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,10.8,WAS,TE,12,2019
222,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,12,2019
224,Anthony Firkser,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.7,TEN,TE,12,2019
225,Jason Vander Laan,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
226,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,12,2019
228,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,12,2019
230,Jordan Matthews,3,6,27,9.0,10,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,TE,12,2019
233,Ben Koyack,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
234,Jeff Heuerman,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
236,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,12,2019
237,C.J. Uzomah,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,20.8,CIN,TE,12,2019
241,Cameron Brate,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8,TB,TE,12,2019
242,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,12,2019
1,Tyler Higbee,7,8,107,15.3,26,4,1,0,0,0,0,1,16.7,16.7,77.4,LAR,TE,13,2019
2,Mike Gesicki,5,7,79,15.8,21,2,1,0,0,0,0,1,13.9,13.9,87.6,MIA,TE,13,2019
3,Jack Doyle,6,11,73,12.2,21,1,1,0,0,0,0,1,13.3,13.3,2.2,IND,TE,13,2019
4,Jason Witten,6,8,42,7.0,9,0,1,0,0,0,0,1,12.2,12.2,0.1,,TE,13,2019
5,Kyle Rudolph,4,6,50,12.5,19,0,1,0,0,0,0,1,11.0,11.0,0.3,NYG,TE,13,2019
6,Mark Andrews,3,6,50,16.7,20,1,1,0,0,0,0,1,11.0,11.0,99.9,BAL,TE,13,2019
7,Jaeden Graham,4,4,41,10.3,23,1,1,0,0,0,0,1,10.1,10.1,0.0,ATL,TE,13,2019
8,Darren Waller,7,9,100,14.3,24,1,0,0,0,0,0,1,10.0,10.0,92.6,LV,TE,13,2019
9,Travis Kelce,5,9,90,18.0,47,1,0,0,0,0,0,1,9.0,9.0,100.0,KC,TE,13,2019
10,Jared Cook,3,6,85,28.3,40,2,0,0,0,0,0,1,8.5,8.5,50.2,LAC,TE,13,2019
11,Darren Fells,2,3,23,11.5,13,0,1,0,0,0,0,1,8.3,8.3,0.0,,TE,13,2019
12,Jesper Horsted,1,1,18,18.0,18,0,1,0,0,0,0,1,7.8,7.8,0.0,CHI,TE,13,2019
13,Derek Carrier,2,2,10,5.0,6,0,1,0,0,0,0,1,7.0,7.0,0.0,LV,TE,13,2019
14,Kaden Smith,6,8,70,11.7,32,1,0,0,0,0,0,1,7.0,7.0,0.0,NYG,TE,13,2019
15,Dallas Goedert,6,7,66,11.0,24,1,0,0,0,0,0,1,6.6,6.6,89.8,PHI,TE,13,2019
16,Marcedes Lewis,1,2,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.2,GB,TE,13,2019
17,O.J. Howard,5,6,61,12.2,25,2,0,0,0,0,0,1,6.1,6.1,1.2,TB,TE,13,2019
18,C.J. Uzomah,5,6,51,10.2,16,0,0,0,0,0,0,1,5.1,5.1,20.8,CIN,TE,13,2019
19,Jacob Hollister,6,8,44,7.3,16,0,0,0,0,0,0,1,4.4,4.4,0.0,JAC,TE,13,2019
20,Jeremy Sprinkle,2,4,36,18.0,23,1,0,0,0,0,0,1,3.6,3.6,0.0,DAL,TE,13,2019
21,Ryan Griffin,5,7,30,6.0,9,0,0,0,0,0,0,1,3.0,3.0,0.6,NYJ,TE,13,2019
22,Charles Clay,2,2,29,14.5,23,1,0,0,0,0,0,1,2.9,2.9,0.0,,TE,13,2019
23,Stephen Carlson,2,2,28,14.0,21,1,0,0,0,0,0,1,2.8,2.8,0.0,CLE,TE,13,2019
24,Zach Ertz,3,6,24,8.0,12,0,0,0,0,0,0,1,2.4,2.4,85.8,ARI,TE,13,2019
25,Ian Thomas,4,4,24,6.0,13,0,0,0,0,0,0,1,2.4,2.4,0.1,CAR,TE,13,2019
26,Matt LaCosse,1,2,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,0.0,,TE,13,2019
27,Benjamin Watson,1,1,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,2.8,,TE,13,2019
28,Demetrius Harris,1,4,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,0.1,ARI,TE,13,2019
29,Greg Olsen,3,3,22,7.3,8,0,0,0,0,0,0,1,2.2,2.2,7.0,,TE,13,2019
30,Anthony Firkser,3,4,22,7.3,13,0,0,0,0,0,0,1,2.2,2.2,3.7,TEN,TE,13,2019
31,Vance McDonald,3,3,21,7.0,12,0,0,0,0,0,0,1,2.1,2.1,0.0,,TE,13,2019
32,Hayden Hurst,3,4,21,7.0,10,0,0,0,0,0,0,1,2.1,2.1,0.9,ATL,TE,13,2019
33,Jordan Akins,1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.3,HOU,TE,13,2019
34,T.J. Hockenson,6,11,18,3.0,9,0,0,0,0,0,0,1,1.8,1.8,57.4,DET,TE,13,2019
35,Dawson Knox,3,4,17,5.7,9,0,0,0,0,0,0,1,1.7,1.7,87.2,BUF,TE,13,2019
36,Jimmy Graham,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.8,CHI,TE,13,2019
37,Jeff Heuerman,3,5,15,5.0,7,0,0,0,0,0,0,1,1.5,1.5,0.0,,TE,13,2019
38,Foster Moreau,1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,23.7,LV,TE,13,2019
39,George Kittle,2,4,17,8.5,13,0,0,1,-3,0,0,1,1.4,1.4,99.7,SF,TE,13,2019
40,Durham Smythe,2,3,13,6.5,7,0,0,0,0,0,0,1,1.3,1.3,0.1,MIA,TE,13,2019
41,Tyler Eifert,1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0,,TE,13,2019
42,Ross Travis,2,3,31,15.5,25,1,0,0,0,0,1,1,1.1,1.1,0.0,,TE,13,2019
43,Andrew Beck,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0,DEN,TE,13,2019
44,Hunter Henry,2,3,10,5.0,5,0,0,0,0,0,0,1,1.0,1.0,65.9,NE,TE,13,2019
45,Blake Jarwin,2,3,9,4.5,10,0,0,0,0,0,0,1,0.9,0.9,2.7,DAL,TE,13,2019
46,Daniel Brown,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,NYJ,TE,13,2019
47,Tyler Conklin,2,2,8,4.0,5,0,0,0,0,0,0,1,0.8,0.8,40.5,MIN,TE,13,2019
48,Nick Vannett,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.1,NO,TE,13,2019
49,Nick O'Leary,1,4,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0,,TE,13,2019
50,Irv Smith Jr.,1,3,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,7.3,MIN,TE,13,2019
51,Cameron Brate,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,2.8,TB,TE,13,2019
52,Noah Fant,1,3,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,80.3,DEN,TE,13,2019
53,Nick Boyle,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1,BAL,TE,13,2019
54,Josh Hill,1,2,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0,,TE,13,2019
64,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,13,2019
67,Charles Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
102,Troy Fumagalli,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NE,TE,13,2019
103,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,13,2019
104,Jordan Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DET,TE,13,2019
112,Tyrone Swoopes,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
115,Tanner Hudson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,TE,13,2019
116,Carson Meier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,13,2019
117,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,13,2019
120,Isaac Nauta,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,GB,TE,13,2019
121,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PIT,TE,13,2019
125,Hale Hentges,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
133,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,SF,TE,13,2019
180,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
181,Virgil Green,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
187,Lance Kendricks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
192,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
198,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,13,2019
206,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,13,2019
208,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,13,2019
209,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,13,2019
210,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,13,2019
212,Jonnu Smith,2,2,0,0.0,2,0,0,0,0,0,0,1,0.0,0.0,22.7,NE,TE,13,2019
214,Robert Tonyan,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,18.6,GB,TE,13,2019
215,Mason Schreck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,13,2019
216,Mo Alie-Cox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,IND,TE,13,2019
217,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,13,2019
219,Ricky Seals-Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,10.8,WAS,TE,13,2019
220,Johnny Mundt,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,13,2019
224,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,13,2019
226,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,13,2019
227,Joshua Perkins,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
229,Jason Vander Laan,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
230,Logan Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,27.1,WAS,TE,13,2019
234,Matt Lengel,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
235,Tyler Kroft,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,NYJ,TE,13,2019
236,MyCole Pruitt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,13,2019
237,Blake Bell,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,KC,TE,13,2019
238,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,13,2019
239,Ben Koyack,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
242,Jesse James,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,13,2019
243,Clive Walford,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
244,Maxx Williams,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.4,ARI,TE,13,2019
245,Scott Simonson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
246,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,13,2019
1,Zach Ertz,9,13,91,10.1,30,2,2,0,0,0,0,1,21.1,21.1,85.8,ARI,TE,14,2019
2,Jared Cook,2,2,64,32.0,38,2,2,0,0,0,0,1,18.4,18.4,50.2,LAC,TE,14,2019
3,Noah Fant,4,4,113,28.3,48,3,1,0,0,0,0,1,17.3,17.3,80.3,DEN,TE,14,2019
4,Hayden Hurst,3,3,73,24.3,61,1,1,0,0,0,0,1,13.3,13.3,0.9,ATL,TE,14,2019
5,George Kittle,6,8,67,11.2,39,2,1,0,0,0,0,1,12.7,12.7,99.7,SF,TE,14,2019
6,Ian Thomas,5,10,57,11.4,19,0,1,0,0,0,0,1,11.7,11.7,0.1,CAR,TE,14,2019
7,Tyler Higbee,7,11,116,16.6,33,3,0,0,0,0,0,1,11.6,11.6,77.4,LAR,TE,14,2019
8,Travis Kelce,7,9,66,9.4,20,1,0,1,4,1,1,1,11.0,11.0,100.0,KC,TE,14,2019
9,Hunter Henry,2,4,39,19.5,30,1,1,0,0,0,0,1,9.9,9.9,65.9,NE,TE,14,2019
10,Cameron Brate,4,4,30,7.5,13,0,1,0,0,0,0,1,9.0,9.0,2.8,TB,TE,14,2019
11,Nick O'Leary,4,5,30,7.5,12,0,1,0,0,0,0,1,9.0,9.0,0.0,,TE,14,2019
12,Jonnu Smith,3,4,29,9.7,17,0,1,0,0,0,0,1,8.9,8.9,22.7,NE,TE,14,2019
13,Foster Moreau,3,3,14,4.7,7,0,1,0,0,0,0,1,7.4,7.4,23.7,LV,TE,14,2019
14,Virgil Green,1,1,14,14.0,14,0,1,0,0,0,0,1,7.4,7.4,0.0,,TE,14,2019
15,O.J. Howard,4,5,73,18.3,33,2,0,0,0,0,0,1,7.3,7.3,1.2,TB,TE,14,2019
16,Robert Tonyan,1,1,12,12.0,12,0,1,0,0,0,0,1,7.2,7.2,18.6,GB,TE,14,2019
17,Nick Boyle,2,3,10,5.0,7,0,1,0,0,0,0,1,7.0,7.0,0.1,BAL,TE,14,2019
18,Jeff Heuerman,1,1,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,0.0,,TE,14,2019
19,Charles Clay,1,1,5,5.0,5,0,1,0,0,0,0,1,6.5,6.5,0.0,,TE,14,2019
20,Josh Hill,2,3,4,2.0,3,0,1,0,0,0,0,1,6.4,6.4,0.0,,TE,14,2019
21,J.P. Holtz,3,3,56,18.7,30,1,0,0,0,0,0,1,5.6,5.6,0.0,CHI,TE,14,2019
22,Darren Waller,6,6,72,12.0,25,1,0,0,0,0,1,1,5.2,5.2,92.6,LV,TE,14,2019
23,Blake Jarwin,6,7,50,8.3,12,0,0,0,0,0,0,1,5.0,5.0,2.7,DAL,TE,14,2019
24,Tyler Eifert,4,4,49,12.3,17,0,0,0,0,0,0,1,4.9,4.9,0.0,,TE,14,2019
25,Jimmy Graham,3,5,49,16.3,25,2,0,0,0,0,0,1,4.9,4.9,0.8,CHI,TE,14,2019
26,Jordan Akins,4,9,49,12.3,15,0,0,0,0,0,0,1,4.9,4.9,0.3,HOU,TE,14,2019
27,MyCole Pruitt,1,1,42,42.0,42,1,0,0,0,0,0,1,4.2,4.2,0.0,TEN,TE,14,2019
28,Dallas Goedert,3,6,41,13.7,28,1,0,0,0,0,0,1,4.1,4.1,89.8,PHI,TE,14,2019
29,Anthony Firkser,1,1,39,39.0,39,1,0,0,0,0,0,1,3.9,3.9,3.7,TEN,TE,14,2019
30,Dawson Knox,1,4,37,37.0,37,1,0,0,0,0,0,1,3.7,3.7,87.2,BUF,TE,14,2019
31,Joshua Perkins,5,5,37,7.4,13,0,0,0,0,0,0,1,3.7,3.7,0.0,,TE,14,2019
32,Jason Witten,5,7,37,7.4,14,0,0,0,0,0,0,1,3.7,3.7,0.1,,TE,14,2019
33,Jesper Horsted,4,4,36,9.0,14,0,0,0,0,0,0,1,3.6,3.6,0.0,CHI,TE,14,2019
34,Jacob Hollister,4,6,34,8.5,19,0,0,0,0,0,0,1,3.4,3.4,0.0,JAC,TE,14,2019
35,Austin Hooper,2,6,32,16.0,18,0,0,0,0,0,0,1,3.2,3.2,28.8,CLE,TE,14,2019
36,Andrew Beck,1,1,29,29.0,29,1,0,0,0,0,0,1,2.9,2.9,0.0,DEN,TE,14,2019
37,Jack Doyle,2,6,27,13.5,18,0,0,0,0,0,0,1,2.7,2.7,2.2,IND,TE,14,2019
38,Jesse James,1,2,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,0.0,CHI,TE,14,2019
39,Ricky Seals-Jones,1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,10.8,WAS,TE,14,2019
40,Irv Smith Jr.,3,4,21,7.0,13,0,0,0,0,0,0,1,2.1,2.1,7.3,MIN,TE,14,2019
41,Logan Thomas,2,4,21,10.5,11,0,0,0,0,0,0,1,2.1,2.1,27.1,WAS,TE,14,2019
42,Mark Andrews,1,3,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,99.9,BAL,TE,14,2019
43,Matt LaCosse,2,4,14,7.0,8,0,0,0,0,0,0,1,1.4,1.4,0.0,,TE,14,2019
44,Tyler Conklin,3,3,13,4.3,11,0,0,0,0,0,0,1,1.3,1.3,40.5,MIN,TE,14,2019
45,Chris Manhertz,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0,JAC,TE,14,2019
46,Kyle Rudolph,2,2,11,5.5,8,0,0,0,0,0,0,1,1.1,1.1,0.3,NYG,TE,14,2019
47,Kaden Smith,2,5,9,4.5,7,0,0,0,0,0,0,1,0.9,0.9,0.0,NYG,TE,14,2019
48,Ryan Griffin,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.6,NYJ,TE,14,2019
49,Mo Alie-Cox,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,2.2,IND,TE,14,2019
50,Benjamin Watson,1,3,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,2.8,,TE,14,2019
51,Daniel Brown,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,NYJ,TE,14,2019
52,Mike Gesicki,1,5,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,87.6,MIA,TE,14,2019
53,Marcedes Lewis,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.2,GB,TE,14,2019
54,David Njoku,1,3,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,12.9,CLE,TE,14,2019
55,Clive Walford,0,0,0,0.0,0,0,0,0,4,0,0,1,0.4,0.4,0.0,,TE,14,2019
56,C.J. Uzomah,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,20.8,CIN,TE,14,2019
57,Vance McDonald,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0,,TE,14,2019
58,Isaac Nauta,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0,GB,TE,14,2019
59,Troy Fumagalli,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0,NE,TE,14,2019
